round_id,stage,instance_id,V,M,Q,scenario,comparator,simple_arm,historical_source_round,historical_run_id,historical_source_commit,historical_executable_sha256,comparison_compatibility,common_verified_ub,comparator_valid_final_lb,simple_valid_final_lb,comparator_common_ub_gap,simple_common_ub_gap,simple_minus_comparator_gap,gap_outcome,comparator_strict_certificate,simple_strict_certificate,certificate_outcome,comparator_certificate_time_seconds,simple_certificate_time_seconds,comparator_work,simple_work,comparator_nodes,simple_nodes,comparator_process_seconds,simple_process_seconds,auc_status,auc_convention,common_window_start_seconds,common_window_end_seconds,common_window_seconds,comparator_normalized_proof_auc,simple_normalized_proof_auc,simple_minus_comparator_proof_auc,comparator_normalized_gap_auc,simple_normalized_gap_auc
35,matrix1800,V12_M1,12,1,30,v12,P-GRB,C6-SIMPLE-START,32,stage1__V12_M1__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.3572005832084155,0.3572005832084151,0.3572005832084129,1.2432488375612486e-15,7.304086920672336e-15,6.060838083111087e-15,tie,True,True,both,35.893524,21.863196,53.573278258640755,32.11395731184975,26343.0,2861.0,35.893524,21.863196,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.0612077,21.863196,21.801988299999998,0.8949154027387983,0.887745323397689,-0.007170079341109375,0.10508459726120062,0.11225467660231135
35,matrix1800,V12_M2,12,2,30,v12,P-GRB,C6-SIMPLE-START,32,stage1__V12_M2__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.7185040707549709,0.7185040707549712,0.7185040707549679,0.0,4.172004430452538e-15,4.172004430452538e-15,tie,True,True,both,169.5604018,82.3188105,282.0967431295214,170.13552292276773,85427.0,3334.0,169.5604018,82.3188105,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.0561882,82.3188105,82.2626223,0.9237386908276455,0.9495270133742683,0.025788322546622843,0.07626130917235681,0.05047298662573388
35,matrix1800,high_imbalance_seed3202,20,3,30,high_imbalance,P-GRB,C6-SIMPLE-START,32,stage1__high_imbalance_seed3202__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,1.7493134520506337,1.2042723575434982,1.7493134514123088,0.3115742886834894,3.64900268563079e-10,-0.31157428831858913,simple_win,False,True,simple_win,,252.8522625,3694.181423194274,482.5561472279338,35909.0,4866.0,1785.0744273,252.8522625,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1339306,252.8522625,252.71833189999998,0.6035212371125415,0.9729909866172252,0.3694697495046837,0.3964787628874601,0.02700901338277415
35,matrix1800,high_imbalance_seed4201,20,3,30,high_imbalance,P-GRB,C6-SIMPLE-START,32,stage1__high_imbalance_seed4201__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,2.7832961908951837,2.614605107452617,2.783296190895182,0.06060838368348822,6.38220554898588e-16,-0.06060838368348758,simple_win,False,True,simple_win,,235.1470486,3343.124950646924,446.72951646066537,106463.0,12135.0,1785.1212869,235.1470486,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.13303310000000002,235.1470486,235.0140155,0.7057593811591085,0.9785230052336492,0.27276362407454074,0.2942406188408878,0.021476994766348408
35,matrix1800,high_imbalance_seed5202,20,3,30,high_imbalance,P-GRB,C6-SIMPLE-START,32,stage1__high_imbalance_seed5202__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,1.149509246006453,0.9494432863338825,1.0954008682234888,0.17404467199165743,0.047070850426774676,-0.12697382156488277,simple_win,False,False,neither,,,3570.5819705861095,3737.147198065825,79018.0,12755.0,1785.1029643,1785.0430707,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1432139,1785.0430707,1784.8998568,0.8147349753642238,0.9443465211259928,0.12961154576176911,0.18526502463577732,0.05565347887400566
35,matrix1800,high_imbalance_seed5203,20,3,30,high_imbalance,P-GRB,C6-SIMPLE-START,32,stage1__high_imbalance_seed5203__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,2.3524097575828193,2.0807924446134707,2.3524097575828167,0.11546343577848642,1.1326833050710842e-15,-0.11546343577848528,simple_win,False,True,simple_win,,101.0490818,3340.704403888223,181.3416786953202,96265.0,1819.0,1785.1155048,101.0490818,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1770695,101.0490818,100.8720123,0.8198802480733279,0.9297513704768271,0.10987112240349917,0.18011975192667132,0.07024862952317207
35,matrix1800,high_imbalance_seed6202,50,3,30,high_imbalance,P-GRB,C6-SIMPLE-START,32,stage1__high_imbalance_seed6202__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,9.730396463005972,7.88563196741627,7.820469192436284,0.1895878038066916,0.19628463011050445,0.006696826303812853,comparator_win,False,False,neither,,,4009.672787706866,4448.669991276748,10745.0,2002.0,1785.0626999,1785.1329544,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.5977855000000001,1785.0626999,1784.4649144,0.8083955399072807,0.7907401001579336,-0.01765543974934712,0.19160446009272092,0.20925989984206583
35,matrix1800,moderate_seed3302,20,3,30,moderate,P-GRB,C6-SIMPLE-START,32,stage1__moderate_seed3302__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.19563620654901237,0.1294036660192964,0.15427612932871687,0.3385495031724757,0.21141320387406734,-0.12713629929840833,simple_win,False,False,neither,,,3461.630879333035,3896.964099076159,47186.0,10202.0,1785.0860384,1785.046087,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1291543,1785.046087,1784.9169327,0.6602463215935312,0.770347440526345,0.11010111893281371,0.3397536784064742,0.2296525594736574
35,matrix1800,moderate_seed4302,20,3,30,moderate,P-GRB,C6-SIMPLE-START,32,stage1__moderate_seed4302__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.0298198766247978,8.816848156789071e-08,0.02981987662479814,0.9999970432982445,0.0,-0.9999970432982445,simple_win,False,True,simple_win,,755.9906679,3217.3542796467923,1569.4603988454921,82752.0,17588.0,1785.0838158,755.9906679,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1281089,755.9906679,755.8625589999999,2.9013538665010225e-06,0.5823277315221452,0.5823248301682787,0.9999970986461301,0.4176722684778552
35,matrix1800,moderate_seed5301,20,3,30,moderate,P-GRB,C6-SIMPLE-START,32,stage1__moderate_seed5301__p_grb__1800s,0927d055710f43836053ecca055c0780b955a845,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.16885733659692667,0.0761669912958272,0.13609955598728404,0.5489269650294041,0.19399678610256396,-0.3549301789268401,simple_win,False,False,neither,,,3550.898031455776,3878.874354754441,39732.0,11596.0,1785.0811753,1785.0424104,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1252463,1785.0424104,1784.9171641,0.43787242779548247,0.6915508929455798,0.25367846515009734,0.5621275722045187,0.30844910705442075
