run_id,stage,arm,instance,certificate,status,false_certificate,completion_marker,watchdog_timeout,lower_bound,verified_upper_bound,bound_order_valid
stage4_1200s__moderate_seed3301__K1-r015,stage4_1200s,K1-r015,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04796472692368177,0.04915255266474515,True
stage4_1200s__moderate_seed3301__K1-r020,stage4_1200s,K1-r020,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04716583526138648,0.04915255266474515,True
stage4_1200s__moderate_seed3301__K4-r001,stage4_1200s,K4-r001,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04363065333581688,0.04915255266474515,True
stage4_1200s__moderate_seed3301__K4-r012,stage4_1200s,K4-r012,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04363065333581688,0.04915255266474515,True
stage4_1200s__moderate_seed3301__K4-r050,stage4_1200s,K4-r050,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04363065333581688,0.04915255266474515,True
stage4_1200s__moderate_seed3301__P-GRB,stage4_1200s,P-GRB,moderate_seed3301,False,time_limit,False,True,False,0.048388162833931436,0.04952337284115889,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage4_1200s,K1-r001,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.021337006039780566,0.021337006039780566,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015,stage4_1200s,K1-r015,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.02133700603978056,0.021337006039780566,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r020,stage4_1200s,K1-r020,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.02133700603978056,0.021337006039780566,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001,stage4_1200s,K4-r001,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.021337006039780566,0.021337006039780566,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012,stage4_1200s,K4-r012,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.021337006039780566,0.021337006039780566,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050,stage4_1200s,K4-r050,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.021337006039780566,0.021337006039780566,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__P-GRB,stage4_1200s,P-GRB,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,True,optimal,False,True,False,0.02133700603978057,0.021337006039780566,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001,stage4_1200s,K1-r001,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256055,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r015,stage4_1200s,K1-r015,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256094,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r020,stage4_1200s,K1-r020,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256094,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage4_1200s,K4-r001,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256055,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage4_1200s,K4-r012,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256055,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage4_1200s,K4-r050,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256055,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__P-GRB,stage4_1200s,P-GRB,round39_small_hard_V10_M1_Q20_slot01_seed561355351,True,optimal,False,True,False,0.8585174613256055,0.8585174613256055,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-r001,stage4_1200s,K1-r001,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642072,0.5045438521642074,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-r015,stage4_1200s,K1-r015,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642072,0.5045438521642074,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-r020,stage4_1200s,K1-r020,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642072,0.5045438521642074,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,K4-r001,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642074,0.5045438521642074,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,K4-r012,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642074,0.5045438521642074,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,K4-r050,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642074,0.5045438521642074,True
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__P-GRB,stage4_1200s,P-GRB,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438474568696,0.5045438521642074,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-r001,stage4_1200s,K1-r001,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471163029866588,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-r015,stage4_1200s,K1-r015,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471163029866588,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-r020,stage4_1200s,K1-r020,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471163029866588,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r001,stage4_1200s,K4-r001,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471162753807069,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r012,stage4_1200s,K4-r012,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471162753807069,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050,stage4_1200s,K4-r050,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471162753807069,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__P-GRB,stage4_1200s,P-GRB,round39_small_hard_V12_M3_Q20_slot07_seed621538683,False,time_limit,False,True,False,0.5094943354610906,0.6471164334555021,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r001,stage4_1200s,K1-r001,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063432868918758,0.506343307565206,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r015,stage4_1200s,K1-r015,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063432868918758,0.506343307565206,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r020,stage4_1200s,K1-r020,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063432868918758,0.506343307565206,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001,stage4_1200s,K4-r001,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063433075652044,0.506343307565206,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012,stage4_1200s,K4-r012,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063433075652044,0.506343307565206,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050,stage4_1200s,K4-r050,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063433075652044,0.506343307565206,True
stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__P-GRB,stage4_1200s,P-GRB,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,False,time_limit,False,True,False,0.42044159421014116,0.506343307565206,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001,stage4_1200s,K1-r001,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470092,0.1215256536747018,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r015,stage4_1200s,K1-r015,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470163,0.1215256536747018,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r020,stage4_1200s,K1-r020,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470163,0.1215256536747018,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K4-r001,stage4_1200s,K4-r001,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470176,0.1215256536747018,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K4-r012,stage4_1200s,K4-r012,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470176,0.1215256536747018,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K4-r050,stage4_1200s,K4-r050,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470176,0.1215256536747018,True
stage4_1200s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__P-GRB,stage4_1200s,P-GRB,round39_small_medium_V10_M2_Q20_slot05_seed968549317,True,optimal,False,True,False,0.12152565367470183,0.1215256536747018,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-r001,stage4_1200s,K1-r001,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.043491029379996285,0.04500155005562836,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-r015,stage4_1200s,K1-r015,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562829,0.04500155005562836,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-r020,stage4_1200s,K1-r020,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562829,0.04500155005562836,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-r001,stage4_1200s,K4-r001,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562773,0.04500155005562836,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-r012,stage4_1200s,K4-r012,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562773,0.04500155005562836,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-r050,stage4_1200s,K4-r050,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562773,0.04500155005562836,True
stage4_1200s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__P-GRB,stage4_1200s,P-GRB,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.045001550055628364,0.04500155005562836,True
stage4_1200s__tight_T_seed3101__K1-r001,stage4_1200s,K1-r001,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06260464330364945,0.10725273413394144,True
stage4_1200s__tight_T_seed3101__K1-r015,stage4_1200s,K1-r015,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06260464330364945,0.10725273413394144,True
stage4_1200s__tight_T_seed3101__K1-r020,stage4_1200s,K1-r020,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06260464330364945,0.10725273413394144,True
stage4_1200s__tight_T_seed3101__K4-r001,stage4_1200s,K4-r001,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06819838617687429,0.10725273413394144,True
stage4_1200s__tight_T_seed3101__K4-r012,stage4_1200s,K4-r012,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06819838617687429,0.10725273413394144,True
stage4_1200s__tight_T_seed3101__K4-r050,stage4_1200s,K4-r050,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06815724277229124,0.10725273413394144,True
stage4_1200s__tight_T_seed3101__P-GRB,stage4_1200s,P-GRB,tight_T_seed3101,False,time_limit,False,True,False,0.02594738796357229,0.10725273413394144,True
stage5_1800s__high_imbalance_seed3201__K1-r015,stage5_1800s,K1-r015,high_imbalance_seed3201,True,optimal,False,True,False,2.443403191943199,2.4434031919432,True
stage5_1800s__high_imbalance_seed3201__K4-r001,stage5_1800s,K4-r001,high_imbalance_seed3201,True,optimal,False,True,False,2.4434031905083478,2.4434031919432,True
stage5_1800s__high_imbalance_seed3201__K4-r012,stage5_1800s,K4-r012,high_imbalance_seed3201,True,optimal,False,True,False,2.4434031905083478,2.4434031919432,True
stage5_1800s__high_imbalance_seed3201__P-GRB,stage5_1800s,P-GRB,high_imbalance_seed3201,False,time_limit,False,True,False,2.1626879532523016,2.4434031919432,True
stage5_1800s__high_imbalance_seed3202__K1-r015,stage5_1800s,K1-r015,high_imbalance_seed3202,True,optimal,False,True,False,1.7493134517141697,1.7493134520506337,True
stage5_1800s__high_imbalance_seed3202__K4-r001,stage5_1800s,K4-r001,high_imbalance_seed3202,True,optimal,False,True,False,1.7493134520506324,1.7493134520506337,True
stage5_1800s__high_imbalance_seed3202__K4-r012,stage5_1800s,K4-r012,high_imbalance_seed3202,True,optimal,False,True,False,1.7493134520506324,1.7493134520506337,True
stage5_1800s__high_imbalance_seed3202__P-GRB,stage5_1800s,P-GRB,high_imbalance_seed3202,False,time_limit,False,True,False,1.242007739921101,1.7493134520506337,True
stage5_1800s__moderate_seed3301__K1-r015,stage5_1800s,K1-r015,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04796472692368177,0.04915255266474515,True
stage5_1800s__moderate_seed3301__K4-r001,stage5_1800s,K4-r001,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04363065333581688,0.04915255266474515,True
stage5_1800s__moderate_seed3301__K4-r012,stage5_1800s,K4-r012,moderate_seed3301,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.04363065333581688,0.04915255266474515,True
stage5_1800s__moderate_seed3301__P-GRB,stage5_1800s,P-GRB,moderate_seed3301,False,time_limit,False,True,False,0.048388162833931464,0.04952337284115889,True
stage5_1800s__moderate_seed3302__K1-r015,stage5_1800s,K1-r015,moderate_seed3302,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.14696173997933837,0.19563620654901237,True
stage5_1800s__moderate_seed3302__K4-r001,stage5_1800s,K4-r001,moderate_seed3302,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.14946819954967203,0.19563620654901237,True
stage5_1800s__moderate_seed3302__K4-r012,stage5_1800s,K4-r012,moderate_seed3302,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.14946819954967203,0.19563620654901237,True
stage5_1800s__moderate_seed3302__P-GRB,stage5_1800s,P-GRB,moderate_seed3302,False,time_limit,False,True,False,0.12930515693917344,0.19563620654901237,True
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K1-r015,stage5_1800s,K1-r015,round39_small_hard_V10_M2_Q20_slot03_seed490008310,True,optimal,False,True,False,0.5364414700250418,0.5364414700250417,True
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r001,stage5_1800s,K4-r001,round39_small_hard_V10_M2_Q20_slot03_seed490008310,True,optimal,False,True,False,0.5364414700250417,0.5364414700250417,True
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r012,stage5_1800s,K4-r012,round39_small_hard_V10_M2_Q20_slot03_seed490008310,True,optimal,False,True,False,0.5364414700250417,0.5364414700250417,True
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__P-GRB,stage5_1800s,P-GRB,round39_small_hard_V10_M2_Q20_slot03_seed490008310,True,optimal,False,True,False,0.5364414700250419,0.5364414700250417,True
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-r015,stage5_1800s,K1-r015,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642072,0.5045438521642074,True
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,K4-r001,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642074,0.5045438521642074,True
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,K4-r012,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438521642074,0.5045438521642074,True
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__P-GRB,stage5_1800s,P-GRB,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,True,optimal,False,True,False,0.5045438474568696,0.5045438521642074,True
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-r015,stage5_1800s,K1-r015,round39_small_hard_V12_M2_Q20_slot06_seed258908503,True,optimal,False,True,False,0.7062530985290736,0.7062530985290749,True
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,K4-r001,round39_small_hard_V12_M2_Q20_slot06_seed258908503,True,optimal,False,True,False,0.7062530985290749,0.7062530985290749,True
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,K4-r012,round39_small_hard_V12_M2_Q20_slot06_seed258908503,True,optimal,False,True,False,0.7062530985290749,0.7062530985290749,True
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__P-GRB,stage5_1800s,P-GRB,round39_small_hard_V12_M2_Q20_slot06_seed258908503,True,optimal,False,True,False,0.706253098529075,0.7062530985290749,True
stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r015,stage5_1800s,K1-r015,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063432868918758,0.506343307565206,True
stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001,stage5_1800s,K4-r001,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063433075652044,0.506343307565206,True
stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012,stage5_1800s,K4-r012,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063433075652044,0.506343307565206,True
stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__P-GRB,stage5_1800s,P-GRB,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,True,optimal,False,True,False,0.5063433046784893,0.506343307565206,True
stage5_1800s__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__K1-r015,stage5_1800s,K1-r015,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,True,optimal,False,True,False,0.05842218740424499,0.05842218740424529,True
stage5_1800s__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__K4-r001,stage5_1800s,K4-r001,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,True,optimal,False,True,False,0.05842218740424529,0.05842218740424529,True
stage5_1800s__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__K4-r012,stage5_1800s,K4-r012,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,True,optimal,False,True,False,0.05842218740424529,0.05842218740424529,True
stage5_1800s__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__P-GRB,stage5_1800s,P-GRB,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,True,optimal,False,True,False,0.05842218718389131,0.05842218740424529,True
stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-r015,stage5_1800s,K1-r015,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562829,0.04500155005562836,True
stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-r001,stage5_1800s,K4-r001,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562773,0.04500155005562836,True
stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-r012,stage5_1800s,K4-r012,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.04500155005562773,0.04500155005562836,True
stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__P-GRB,stage5_1800s,P-GRB,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,True,optimal,False,True,False,0.045001550055628364,0.04500155005562836,True
stage5_1800s__round39_small_medium_V8_M2_Q20_slot02_seed890603285__K1-r015,stage5_1800s,K1-r015,round39_small_medium_V8_M2_Q20_slot02_seed890603285,True,optimal,False,True,False,0.06925116214905465,0.06925116214905465,True
stage5_1800s__round39_small_medium_V8_M2_Q20_slot02_seed890603285__K4-r001,stage5_1800s,K4-r001,round39_small_medium_V8_M2_Q20_slot02_seed890603285,True,optimal,False,True,False,0.06925116214905465,0.06925116214905465,True
stage5_1800s__round39_small_medium_V8_M2_Q20_slot02_seed890603285__K4-r012,stage5_1800s,K4-r012,round39_small_medium_V8_M2_Q20_slot02_seed890603285,True,optimal,False,True,False,0.06925116214905465,0.06925116214905465,True
stage5_1800s__round39_small_medium_V8_M2_Q20_slot02_seed890603285__P-GRB,stage5_1800s,P-GRB,round39_small_medium_V8_M2_Q20_slot02_seed890603285,True,optimal,False,True,False,0.06925116214905465,0.06925116214905465,True
stage5_1800s__tight_T_seed3101__K1-r015,stage5_1800s,K1-r015,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.06646717636317458,0.10725273413394144,True
stage5_1800s__tight_T_seed3101__K4-r001,stage5_1800s,K4-r001,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.07942323585090591,0.10725273413394144,True
stage5_1800s__tight_T_seed3101__K4-r012,stage5_1800s,K4-r012,tight_T_seed3101,False,round31_c6_external_gini_tree_time_limit,False,True,False,0.07970787895411927,0.10725273413394144,True
stage5_1800s__tight_T_seed3101__P-GRB,stage5_1800s,P-GRB,tight_T_seed3101,False,time_limit,False,True,False,0.029001053229027383,0.10725273413394144,True
stage5_1800s__tight_T_seed3102__K1-r015,stage5_1800s,K1-r015,tight_T_seed3102,True,optimal,False,True,False,0.6007044366851081,0.6007044366851081,True
stage5_1800s__tight_T_seed3102__K4-r001,stage5_1800s,K4-r001,tight_T_seed3102,True,optimal,False,True,False,0.6007044366851081,0.6007044366851081,True
stage5_1800s__tight_T_seed3102__K4-r012,stage5_1800s,K4-r012,tight_T_seed3102,True,optimal,False,True,False,0.6007044366851081,0.6007044366851081,True
stage5_1800s__tight_T_seed3102__P-GRB,stage5_1800s,P-GRB,tight_T_seed3102,False,time_limit,False,True,False,0.514790038051672,0.6007044366851081,True
