run_id,stage,arm,instance,K0,rho,rho_explicit,executable_sha256,process_cap_seconds,status,certificate,strict_rejection_reason,failure_reason,time_seconds,work,lower_bound,verified_upper_bound,relative_gap,split_count,initial_interval_count,final_interval_count,lp_jobs,native_target_jobs,terminal_mip_jobs,nodes,peak_memory_gb,completion_marker,watchdog_timeout,lb_300,ub_300,gap_300,gi_300,lb_1200,ub_1200,gap_1200,gi_1200,lb_1800,ub_1800,gap_1800,gi_1800
stage4_1200s__high_imbalance_seed3201__K1-r001,stage4_1200s,K1-r001,high_imbalance_seed3201,1,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,523.0914333,970.6039194826874,2.443403191943199,2.4434031919432,3.635005563669461e-16,4,1,5,13,5,2,21825.0,0.228516687,True,False,2.3545030031536247,2.4434031919432,0.03638375732777625,0.07418307147101615,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.02462473653032689,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.016416491020217926
stage4_1200s__high_imbalance_seed3201__K1-r015,stage4_1200s,K1-r015,high_imbalance_seed3201,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,523.7569782,970.6039194826874,2.443403191943199,2.4434031919432,3.635005563669461e-16,4,1,5,13,5,2,21825.0,0.228516687,True,False,2.3545030031536247,2.4434031919432,0.03638375732777625,0.0741293726392332,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.024631055914189754,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.016420703942793168
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,K1-r020,high_imbalance_seed3201,1,0.2,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,523.9265284,970.6039194826874,2.443403191943199,2.4434031919432,3.635005563669461e-16,4,1,5,13,5,2,21825.0,0.228516687,True,False,2.3545030031536247,2.4434031919432,0.03638375732777625,0.0741467241941206,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.024640420460316056,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.01642694697354404
stage4_1200s__high_imbalance_seed3201__K4-r001,stage4_1200s,K4-r001,high_imbalance_seed3201,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,381.8789629,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10123088016589431,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027116293222604105,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018077528815069403
stage4_1200s__high_imbalance_seed3201__K4-r012,stage4_1200s,K4-r012,high_imbalance_seed3201,4,0.12,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,381.6088015,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10128931391665154,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027117419090534483,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018078279393689653
stage4_1200s__high_imbalance_seed3201__K4-r050,stage4_1200s,K4-r050,high_imbalance_seed3201,4,0.5,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,381.8246935,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10143837537911995,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.02716538093350767,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.01811025395567178
stage4_1200s__high_imbalance_seed3201__P-GRB,stage4_1200s,P-GRB,high_imbalance_seed3201,,,False,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,time_limit,False,model_fingerprint_mismatch;unsupported_strict_status:TIME_LIMIT,,1180.061399,2291.661891346942,2.1250047787717343,2.4434031919432,0.13030940379440548,0,0,0,0,0,0,37506.0,0.113310206,True,False,2.05655260557183,2.443403189978269,0.15832449838533594,0.16867026102432572,2.1250047787717343,2.4434031919432,0.13030940379440548,0.1504526773659841,2.1250047787717343,2.4434031919432,0.13030940379440548,0.14373825284212458
stage4_1200s__moderate_seed3301__K1-r001,stage4_1200s,K1-r001,moderate_seed3301,1,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1180.0356526,2109.376678009898,0.04796472692368177,0.04915255266474515,0.024166104844344193,1,1,2,5,2,1,21650.0,0.245698419,True,False,0.04707345846914333,0.04915255266474515,0.04229880408821699,0.21465416912684418,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.0723520020462367,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.05629003631227252
stage4_1200s__moderate_seed3301__K1-r015,stage4_1200s,K1-r015,moderate_seed3301,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1180.0400478,2109.3207021320177,0.04796472692368177,0.04915255266474515,0.024166104844344193,1,1,2,5,2,1,21649.0,0.245698419,True,False,0.0470786514816749,0.04915255266474515,0.04219315316573096,0.21319559805161123,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.07196915257511935,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.05603480333152763
stage4_1200s__moderate_seed3301__K1-r020,stage4_1200s,K1-r020,moderate_seed3301,1,0.2,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1180.0443319,2315.085912324852,0.04716583526138648,0.04915255266474515,0.040419414570581444,0,1,1,3,1,1,13479.0,0.24525347,True,False,0.044497192593029485,0.04915255266474515,0.09471247817928162,0.24992130077384236,0.04716583526138648,0.04915255266474515,0.040419414570581444,0.10798939015774088,0.04716583526138648,0.04915255266474515,0.040419414570581444,0.08546606496202107
stage4_1200s__moderate_seed3301__K4-r001,stage4_1200s,K4-r001,moderate_seed3301,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1180.0381556,2021.061910550858,0.04363065333581688,0.04915255266474515,0.1123420662725595,1,4,5,8,3,1,22766.0,0.240892713,True,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.23914745068030668,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14404341237449628,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.13347629700718402
stage4_1200s__moderate_seed3301__K4-r012,stage4_1200s,K4-r012,moderate_seed3301,4,0.12,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1180.0326709,2026.4155257737598,0.04363065333581688,0.04915255266474515,0.1123420662725595,1,4,5,8,3,1,22841.0,0.240892713,True,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.23911816488904586,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14403609092668104,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.13347141604197388
stage4_1200s__moderate_seed3301__K4-r050,stage4_1200s,K4-r050,moderate_seed3301,4,0.5,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1180.0343519,2022.1846115019607,0.04363065333581688,0.04915255266474515,0.1123420662725595,1,4,5,8,3,1,22784.0,0.240892713,True,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.23882025789795255,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14396161417890777,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.13342176487679167
stage4_1200s__moderate_seed3301__P-GRB,stage4_1200s,P-GRB,moderate_seed3301,,,False,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,time_limit,False,model_fingerprint_mismatch;unsupported_strict_status:TIME_LIMIT,,1180.0835587,1751.269745823007,0.048388162833931436,0.04952337284115889,0.02292271188532577,0,0,0,0,0,0,142775.0,0.110007519,True,False,0.048388162833931284,0.049523372841158875,0.02292271188532858,0.05747943570434268,0.048388162833931436,0.04952337284115889,0.02292271188532577,0.031561892840080014,0.048388162833931436,0.04952337284115889,0.02292271188532577,0.028682165855161933
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage4_1200s,K1-r001,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,1,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,22.4854452,31.69166292110626,0.021337006039780566,0.021337006039780566,0.0,2,1,3,9,2,2,88.0,0.116272918,True,False,0.021337006039780566,0.021337006039780566,0.0,0.02785534267108278,0.021337006039780566,0.021337006039780566,0.0,0.006963835667770695,0.021337006039780566,0.021337006039780566,0.0,0.00464255711184713
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015,stage4_1200s,K1-r015,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,19.0436508,28.285289241061992,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0,1,1,3,1,1,44.0,0.122623217,True,False,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.029270124614650825,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.007317531153662706,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.004878354102441804
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r020,stage4_1200s,K1-r020,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,1,0.2,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1200.0,optimal,True,none,none,18.8535339,28.285289241061992,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0,1,1,3,1,1,44.0,0.122623217,True,False,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.02928219143879288,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.00732054785969822,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.004880365239798814
