run_id,stage,arm,instance,K0,rho,rho_explicit,executable_sha256,process_cap_seconds,status,certificate,strict_rejection_reason,failure_reason,time_seconds,work,lower_bound,verified_upper_bound,relative_gap,split_count,initial_interval_count,final_interval_count,lp_jobs,native_target_jobs,terminal_mip_jobs,nodes,peak_memory_gb,completion_marker,watchdog_timeout,lb_300,ub_300,gap_300,gi_300,lb_1200,ub_1200,gap_1200,gi_1200,lb_1800,ub_1800,gap_1800,gi_1800
stage5_1800s__high_imbalance_seed3201__K1-r015,stage5_1800s,K1-r015,high_imbalance_seed3201,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,539.8320984,970.6039194826874,2.443403191943199,2.4434031919432,3.635005563669461e-16,4,1,5,13,5,2,21825.0,0.228516687,True,False,2.3545030031536247,2.4434031919432,0.03638375732777625,0.0757419473252554,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.025506474259755486,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.017004316173170324
stage5_1800s__high_imbalance_seed3201__K4-r001,stage5_1800s,K4-r001,high_imbalance_seed3201,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,390.3545002,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10199468378173344,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027723277689208025,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018482185126138685
stage5_1800s__high_imbalance_seed3201__K4-r012,stage5_1800s,K4-r012,high_imbalance_seed3201,4,0.12,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,381.5030334,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10239244553282897,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027393322148536837,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018262214765691225
stage5_1800s__high_imbalance_seed3201__P-GRB,stage5_1800s,P-GRB,high_imbalance_seed3201,,,False,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,time_limit,False,model_fingerprint_mismatch;unsupported_strict_status:TIME_LIMIT,,1780.0888304,3581.442796133532,2.1626879532523016,2.4434031919432,0.1148869902505325,0,0,0,0,0,0,58954.0,0.136496673,True,False,2.05655260557183,2.443403189978269,0.15832449838533594,0.16842320217850698,2.1300803278370197,2.4434031861450096,0.12823215590641987,0.14992386106779754,2.1626879532523016,2.4434031919432,0.1148869902505325,0.14016361479485587
stage5_1800s__moderate_seed3301__K1-r015,stage5_1800s,K1-r015,moderate_seed3301,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0381542,3161.8223178799535,0.04796472692368177,0.04915255266474515,0.024166104844344193,1,1,2,5,2,1,31660.0,0.245698419,True,False,0.047067152958578225,0.04915255266474515,0.042427088586646,0.2195435687832397,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.07363408342251399,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.057144757229790726
stage5_1800s__moderate_seed3301__K4-r001,stage5_1800s,K4-r001,moderate_seed3301,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0343577,2911.2260925812884,0.04363065333581688,0.04915255266474515,0.1123420662725595,1,4,5,8,3,1,32429.0,0.240892713,True,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24072587091960349,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14443801743432053,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.13373936704706685
stage5_1800s__moderate_seed3301__K4-r012,stage5_1800s,K4-r012,moderate_seed3301,4,0.12,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0353178,3055.543592355325,0.04363065333581688,0.04915255266474515,0.1123420662725595,1,4,5,8,3,1,34136.0,0.240892713,True,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24169483641790446,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14468025880889565,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.1339008612967836
stage5_1800s__moderate_seed3301__P-GRB,stage5_1800s,P-GRB,moderate_seed3301,,,False,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,time_limit,False,model_fingerprint_mismatch;unsupported_strict_status:TIME_LIMIT,,1780.1102671,2813.2073928664922,0.048388162833931464,0.04952337284115889,0.02292271188532521,0,0,0,0,0,0,242710.0,0.110007519,True,False,0.048388162833931436,0.049523372841158875,0.0229227118853255,0.055935779911182544,0.048388162833931436,0.049523372841158875,0.0229227118853255,0.031175978891789698,0.048388162833931464,0.04952337284115889,0.02292271188532521,0.028424889889635017
stage5_1800s__tight_T_seed3101__K1-r015,stage5_1800s,K1-r015,tight_T_seed3101,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0432161,3644.649533917324,0.06646717636317458,0.10725273413394144,0.38027522654883794,0,1,1,3,0,1,14755.0,0.209197043,True,False,0.05246557583669477,0.10725273413394144,0.5108229523438191,0.5631480981545379,0.06255920403893904,0.10725273413394144,0.41671226804518907,0.4859587027044284,0.06646717636317458,0.10725273413394144,0.38027522654883794,0.45683760026336245
stage5_1800s__tight_T_seed3101__K4-r001,stage5_1800s,K4-r001,tight_T_seed3101,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0391849,3689.6965429341535,0.07942323585090591,0.10725273413394144,0.25947588663129983,0,4,4,5,3,1,22567.0,0.19034372,True,False,0.05474819668481515,0.10725273413394144,0.4895403168329169,0.531734964371332,0.0690477665446015,0.10725273413394144,0.35621439302076974,0.4730092875974261,0.07942323585090591,0.10725273413394144,0.25947588663129983,0.42026414481313523
