run_id,stage,arm,instance,K0,rho,rho_explicit,executable_sha256,process_cap_seconds,status,certificate,strict_rejection_reason,failure_reason,time_seconds,work,lower_bound,verified_upper_bound,relative_gap,split_count,initial_interval_count,final_interval_count,lp_jobs,native_target_jobs,terminal_mip_jobs,nodes,peak_memory_gb,completion_marker,watchdog_timeout,lb_300,ub_300,gap_300,gi_300,lb_1200,ub_1200,gap_1200,gi_1200,lb_1800,ub_1800,gap_1800,gi_1800
stage5_1800s__high_imbalance_seed3201__K1-r015,stage5_1800s,K1-r015,high_imbalance_seed3201,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,539.8320984,970.6039194826874,2.443403191943199,2.4434031919432,3.635005563669461e-16,4,1,5,13,5,2,21825.0,0.228516687,True,False,2.3545030031536247,2.4434031919432,0.03638375732777625,0.0757419473252554,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.025506474259755486,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.017004316173170324
stage5_1800s__high_imbalance_seed3201__K4-r001,stage5_1800s,K4-r001,high_imbalance_seed3201,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,390.3545002,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10199468378173344,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027723277689208025,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018482185126138685
stage5_1800s__high_imbalance_seed3201__K4-r012,stage5_1800s,K4-r012,high_imbalance_seed3201,4,0.12,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,381.5030334,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,1,4,5,10,3,2,17571.0,0.176095353,True,False,2.2866395288965413,2.4434031919432,0.06415791857994055,0.10239244553282897,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027393322148536837,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018262214765691225
stage5_1800s__high_imbalance_seed3201__P-GRB,stage5_1800s,P-GRB,high_imbalance_seed3201,,,False,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,time_limit,False,model_fingerprint_mismatch;unsupported_strict_status:TIME_LIMIT,,1780.0888304,3581.442796133532,2.1626879532523016,2.4434031919432,0.1148869902505325,0,0,0,0,0,0,58954.0,0.136496673,True,False,2.05655260557183,2.443403189978269,0.15832449838533594,0.16842320217850698,2.1300803278370197,2.4434031861450096,0.12823215590641987,0.14992386106779754,2.1626879532523016,2.4434031919432,0.1148869902505325,0.14016361479485587
stage5_1800s__high_imbalance_seed3202__K1-r015,stage5_1800s,K1-r015,high_imbalance_seed3202,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,340.7282322,627.6730860617545,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,3,1,4,9,3,1,4633.0,0.156335501,True,False,1.7059356499844227,1.7493134520506337,0.02479704367182528,0.0885062930084659,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,0.022495202026979647,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,0.014996801351319764
stage5_1800s__high_imbalance_seed3202__K4-r001,stage5_1800s,K4-r001,high_imbalance_seed3202,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,229.4960002,408.74551643281535,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0,4,4,6,2,1,3605.0,0.154520485,True,False,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.07678081381766534,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.019195203454416335,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.012796802302944223
stage5_1800s__high_imbalance_seed3202__K4-r012,stage5_1800s,K4-r012,high_imbalance_seed3202,4,0.12,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,optimal,True,none,none,230.4748577,408.74551643281535,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0,4,4,6,2,1,3605.0,0.154520485,True,False,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.07847983144588061,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.019619957861470153,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.013079971907646768
stage5_1800s__high_imbalance_seed3202__P-GRB,stage5_1800s,P-GRB,high_imbalance_seed3202,,,False,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,time_limit,False,model_fingerprint_mismatch;unsupported_strict_status:TIME_LIMIT,,1780.0782172,3687.1819134570983,1.242007739921101,1.7493134520506337,0.2900027502417268,0,0,0,0,0,0,43682.0,0.137100008,True,False,1.097897344638141,1.7493134500388212,0.3723838660168215,0.39464733314725164,1.1772826084413717,1.7493134500388212,0.3270030545896477,0.36510738452405544,1.242007739921101,1.7493134520506337,0.2900027502417268,0.34539026262079386
stage5_1800s__moderate_seed3301__K1-r015,stage5_1800s,K1-r015,moderate_seed3301,1,0.15,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0381542,3161.8223178799535,0.04796472692368177,0.04915255266474515,0.024166104844344193,1,1,2,5,2,1,31660.0,0.245698419,True,False,0.047067152958578225,0.04915255266474515,0.042427088586646,0.2195435687832397,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.07363408342251399,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.057144757229790726
stage5_1800s__moderate_seed3301__K4-r001,stage5_1800s,K4-r001,moderate_seed3301,4,0.01,True,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,1800.0,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,relevant_leaf_open,1780.0343577,2911.2260925812884,0.04363065333581688,0.04915255266474515,0.1123420662725595,1,4,5,8,3,1,32429.0,0.240892713,True,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24072587091960349,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14443801743432053,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.13373936704706685
