stage,instance,arm,work_ratio,time_ratio,work_delta,time_delta,material_severe_regression,startup_pathology_only
stage3_300s,high_imbalance_seed3201,K1-r001,0.946193600625997,0.9994693592541805,-28.472834300736793,-0.14867750000001934,False,False
stage3_300s,high_imbalance_seed3201,K1-r012,0.9427267811329882,0.9994786520477094,-30.307377740242487,-0.14607380000001058,False,False
stage3_300s,high_imbalance_seed3201,K1-r015,0.9454738135083202,0.9994472845420492,-28.853725413538484,-0.15486250000003565,False,False
stage3_300s,high_imbalance_seed3201,K1-r020,0.9475538197352498,0.9994539694144539,-27.753044577561923,-0.15298949999998968,False,False
stage3_300s,high_imbalance_seed3201,K1-r050,1.001690213843553,0.9994473138084421,0.8944136619472829,-0.15485430000001088,False,False
stage3_300s,high_imbalance_seed3201,K4-r001,0.9484714951033161,0.9994886889928113,-27.267436564373725,-0.14326160000001664,False,False
stage3_300s,high_imbalance_seed3201,K4-r012,0.9653815655433156,0.9994973165112647,-18.319102551068227,-0.14084430000002612,False,False
stage3_300s,high_imbalance_seed3201,K4-r015,0.9647621973082255,0.9995134069598826,-18.646854813513357,-0.13633600000002843,False,False
stage3_300s,high_imbalance_seed3201,K4-r020,0.9639400561329139,0.9994945408437426,-19.081908816918258,-0.14162200000004077,False,False
stage3_300s,high_imbalance_seed3201,K4-r050,0.9650600700201494,0.9994904556835963,-18.489228946181754,-0.14276660000001584,False,False
stage3_300s,moderate_seed3301,K1-r001,0.9754680015128789,0.9999643912842138,-11.533206601004736,-0.009972000000004755,False,False
stage3_300s,moderate_seed3301,K1-r012,0.975575191116439,0.9999616984911357,-11.482813648144145,-0.010726099999999406,False,False
stage3_300s,moderate_seed3301,K1-r015,0.9754858316383102,0.9999370944825605,-11.524824140014914,-0.017616300000042884,False,False
stage3_300s,moderate_seed3301,K1-r020,1.036731069893592,0.9999376576087617,17.268345177060837,-0.017458600000054503,False,False
stage3_300s,moderate_seed3301,K1-r050,1.0375514752601045,0.9999352226324989,17.654041621381452,-0.018140500000015436,False,False
stage3_300s,moderate_seed3301,K4-r001,0.9118724867937739,0.999967896807307,-41.43130929890481,-0.00899030000005041,False,False
stage3_300s,moderate_seed3301,K4-r012,0.9472594426531885,0.9999636064069845,-24.794871255688577,-0.010191800000029616,False,False
stage3_300s,moderate_seed3301,K4-r015,0.9472016241255687,0.9999463337516366,-24.822053428586344,-0.015028900000004342,False,False
stage3_300s,moderate_seed3301,K4-r020,0.9479257802177792,0.9999628154592761,-24.48160656987551,-0.010413300000038817,False,False
stage3_300s,moderate_seed3301,K4-r050,0.9450256801065564,0.9999462744751942,-25.84502805238901,-0.015045500000042011,False,False
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r001,15.231090141544438,3.324635602128229,29.61094101436212,15.627301000000001,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r012,13.593978680852187,2.825333024002743,26.20456733431785,12.270752700000001,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r015,13.593978680852187,2.8205118520811103,26.20456733431785,12.2383425,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r020,13.593978680852187,2.78987522657955,26.20456733431785,12.032388599999999,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r050,13.593978680852187,2.8433004286785275,26.20456733431785,12.3915381,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r001,22.73419961955214,4.639913710926695,45.22282527395235,24.4692231,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r012,18.329126663913804,3.898784798464208,36.0570934743495,19.487003700000002,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r015,18.329126663913804,3.840563593751074,36.0570934743495,19.095613200000003,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r020,18.329126663913804,3.901813029115147,36.0570934743495,19.507360900000002,False,True
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r050,18.329126663913804,3.8648313134269894,36.0570934743495,19.258752299999998,False,True
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r001,1.8215479194705912,1.7437226081574053,0.5117622742304396,0.7167079999999999,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r012,1.506037148211119,1.5343638658823784,0.3152229050503714,0.5149538999999999,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r015,1.506037148211119,1.5288433411004625,0.3152229050503714,0.5096338999999999,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r020,1.506037148211119,1.5166742158805366,0.3152229050503714,0.4979068,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r050,1.506037148211119,1.5245741698588684,0.3152229050503714,0.5055197999999999,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,1.5881129193862809,1.8637404772244628,0.36634990850366367,0.8323664,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,1.5881129193862809,1.8441650284094298,0.36634990850366367,0.813502,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r015,1.5881129193862809,1.8005555806331273,0.36634990850366367,0.7714766,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r020,1.5881129193862809,1.8074475199924456,0.36634990850366367,0.7781182,False,False
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,1.5881129193862809,1.8390724480673752,0.36634990850366367,0.8085944,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-r001,0.03635881533492707,0.0428980950574755,-238.3071468072768,-153.2628953,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-r012,0.03635881533492707,0.04299923582420783,-238.3071468072768,-153.2466994,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-r015,0.03635881533492707,0.043365865873560956,-238.3071468072768,-153.1879901,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-r020,0.03635881533492707,0.04323645410212534,-238.3071468072768,-153.2087131,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-r050,0.03635881533492707,0.04296316189481175,-238.3071468072768,-153.252476,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,0.04247449518436877,0.05798675447944269,-236.79474754612053,-150.84671409999999,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,0.04247449518436877,0.056954028185215624,-236.79474754612053,-151.01208689999999,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,0.04247449518436877,0.057972943396409,-236.79474754612053,-150.8489257,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,0.04247449518436877,0.05789521764859275,-236.79474754612053,-150.86137209999998,False,False
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,0.04247449518436877,0.05714876345681651,-236.79474754612053,-150.9809035,False,False
stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-r001,0.39276167749440843,0.3524926871317102,-290.9406160809366,-181.3250582,False,False
stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-r012,0.39276167749440843,0.35400746594957516,-290.9406160809366,-180.90086630000002,False,False
stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-r015,0.39276167749440843,0.353336092230797,-290.9406160809366,-181.08887480000004,False,False
stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-r020,0.39276167749440843,0.35359376345610466,-290.9406160809366,-181.01671770000002,False,False
