interval_id,call_index,vehicle,event,pricing_engine_used,time_seconds,exact_completed,early_negative_stop,generated_columns,returned_negative_columns,route_states,operation_states,pricing_state_stop_reason,pricing_label_dominance_mode,pricing_label_dominance_exact_safe,pricing_completion_bound_mode,pricing_route_skeleton_mode,pricing_operation_dp_dominance_enabled,best_reduced_cost
12,0,aggregate,aggregate_result_json,exact-label,30.0535115,False,False,0,0,4778482,0,pricing_time_limit,safe,True,basic,standard,True,-0.0088398618421
