interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
12,1,30.0535115,exact-label,exact-label,227393417,47574910,4778482,0,0,0,0,1082629,222022555,0,0,0,-0.0088398618421,0,not_run
