run_id,leaf_id,gamma_L,gamma_U,parent_id,split_depth,child_index,parent_child_coverage_valid,parent_replaced,initial_bound,final_bound,lower_bound_sources,screening_time,exact_solver_time,time_while_controlling,time_while_noncontrolling,attempt_count,cumulative_allocated_time,first_attempt_time,last_attempt_time,final_status,closure_source,instance_hash,model_fingerprint,formulation_profile,latest_checkpoint_sequence,checkpoint_acceptance_status,checkpoint_rejection_reason
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,1,0.2375,0.475,root,0,-1,true,false,0.826715,1.74931,gamma_floor|cheap_projection_bound|solver_final_fixed_interval_bound,0,8.7129,8.7129,0,1,30,0.0026068,8.7219,fathomed,solver_final_exact_closure,979308f70f2d4f3c,22cea6dcf4b3af97,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,2,0.475,0.7125,root,0,-1,true,false,1.06421,1.72967,gamma_floor|cheap_projection_bound|solver_final_fixed_interval_bound,0,1721.74,1721.74,0,6,1720.41,8.72191,1731,open,,979308f70f2d4f3c,3adaef2386c41c09,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,3,0.7125,0.95,root,0,-1,true,false,1.30171,1.74931,gamma_floor|cheap_projection_bound|solver_final_fixed_interval_bound,0,0.491065,0.491065,0,1,30,38.947,39.4476,fathomed,solver_final_exact_closure,979308f70f2d4f3c,3ddfedf15234d9d1,round17_static_no_callback_paper_safe,0,not_seen,not_seen
