variable,value
p_2_10,5.0435882754546091
p_2_11,5
p_2_12,2.0903102686153296
p_2_2,2.4115087143903362
p_2_3,0
p_2_4,0.5
p_2_5,0
p_2_6,0
p_2_7,0
p_2_8,0
p_2_9,1.3386585408119949
d_2_2,0
p_2_1,0
d_2_3,0
d_2_4,0.025873621567530758
d_2_5,0
d_2_6,0
d_2_7,0
d_2_8,9
d_2_9,0
d_2_10,7.3581921777047388
d_2_11,0
d_2_12,0
ord_0_1,0.27575717452882736
ord_0_2,0
ord_0_3,0
ord_0_4,0.47412637843246924
ord_0_5,1
ord_0_6,0
ord_0_7,0.67150552075518233
ord_0_8,0
ord_0_9,0.9295442873256845
ord_0_10,0.26715052354905194
ord_0_11,0
ord_0_12,0
ord_1_1,0.32849447924481767
ord_1_2,0.78077193505542397
ord_1_3,0.25
ord_1_4,0
ord_1_5,0
ord_1_6,2.4115087143903358
ord_1_7,0.32849447924481767
ord_1_8,0
ord_1_9,0
ord_1_10,0
ord_1_11,0
ord_1_12,5.2476328218364676
ord_2_1,0
ord_2_2,0.21922806494457603
ord_2_3,0
ord_2_4,5.4223660176405781
ord_2_5,0
ord_2_6,0
ord_2_7,0
ord_2_8,7.7654289592489327
ord_2_9,0.070455712674315496
ord_2_10,0.73284947645094811
ord_2_11,9.2491392178499403
ord_2_12,0.069677008953844322
mode_0_1,0.27575717452882736
load_0_1,1.9198177888233019
mode_0_2,0
load_0_2,0
mode_0_3,0
load_0_3,0
mode_0_4,0
load_0_4,14.223791352974077
mode_0_5,0
load_0_5,16.96495435008914
mode_0_6,0
load_0_6,0
mode_0_7,0.64912200339667625
load_0_7,0
mode_0_8,0
load_0_8,0
mode_0_9,0.24533376100989501
load_0_9,24.750131251073789
mode_0_10,0.077637320290722886
load_0_10,0
mode_0_11,0
load_0_11,0
mode_0_12,0
load_0_12,0
mode_1_1,0.0030539988749097324
load_1_1,0
mode_1_2,0
load_1_2,4.1653332339469458
mode_1_3,0
load_1_3,0
mode_1_4,0
load_1_4,0
mode_1_5,0
load_1_5,0
mode_1_6,0.4375
load_1_6,0
mode_1_7,0
load_1_7,0
mode_1_8,0
load_1_8,0
mode_1_9,0
load_1_9,0
mode_1_10,0
load_1_10,0
mode_1_11,0
load_1_11,0
mode_1_12,0.16365632437948902
load_1_12,0
mode_2_1,0
load_2_1,0
mode_2_2,0.21922806494457603
load_2_2,6.5768419483372806
mode_2_3,0
load_2_3,0
mode_2_4,0.055555555555555552
load_2_4,0
mode_2_5,0
load_2_5,0
mode_2_6,0
load_2_6,0
mode_2_7,0
load_2_7,0
mode_2_8,0.68965517241379315
load_2_8,0
mode_2_9,0.070455712674315524
load_2_9,0
mode_2_10,0.38796832888112376
load_2_10,0
mode_2_11,0.17241379310344829
load_2_11,2.790724353497481
mode_2_12,0.069677008953844322
load_2_12,0
zprod_1,0.67449442728643039
zprod_2,0.33189408326792613
zprod_3,0.6744944272864305
zprod_4,0.33189408326792613
zprod_5,0.33189408326792613
zprod_6,0.6744944272864305
zprod_7,0.6744944272864305
zprod_8,0.6744944272864305
zprod_9,0.33189408326792613
zprod_10,0.6744944272864305
zprod_11,0.6744944272864305
zprod_12,0.6744944272864305
r_max,0
r_min,0
