"instance","instance_scope","algorithm_preset","status","objective","lower_bound","upper_bound","gap","certified_original_problem","result_file"
,"smoke","paper-bpc-core","optimal","0","0","0","0","True","results\optimization_update_round16\raw\v4_paper_bpc_core.json"
,"smoke","paper-exact-portfolio","optimal","0","0","0","0","True","results\optimization_update_round16\raw\v4_paper_exact_portfolio.json"
,"smoke","paper-bpc-experimental","optimal","0","0","0","0","True","results\optimization_update_round16\raw\v4_paper_bpc_experimental.json"
,"smoke","diagnostic-large","diagnostic_complete","0.49","0","0.49","1","False","results\optimization_update_round16\raw\v4_diagnostic_large.json"
,"smoke","paper-bpc-core","optimal","0","0","0","0","True","results\optimization_update_round16\raw\v4_final_sanity.json"
,"regenerated_engineering","paper-bpc-core","gcap_frontier_not_closed","0.368581603155","0.33635724834","0.368581603155","0.0874280065495","False","results\optimization_update_round16\raw\v12_m1_paper_bpc_core.json"
,"regenerated_engineering","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.698710208326","0.719065249476","0.0283076412958","False","results\optimization_update_round16\raw\v12_m2_paper_bpc_core.json"
,"regenerated_engineering","paper-bpc-experimental","gcap_frontier_not_closed","0.368581603155","0.34429639777","0.368581603155","0.0658882732516","False","results\optimization_update_round16\raw\v12_m1_paper_bpc_experimental.json"
,"regenerated_engineering","paper-bpc-experimental","gcap_frontier_not_closed","0.719065249476","0.698710208326","0.719065249476","0.0283076412958","False","results\optimization_update_round16\raw\v12_m2_paper_bpc_experimental.json"
,"regenerated_engineering","paper-exact-portfolio","gcap_frontier_not_closed","0.368581603155","0.33740850783","0.368581603155","0.0845758308549","False","results\optimization_update_round16\raw\v12_m1_paper_exact_portfolio_bpc.json"
,"regenerated_engineering","paper-exact-portfolio","gcap_frontier_not_closed","0.719065249476","0.698710208326","0.719065249476","0.0283076412958","False","results\optimization_update_round16\raw\v12_m2_paper_exact_portfolio_bpc.json"
,"regenerated_engineering","paper-exact-portfolio","not_certified","0.357200583208","0.32151422501","0.357200583208","0.0999056549065","False","results\optimization_update_round16\raw\v12_m1_paper_exact_portfolio_compact.json"
,"regenerated_engineering","paper-exact-portfolio","not_certified","0.752394062701","0.57273513117","0.752394062701","0.238783026658","False","results\optimization_update_round16\raw\v12_m2_paper_exact_portfolio_compact.json"
,"regenerated_engineering","paper-bpc-core","gcap_frontier_not_closed","0.160763515679","0.160089160387","0.160763515679","0.00419470356217","False","results\optimization_update_round16\raw\v8_m2_paper_bpc_core.json"
,"regenerated_engineering","paper-bpc-core","gcap_frontier_not_closed","0.253798619218","0.199276278129","0.253798619218","0.214825207705","False","results\optimization_update_round16\raw\v10_m2_paper_bpc_core.json"
,"regenerated_engineering","paper-bpc-core","gcap_frontier_not_closed","0.693289533282","0.376378229256","0.693289533282","0.457112488813","False","results\optimization_update_round16\raw\v20_m2_paper_bpc_core.json"
,"diagnostic_large","diagnostic-large","diagnostic_complete","3.25947584043","0","3.25947584043","1","False","results\optimization_update_round16\raw\v50_diagnostic_large.json"
,"diagnostic_large","diagnostic-large","diagnostic_complete","6.62899864046","0","6.62899864046","1","False","results\optimization_update_round16\raw\v100_diagnostic_large.json"
