"file","instance","status","certified_original_problem","option_audit_consistent","gap","instance_scope","relaxed_rmp_certificate_valid","relaxed_rmp_pricing_closed","audit_failed","failure_reasons"
"external_incumbent_synthetic.json",,,,,,,,,"False",""
"v100_diagnostic_large.json",,"diagnostic_complete","False","True","1","diagnostic_large","False","False","False",""
"v10_m2_paper_bpc_core.json",,"gcap_frontier_not_closed","False","True","0.214825207705","regenerated_engineering","False","False","False",""
"v12_m1_paper_bpc_core.json",,"gcap_frontier_not_closed","False","True","0.0874280065495","regenerated_engineering","False","False","False",""
"v12_m1_paper_bpc_experimental.json",,"gcap_frontier_not_closed","False","True","0.0658882732516","regenerated_engineering","False","False","False",""
"v12_m1_paper_exact_portfolio_bpc.json",,"gcap_frontier_not_closed","False","True","0.0845758308549","regenerated_engineering","False","False","False",""
"v12_m1_paper_exact_portfolio_compact.json",,"not_certified","False","True","0.0999056549065","regenerated_engineering","False","False","False",""
"v12_m2_ablation_base_bpc.json",,"gcap_frontier_not_closed","False","True","0.5","regenerated_engineering","False","False","False",""
"v12_m2_ablation_experimental_two_track.json",,"gcap_frontier_not_closed","False","True","0.456789352998","regenerated_engineering","False","False","False",""
"v12_m2_ablation_full_paper_bpc_core.json",,"gcap_frontier_not_closed","False","True","0.456789352998","regenerated_engineering","False","False","False",""
"v12_m2_ablation_plus_branching.json",,"gcap_frontier_not_closed","False","True","0.456789352998","regenerated_engineering","False","False","False",""
"v12_m2_ablation_plus_dominance.json",,"gcap_frontier_not_closed","False","True","0.5","regenerated_engineering","False","False","False",""
"v12_m2_ablation_plus_movement_projection.json",,"gcap_frontier_not_closed","False","True","0.458320137824","regenerated_engineering","False","False","False",""
"v12_m2_ablation_plus_operation_budget.json",,"gcap_frontier_not_closed","False","True","0.456789352998","regenerated_engineering","False","False","False",""
"v12_m2_ablation_plus_vehicle_relaxation.json",,"gcap_frontier_not_closed","False","True","0.456789352998","regenerated_engineering","False","False","False",""
"v12_m2_option_consistency_twotrack.json",,"diagnostic_complete","False","True","1","regenerated_engineering","False","False","False",""
"v12_m2_option_consistency_twotrack_final.json",,"diagnostic_complete","False","True","1","regenerated_engineering","False","False","False",""
"v12_m2_paper_bpc_core.json",,"gcap_frontier_not_closed","False","True","0.0283076412958","regenerated_engineering","False","False","False",""
"v12_m2_paper_bpc_experimental.json",,"gcap_frontier_not_closed","False","True","0.0283076412958","regenerated_engineering","False","False","False",""
"v12_m2_paper_exact_portfolio_bpc.json",,"gcap_frontier_not_closed","False","True","0.0283076412958","regenerated_engineering","False","False","False",""
"v12_m2_paper_exact_portfolio_compact.json",,"not_certified","False","True","0.238783026658","regenerated_engineering","False","False","False",""
"v20_m2_paper_bpc_core.json",,"gcap_frontier_not_closed","False","True","0.457112488813","regenerated_engineering","False","False","False",""
"v4_adaptive-frontier-split-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_bpc-hybrid-pricing-test.json",,"gcap_cg_root_complete","False","True","0","smoke","True","True","False",""
"v4_branching.json",,"branching_diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_certificate-basis-test.json",,"diagnostic_passed","False","True","1","smoke","False","False","False",""
"v4_cg.json",,"cg_not_closed","False","True","0","smoke","False","False","False",""
"v4_cuts.json",,"cuts_diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_debug.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_debug_default_archive.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_diagnostic_large.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_dominance-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_dssr-exactness-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_dual-stabilization-test.json",,"pricing_complete","False","True","0","smoke","False","False","False",""
"v4_external-incumbent-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_final_sanity.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_frontier-relaxed-rmp-cg-test.json",,"optimal","False","True","0","smoke","True","True","False",""
"v4_gcap-cg.json",,"gcap_cg_root_complete","False","True","0","smoke","False","False","False",""
"v4_gcap-frontier.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_gcap-tree.json",,"gcap_tree_not_closed","False","True","0","smoke","False","False","False",""
"v4_incumbent-import-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_inventory-branching-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_iterative-closure-test.json",,"diagnostic_passed","False","True","0.959183673469","smoke","False","False","False",""
"v4_large-instance-mode-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_large-lb-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_large-relaxed-rmp-cg-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_large-relaxed-rmp-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_master.json",,"restricted_master_complete","False","True","0","smoke","False","False","False",""
"v4_ng-dssr-pricing-test.json",,"pricing_complete","False","True","0","smoke","False","False","False",""
"v4_ng-relaxed-closure-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_non-elementary-relaxed-column-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_operation-mode-branching-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_option-consistency-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_option_consistency_twotrack.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_paper_bpc_core.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_paper_bpc_experimental.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_paper_exact_portfolio.json",,"optimal","True","True","0","smoke","False","False","False",""
"v4_pickup-drop-compat-flow-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_pickup-drop-transfer-cap-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_pricing-branch.json",,"restricted_pricing_complete","False","True","0","smoke","False","False","False",""
"v4_pricing-closure-audit-test.json",,"diagnostic_passed","False","True","1","smoke","False","False","False",""
"v4_pricing-verifier-test.json",,"diagnostic_passed","False","True","0","smoke","False","False","False",""
"v4_pricing.json",,"pricing_complete","False","True","0","smoke","False","False","False",""
"v4_projection-safe-relaxed-column-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_relaxed-column-incumbent-safety-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_relaxed-pricing-closure-test.json",,"pricing_complete","False","True","0","smoke","False","False","False",""
"v4_relaxed-rmp-cg-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_relaxed-rmp-test.json",,"gcap_cg_root_complete","False","True","0","smoke","True","True","False",""
"v4_resume-state-test.json",,"diagnostic_passed","False","True","1","smoke","False","False","False",""
"v4_route-mask-operation-budget-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_route-mask-support-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_route-pool-incumbent-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_station-set-test.json",,"diagnostic_complete","False","True","1","smoke","False","False","False",""
"v4_support-pruning-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_two-track-column-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_vehicle-indexed-relaxation-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v4_vehicle-indexed-transfer-flow-test.json",,"diagnostic_complete","False","True","0","smoke","False","False","False",""
"v50_diagnostic_large.json",,"diagnostic_complete","False","True","1","diagnostic_large","False","False","False",""
"v8_m2_paper_bpc_core.json",,"gcap_frontier_not_closed","False","True","0.00419470356217","regenerated_engineering","False","False","False",""
