leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.038485115501984357,0,1e+100,empty,1,1,0,0.11754996384998385,0,1,0,0,"c6_native_target_phase_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound"
L1,"",0,-1,0.038485115501984357,0.076970231003968714,0.038485115501984357,0.14544139472291839,replaced,1,1,0,0.11849893164089166,0,1,1,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound"
L2,"",0,-1,0.076970231003968714,0.11545534650595307,0.076970231003968714,0.14747072795239802,replaced,1,1,0,0.14358980098770613,0,1,1,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound"
L3,"",0,-1,0.11545534650595307,0.15394046200793743,0.11545534650595307,0.15394046200793743,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1.0,"L1",1,0,0.038485115501984357,0.057727673252976536,0.14544139472291839,0.15394046200793743,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1,"L1",1,1,0.057727673252976536,0.076970231003968714,0.14544139472291839,0.14761226264576691,replaced,1,1,0,0.13265028720639616,0,1,1,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L2.0,"L2",1,0,0.076970231003968714,0.096212788754960893,0.14747072795239802,0.1539404620079374,closed,1,1,0,0.14566450591106131,1,1,1,0,"native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L2.1,"L2",1,1,0.096212788754960893,0.11545534650595307,0.14747072795239802,0.15394046200793743,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.0,"L1.1",2,0,0.057727673252976536,0.067348952128472625,0.14761226264576691,0.15394046200793743,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1,"L1.1",2,1,0.067348952128472625,0.076970231003968714,0.14761226264576691,1e+100,empty,1,1,0,0.14005784806403679,0,1,0,0,"c6_native_target_phase_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
