variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
baseline_v12_m2_1200,1200,7,0,aggregate,1,5,0,5,0,0,0,0,0,0,0,5,0,5,2,-0.00996034565484
baseline_v12_m2_1200,1200,7,0,aggregate,2,46,0,46,0,0,0,0,0,0,0,810,0,46,32,-0.0530105854465
baseline_v12_m2_1200,1200,7,0,aggregate,3,453,0,453,0,0,0,0,0,0,0,52503,27983,453,379,-0.0613254508756
baseline_v12_m2_1200,1200,7,0,aggregate,4,4077,0,4077,0,0,0,0,0,0,0,1008135,355414,4077,3637,-0.0576471219259
baseline_v12_m2_1200,1200,7,0,aggregate,5,32615,0,32615,0,0,0,0,0,0,0,10711468,2506380,32615,29991,-0.0564568881918
baseline_v12_m2_1200,1200,7,0,aggregate,6,228299,0,228299,0,0,0,0,0,0,0,78098634,13197459,228299,209724,-0.053678362553
baseline_v12_m2_1200,1200,7,0,aggregate,7,1369790,0,1369790,0,0,0,0,0,0,0,410736882,54618331,1364894,1067852,-0.051300594577
baseline_v12_m2_1200,1200,7,0,aggregate,8,6844586,0,6844586,4361,0,0,0,0,0,0,1507136006,171472419,6489162,3089860,-0.0477524557739
baseline_v12_m2_1200,1200,7,0,aggregate,9,26958800,0,26958800,419543,0,0,0,0,0,0,3533062343,369728736,17261450,3999335,-0.0437922538481
baseline_v12_m2_1200,1200,7,0,aggregate,10,72733998,0,72733998,8142402,0,0,0,0,0,0,4677853989,476391455,24503623,2002727,-0.0374640724201
baseline_v12_m2_1200,1200,7,0,aggregate,11,102691013,0,102691013,42776982,0,0,0,0,0,0,3037918634,308057577,7586817,253107,-0.0251723618965
baseline_v12_m2_1200,1200,7,0,aggregate,12,50315616,0,50315616,52375397,0,0,0,0,0,0,726525615,73252048,1160722,209,-0.00598053477427
