variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,operation_states_generated,operation_states_pruned
baseline_v12_m2_1200,1200,7,0,aggregate,1,5,0
baseline_v12_m2_1200,1200,7,0,aggregate,2,810,0
baseline_v12_m2_1200,1200,7,0,aggregate,3,52503,27983
baseline_v12_m2_1200,1200,7,0,aggregate,4,1008135,355414
baseline_v12_m2_1200,1200,7,0,aggregate,5,10711468,2506380
baseline_v12_m2_1200,1200,7,0,aggregate,6,78098634,13197459
baseline_v12_m2_1200,1200,7,0,aggregate,7,410736882,54618331
baseline_v12_m2_1200,1200,7,0,aggregate,8,1507136006,171472419
baseline_v12_m2_1200,1200,7,0,aggregate,9,3533062343,369728736
baseline_v12_m2_1200,1200,7,0,aggregate,10,4677853989,476391455
baseline_v12_m2_1200,1200,7,0,aggregate,11,3037918634,308057577
baseline_v12_m2_1200,1200,7,0,aggregate,12,726525615,73252048
