vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,10,24,7,0,0,7,1140.1626179432908,420.0,9
0,2,10,24,46,7,0,7,14,315.0330999356452,420.0,9
0,3,24,46,21,13,0,14,27,997.447433691084,780.0,25
0,4,46,21,32,0,21,27,6,2053.2166761766534,1260.0,33
0,5,21,32,28,0,6,6,0,535.3041922714087,360.0,6
0,6,32,28,14,8,0,0,8,1425.0218553425966,480.0,11
0,7,28,14,6,10,0,8,18,287.1437251660713,600.0,13
0,8,14,6,11,9,0,18,27,497.7505194755857,540.0,13
0,9,6,11,44,0,11,27,16,1923.103427743681,660.0,16
0,10,11,44,25,0,9,16,7,198.14994466052312,540.0,15
0,11,44,25,0,0,7,7,0,233.6276031960224,420.0,9
1,1,0,38,29,12,0,0,12,699.7731461237862,720.0,14
1,2,38,29,31,6,0,12,18,345.63352237224984,360.0,8
1,3,29,31,2,6,0,18,24,916.1998049222462,360.0,8
1,4,31,2,26,0,6,24,18,707.114177654642,360.0,8
1,5,2,26,36,0,8,18,10,1301.3722338785026,480.0,14
1,6,26,36,37,12,0,10,22,747.7265671902102,720.0,15
1,7,36,37,16,0,5,22,17,389.44051145410236,300.0,9
1,8,37,16,22,8,0,17,25,234.5540273703134,480.0,10
1,9,16,22,19,0,17,25,8,1361.9145562955373,1020.0,28
1,10,22,19,41,13,0,8,21,820.9782828795902,780.0,27
1,11,19,41,5,0,7,21,14,1681.4186469688232,420.0,9
1,12,41,5,43,6,0,14,20,659.3166307238303,360.0,7
1,13,5,43,0,0,20,20,0,234.13217315790948,1200.0,33
2,1,0,40,17,8,0,0,8,670.8709713525145,480.0,10
2,2,40,17,13,0,7,8,1,506.70719151271936,420.0,10
2,3,17,13,30,7,0,1,8,1081.330582898319,420.0,9
2,4,13,30,4,7,0,8,15,714.1566844501716,420.0,10
2,5,30,4,9,0,9,15,6,905.0663401499419,540.0,12
2,6,4,9,8,8,0,6,14,649.8999464717821,480.0,11
2,7,9,8,15,0,10,14,4,1291.811441553231,600.0,14
2,8,8,15,45,13,0,4,17,484.7918372107768,780.0,17
2,9,15,45,33,0,5,17,12,228.87162820648072,300.0,8
2,10,45,33,49,0,7,12,5,460.8148023104405,420.0,8
2,11,33,49,27,6,0,5,11,455.36983331396414,360.0,8
2,12,49,27,3,7,0,11,18,338.94840198941216,420.0,10
2,13,27,3,23,0,10,18,8,1101.2546881744227,600.0,13
2,14,3,23,0,0,8,8,0,1168.5779745794964,480.0,14
3,1,0,35,1,15,0,0,15,876.0874635071685,900.0,27
3,2,35,1,50,12,0,15,27,252.04181670690514,720.0,17
3,3,1,50,7,0,16,27,11,919.3581877405841,960.0,25
3,4,50,7,39,0,5,11,6,2357.7629611200005,300.0,9
3,5,7,39,42,0,6,6,0,804.919794469614,360.0,10
3,6,39,42,12,7,0,0,7,560.0893659191199,420.0,9
3,7,42,12,48,6,0,7,13,781.4401695360394,360.0,9
3,8,12,48,34,15,0,13,28,1340.6488593446431,900.0,30
3,9,48,34,20,0,7,28,21,2306.3179450575517,420.0,8
3,10,34,20,47,0,5,21,16,332.07939193851377,300.0,7
3,11,20,47,18,0,7,16,9,359.5184407477555,420.0,8
3,12,47,18,0,0,9,9,0,354.7032723720547,540.0,15
