run_id,instance,decision_sequence,interval_id,parent_rows,parent_columns,parent_nonzeros,left_rows,left_columns,left_nonzeros,right_rows,right_columns,right_nonzeros,additional_models_built,additional_lp_queries,additional_mip_queries
"stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AMF","round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt",1,"L0",16421,1404,166961,16421,1404,166961,16421,1404,167107,0,0,0
