instance_id,diagnostic_role,arm,root_lp_bound,route_phi,visit_phi,inventory_bit_phi,selector_phi,original_mccormick_ambiguity,segmented_mccormick_ambiguity
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,st-k2-i,0,7.052521968346569,5.707444556925022,7.453125,0,0,0
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,st-k2-p-core,0,5.759112392607351,4.9418328668531455,6.61328125,0,0,0
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,st-k2-p-extended,0,4.149040443343833,3.535561141037556,7.234375,0,0,0
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,st-k2-i,0.011299500847048394,10.477086966558414,7.222415095234591,44.45717033959367,0,0.16748690241333214,0
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,st-k2-p-core,0.011299500847048411,11.104235875244868,7.56411913029307,52.2196206143275,0,0.19612970163318455,0.19034723716816862
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,st-k2-p-extended,0.011299500847048484,8.80760971560278,5.948079620201525,52.21962061432798,0,0.1961297016331877,0.19034723716817095
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-i,0.5170475184740035,5.854660170832336,4.614973968021452,25.304163616792962,0,3.53949996577411,0
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-core,0.5170475184740034,5.854660170832337,4.614973968021452,25.758809494164293,0,3.529460674338602,3.4276966351222318
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-extended,0.5170475184740037,5.854660170832339,4.614973968021455,26.064693285256553,0,3.529460674338602,3.434600843034001
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-i,0.5068130024457618,5.558948454284149,4.578746607364106,28.720208709032292,0,3.864478982700495,0
