run_id,instance_id,diagnostic_role,arm,solve,process_cap_seconds,executable_sha256,return_code,watchdog_timeout,status,objective,valid_lower_bound,verified_upper_bound,relative_gap,strict_certificate,original_problem_verifier_passed,parameter_roundtrip_valid,hga_startup_seconds,exact_phase_seconds,total_process_seconds,solver_work,solver_nodes,independent_integer_proof_jobs,one_native_mip_job,model_sha256,model_variables,model_linear_constraints,model_nonzeros,model_general_constraints,accepted_outcome,false_certificate
static__round39_small_hard_V10_M1_Q20_slot01_seed561355351__st-k2-i__mip,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-i,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.8585174613256055,0.8585174613256084,0.8585174613256055,0.0,True,True,True,0.3382664,0.8326139000000001,1.1736721,0.6429777734428477,1.0,1,True,10e91af67590693cec710a510963089d02685462a5166929b27bcb5e75dbc223,477,2550,16712,914,True,False
static__round39_small_hard_V10_M1_Q20_slot01_seed561355351__st-k2-i__root-lp,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.8585174613256055,0.5170475184740035,0.8585174613256055,0.3977437364224959,False,True,True,0.3947044,0.14055469999999998,0.5381906,0.11557647172921486,1.0,0,False,10e91af67590693cec710a510963089d02685462a5166929b27bcb5e75dbc223,477,2550,16712,914,True,False
static__round39_small_hard_V10_M1_Q20_slot01_seed561355351__st-k2-p-core__mip,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-core,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.8585174613256055,0.8585174613256072,0.8585174613256055,0.0,True,True,True,0.346252,0.6345707,0.9836775,0.5073573214435362,1.0,1,True,5c600751e9ca9e7dc326c8a8400650c0f7acca32cf29a6c63ad70b47c3280d6b,691,3403,18895,490,True,False
static__round39_small_hard_V10_M1_Q20_slot01_seed561355351__st-k2-p-core__root-lp,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.8585174613256055,0.5170475184740034,0.8585174613256055,0.397743736422496,False,True,True,0.3627333,0.13686769999999998,0.5126706,0.10736485179241657,1.0,0,False,5c600751e9ca9e7dc326c8a8400650c0f7acca32cf29a6c63ad70b47c3280d6b,691,3403,18895,490,True,False
static__round39_small_hard_V10_M1_Q20_slot01_seed561355351__st-k2-p-extended__mip,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-extended,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.8585174613256055,0.8585174613256101,0.8585174613256055,0.0,True,True,True,0.3392005,0.7384294999999998,1.0810615,0.610600017312595,1.0,1,True,22f70e36264b29752be9d8d9d80d95dc4064c92fc0f2bae3623c974ac14f0147,699,3448,19325,472,True,False
static__round39_small_hard_V10_M1_Q20_slot01_seed561355351__st-k2-p-extended__root-lp,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.8585174613256055,0.5170475184740037,0.8585174613256055,0.3977437364224958,False,True,True,0.3642832,0.15071559999999995,0.5180149,0.12231638896732044,1.0,0,False,22f70e36264b29752be9d8d9d80d95dc4064c92fc0f2bae3623c974ac14f0147,699,3448,19325,472,True,False
static__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__st-k2-i__mip,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-i,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.921663128891689,0.9216631288916928,0.921663128891689,0.0,True,True,True,0.2549406,0.7805945,1.0383574,0.8278271000982745,25.0,1,True,dc2e33992b6865a594e8e6227bf679071e26afcaf4e0c5a3f4ceb9a72935893d,483,2571,16628,938,True,False
static__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__st-k2-i__root-lp,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.921663128891689,0.5068130024457618,0.921663128891689,0.4501103640163945,False,True,True,0.2736954,0.12088869999999996,0.3976087,0.0665009607838303,1.0,0,False,dc2e33992b6865a594e8e6227bf679071e26afcaf4e0c5a3f4ceb9a72935893d,483,2571,16628,938,True,False
static__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__st-k2-p-core__mip,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-p-core,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.921663128891689,0.9216631288916934,0.921663128891689,0.0,True,True,True,0.2810972,1.3121532,1.5962664,1.136359323864854,1.0,1,True,d67c8271129f33d3dc16bc1adf2817363c8779841c2545d337cccc0d40bbec83,709,3472,18934,490,True,False
static__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__st-k2-p-core__root-lp,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.921663128891689,0.5068130024457618,0.921663128891689,0.4501103640163945,False,True,True,0.2985565,0.11816209999999999,0.4198191,0.07967560205476537,1.0,0,False,d67c8271129f33d3dc16bc1adf2817363c8779841c2545d337cccc0d40bbec83,709,3472,18934,490,True,False
static__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__st-k2-p-extended__mip,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-p-extended,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.921663128891689,0.9216631288916965,0.921663128891689,0.0,True,True,True,0.2821406,1.1267209999999999,1.4116772,1.0053336168796814,1.0,1,True,27b6141e7912bc268703d70b073230a716aa67bb95233e9888259bd2f2fb66ee,717,3517,19364,472,True,False
static__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__st-k2-p-extended__root-lp,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.921663128891689,0.5068130024457618,0.921663128891689,0.4501103640163945,False,True,True,0.2608627,0.113091,0.3768465,0.07543366935708695,1.0,0,False,27b6141e7912bc268703d70b073230a716aa67bb95233e9888259bd2f2fb66ee,717,3517,19364,472,True,False
static__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__st-k2-i__mip,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-i,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.5045438521642074,0.5045438521642152,0.5045438521642074,0.0,True,True,True,0.853762,10.4622617,11.3200397,16.169337348228943,1519.0,1,True,c97f5629e4e61f91d67428e37da25840f2a7f7dbbc69ba49a4fce6567e855bce,1041,6012,43069,930,True,False
static__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__st-k2-i__root-lp,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.5045438521642074,0.15858790015822435,0.5045438521642074,0.6856806410820941,False,True,True,0.9891908,0.18514160000000002,1.1780773,0.1789029542958707,1.0,0,False,c97f5629e4e61f91d67428e37da25840f2a7f7dbbc69ba49a4fce6567e855bce,1041,6012,43069,930,True,False
static__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__st-k2-p-core__mip,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-p-core,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.5045438521642074,0.5045438521642073,0.5045438521642074,2.2004490191743066e-16,True,True,True,0.871784,7.9472802,8.8224737,11.27574289153087,703.0,1,True,439e4aa5ff0fff49ad2614397cb235d76ed37c7bc3f4775dde639d51585066d1,1263,6897,45334,490,True,False
static__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__st-k2-p-core__root-lp,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.5045438521642074,0.15858790015822435,0.5045438521642074,0.6856806410820941,False,True,True,0.9738938,0.20229129999999995,1.1802673,0.19242124793947774,1.0,0,False,439e4aa5ff0fff49ad2614397cb235d76ed37c7bc3f4775dde639d51585066d1,1263,6897,45334,490,True,False
static__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__st-k2-p-extended__mip,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-p-extended,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.5045438521642074,0.5045438521642069,0.5045438521642074,8.801796076697226e-16,True,True,True,0.8772501,11.363408300000001,12.2445508,17.917542613426953,1446.0,1,True,1a6fc06f5ba8f321b313daa4c0aee980e1d77a5a80e104708ca62bcfb534347d,1271,6942,45764,472,True,False
static__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__st-k2-p-extended__root-lp,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.5045438521642074,0.15858790015822435,0.5045438521642074,0.6856806410820941,False,True,True,1.0340088,0.20095989999999997,1.2406046,0.18760205800365992,1.0,0,False,1a6fc06f5ba8f321b313daa4c0aee980e1d77a5a80e104708ca62bcfb534347d,1271,6942,45764,472,True,False
static__round39_small_hard_V12_M3_Q20_slot07_seed621538683__st-k2-i__mip,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-i,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.6471164334555021,0.6471164334555016,0.6471164334555021,6.862585879309148e-16,True,True,True,2.2181665,94.25331320000001,96.4772123,194.317538537541,3601.0,1,True,6691afc2ca47bdb14280e58be1e2929dfab5d642fce81fd21e9234643940f075,1406,16452,166791,1240,True,False
static__round39_small_hard_V12_M3_Q20_slot07_seed621538683__st-k2-i__root-lp,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.6471164334555021,0.051828010205628154,0.6471164334555021,0.9199092968032437,False,True,True,2.3151161,0.9174691000000004,3.2389659,1.6433264577141828,1.0,0,False,6691afc2ca47bdb14280e58be1e2929dfab5d642fce81fd21e9234643940f075,1406,16452,166791,1240,True,False
static__round39_small_hard_V12_M3_Q20_slot07_seed621538683__st-k2-p-core__mip,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-p-core,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_failed,0.6471164334555021,0.6471162088398058,0.6471164334555021,3.471024450197462e-07,False,True,True,2.1677055,82.0921998,84.2676284,161.62866410135618,3158.0,1,True,7cf2305e8826ec6678222d6e4ca53f72abec9c490b097e28e1843380811255cb,1676,17529,169548,704,True,False
static__round39_small_hard_V12_M3_Q20_slot07_seed621538683__st-k2-p-core__root-lp,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.6471164334555021,0.0518280102056287,0.6471164334555021,0.9199092968032428,False,True,True,2.3072853,0.8962438000000001,3.2101625,1.7882153337873372,1.0,0,False,7cf2305e8826ec6678222d6e4ca53f72abec9c490b097e28e1843380811255cb,1676,17529,169548,704,True,False
static__round39_small_hard_V12_M3_Q20_slot07_seed621538683__st-k2-p-extended__mip,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-p-extended,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.6471164334555021,0.6471163401181739,0.6471164334555021,1.4423575630943157e-07,True,True,True,2.2043152,82.0205164,84.2305317,162.97709858505132,3138.0,1,True,68de3f7044404283753b47aa722a250f9403eebd2f960445e16bdddbbfe1eea7,1684,17574,170103,686,True,False
static__round39_small_hard_V12_M3_Q20_slot07_seed621538683__st-k2-p-extended__root-lp,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.6471164334555021,0.05182801020562813,0.6471164334555021,0.9199092968032437,False,True,True,2.3608748,0.9035503,3.2705088,1.7434252989590042,1.0,0,False,68de3f7044404283753b47aa722a250f9403eebd2f960445e16bdddbbfe1eea7,1684,17574,170103,686,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-i__mip,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-i,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.506343307565206,0.5063433052818992,0.506343307565206,4.509404453001972e-09,True,True,True,2.0150418,175.4527512,177.472519,313.3280543790362,16879.0,1,True,e4f7b189f5bc930f984bfc6312a542d22984e8022c141abeebe81e30554ba09b,1406,16452,167088,1240,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-i__root-lp,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.506422789224163,0.09394825539359317,0.506422789224163,0.8144865172092247,False,True,True,2.1454811,1.2687342,3.4203459,2.158126461410085,1.0,0,False,e4f7b189f5bc930f984bfc6312a542d22984e8022c141abeebe81e30554ba09b,1406,16452,167088,1240,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-core__mip,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-core,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.506343307565206,0.5063432382208081,0.506343307565206,1.3695134675320065e-07,True,True,True,2.0158462,98.2252856,100.2454635,183.29575396677566,11378.0,1,True,1693154241130c30f9715276f1ba5af8435f0d27991a51aa498f59ba5391f722,1676,17529,169845,704,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-core__root-lp,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.506422789224163,0.09399500766227341,0.506422789224163,0.8143941985583364,False,True,True,2.2037497,1.0329099,3.241379,1.7880537381544872,1.0,0,False,1693154241130c30f9715276f1ba5af8435f0d27991a51aa498f59ba5391f722,1676,17529,169845,704,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-extended__mip,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-extended,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_failed,0.506343307565206,0.5063431743362785,0.506343307565206,2.631197558164045e-07,False,True,True,2.0072006,112.4959408,114.5074463,208.75365061752328,11094.0,1,True,b1f2ac20b9e8aa505934d96bcb468166baf4ce93a0cd3f2ac82fc61970272815,1684,17574,170400,686,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-extended__root-lp,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.506422789224163,0.09394825539359321,0.506422789224163,0.8144865172092247,False,True,True,2.1260128,0.9768186000000001,3.1079734,1.9952600504932174,1.0,0,False,b1f2ac20b9e8aa505934d96bcb468166baf4ce93a0cd3f2ac82fc61970272815,1684,17574,170400,686,True,False
static__round39_small_medium_V10_M2_Q20_slot05_seed968549317__st-k2-i__mip,round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-i,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.1215256536747018,0.12152565367470117,0.1215256536747018,5.253032753629675e-15,True,True,True,1.2772552,24.2655959,25.5470317,44.20974000735532,2411.0,1,True,67d8d18755dd557d45c3627e405f748ca5d936bc497f30e726170111f32caa25,769,4316,30669,965,True,False
static__round39_small_medium_V10_M2_Q20_slot05_seed968549317__st-k2-i__root-lp,round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.13561306168269485,0.03729522289039283,0.13561306168269485,0.7249879736683804,False,True,True,1.408126,0.19910830000000002,1.6114484,0.24217959466722505,1.0,0,False,67d8d18755dd557d45c3627e405f748ca5d936bc497f30e726170111f32caa25,769,4316,30669,965,True,False
static__round39_small_medium_V10_M2_Q20_slot05_seed968549317__st-k2-p-core__mip,round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-p-core,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.1215256536747018,0.1215256318359085,0.1215256536747018,1.7970521154314959e-07,True,True,True,1.2591421,67.7987306,69.0621538,137.18979775347978,7422.0,1,True,5c1b2a412c3ba8e69c40e9de2d5d986a454946769adcf8bc92c4c4c02be3616e,1007,5265,33098,493,True,False
static__round39_small_medium_V10_M2_Q20_slot05_seed968549317__st-k2-p-core__root-lp,round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.13561306168269485,0.03729522289039283,0.13561306168269485,0.7249879736683804,False,True,True,1.4194022,0.22496889999999992,1.6494004,0.2628293958703398,1.0,0,False,5c1b2a412c3ba8e69c40e9de2d5d986a454946769adcf8bc92c4c4c02be3616e,1007,5265,33098,493,True,False
static__round39_small_medium_V10_M2_Q20_slot05_seed968549317__st-k2-p-extended__mip,round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-p-extended,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.1215256536747018,0.12152563424455379,0.1215256536747018,1.598851553624812e-07,True,True,True,1.2837549,25.4872306,26.7756619,46.66539055364968,2211.0,1,True,0a15363903ae4a091a2c964a9f5262b6201adc2cf09cc4dde4d8146fbd364e05,1015,5310,33514,475,True,False
static__round39_small_medium_V10_M2_Q20_slot05_seed968549317__st-k2-p-extended__root-lp,round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.13561306168269485,0.03729522289039283,0.13561306168269485,0.7249879736683804,False,True,True,1.4153996,0.2001987999999999,1.6197362,0.26732363245940816,1.0,0,False,0a15363903ae4a091a2c964a9f5262b6201adc2cf09cc4dde4d8146fbd364e05,1015,5310,33514,475,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-i__mip,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-i,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_time_limit,0.04505416158053462,0.043589007168930924,0.04505416158053462,0.0325198463406033,False,True,True,2.2282469,1777.8517502,1780.0848011,3897.9646029611904,35091.0,1,True,d2bdf315b15a9025e82e9c63c28293fc4aed815847a444621a62eff8b7808c30,1408,16461,167669,1256,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-i__root-lp,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.049468682614419446,0.024872307366954467,0.049468682614419446,0.49721104237159275,False,True,True,2.3253628,1.5763882000000002,3.9073571,2.269228157175836,3.0,0,False,d2bdf315b15a9025e82e9c63c28293fc4aed815847a444621a62eff8b7808c30,1408,16461,167669,1256,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-core__mip,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-core,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.04500155005562836,0.04500151340415274,0.04500155005562836,8.144491817075234e-07,True,True,True,2.173953,760.8008438,762.979409,1738.4051548458615,17047.0,1,True,98bbf2251e0cea65298748de77af31afc3ebc806184f6425870b0657c847ff79,1682,17554,170467,712,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-core__root-lp,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.049468682614419446,0.024872307366954463,0.049468682614419446,0.4972110423715928,False,True,True,2.4352631,1.0480507000000001,3.4888949,1.4596091061289527,1.0,0,False,98bbf2251e0cea65298748de77af31afc3ebc806184f6425870b0657c847ff79,1682,17554,170467,712,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-extended__mip,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-extended,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.04500155005562836,0.04500148335495725,0.04500155005562836,1.4821860807455149e-06,True,True,True,2.1627617,1584.9658347,1587.1336991,3616.2259028113867,46443.0,1,True,6c91ce7a6564853d6ee25db6e63b3e1bddbea4bffd5c04571a57e7cb9b1fdad3,1690,17599,171008,694,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-extended__root-lp,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.049468682614419446,0.024872307366954456,0.049468682614419446,0.4972110423715929,False,True,True,2.3584131,0.9967297999999998,3.3599145,1.4537019709201675,1.0,0,False,6c91ce7a6564853d6ee25db6e63b3e1bddbea4bffd5c04571a57e7cb9b1fdad3,1690,17599,171008,694,True,False
static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k2-i__mip,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-i,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.023397909764811306,0.02339790976481149,0.023397909764811306,0.0,True,True,True,1.1308635,1.6085368000000002,2.7438595,1.9662716182645767,253.0,1,True,d428a86d42720800d189c30539a458796894f9ac06bd6d86d0b86ef150d3975b,730,2740,14619,679,True,False
static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k2-i__root-lp,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.023397909764811306,0.008227712564204442,0.023397909764811306,0.6483569409871688,False,True,True,1.2487003,0.15269080000000002,1.4058662,0.12543611892252696,1.0,0,False,d428a86d42720800d189c30539a458796894f9ac06bd6d86d0b86ef150d3975b,730,2740,14619,679,True,False
static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k2-p-core__mip,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-p-core,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.023397909764811306,0.023397909764811348,0.023397909764811306,0.0,True,True,True,1.2041505,1.8160472999999997,3.0243358,2.2881390457967505,439.0,1,True,5cafb2bccd4d0261d67561d0cb96bcb8acbc640112b78707166a5a81651f346f,908,3449,16433,327,True,False
static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k2-p-core__root-lp,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.023397909764811306,0.008227712564204445,0.023397909764811306,0.6483569409871687,False,True,True,1.2578739,0.1469965999999998,1.4103639,0.13135305633004452,1.0,0,False,5cafb2bccd4d0261d67561d0cb96bcb8acbc640112b78707166a5a81651f346f,908,3449,16433,327,True,False
static__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__st-k2-p-extended__mip,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-p-extended,mip,900.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.023397909764811306,0.023397909764805,0.023397909764811306,2.6957342010685104e-13,True,True,True,1.0934403,2.1404411000000003,3.2381552,2.7819481840524682,602.0,1,True,24dec6b535327948b8cbb6c3a070e4c49a53df538aee6d2cb3b6236032e8fb2c,916,3494,16744,309,True,False
