round_id,audit,phase,serial_order,run_id,instance_id,instance_sha256,difficulty_stratum,V,M,Q,arm,experimental_flags,gurobi_presolve,process_cap_seconds,watchdog_seconds
41,pre_default_c6_equivalence,pre,1,pre_default_equivalence__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__implicit,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,small-easy,10,1,30,C6-IMPLICIT-DEFAULT,omitted,-1,300.0,330.0
41,pre_default_c6_equivalence,pre,2,pre_default_equivalence__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__explicit_off,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,small-easy,10,1,30,C6-EXPLICIT-OFF,off,-1,300.0,330.0
41,pre_default_c6_equivalence,pre,3,pre_default_equivalence__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__implicit,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,small-medium,8,3,30,C6-IMPLICIT-DEFAULT,omitted,-1,300.0,330.0
41,pre_default_c6_equivalence,pre,4,pre_default_equivalence__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__explicit_off,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,small-medium,8,3,30,C6-EXPLICIT-OFF,off,-1,300.0,330.0
41,pre_default_c6_equivalence,pre,5,pre_default_equivalence__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__implicit,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,small-easy,12,3,30,C6-IMPLICIT-DEFAULT,omitted,-1,300.0,330.0
41,pre_default_c6_equivalence,pre,6,pre_default_equivalence__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__explicit_off,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,small-easy,12,3,30,C6-EXPLICIT-OFF,off,-1,300.0,330.0
