instance_id,diagnostic_role,arm,k1_root_lp_bound,external_k2_disjunctive_bound,candidate_root_lp_bound,positive_denominator,strength_capture
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,st-k2-i,0.0,0.0,0.0,False,
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,st-k2-p-core,0.0,0.0,0.0,False,
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,easy_p_grb_win,st-k2-p-extended,0.0,0.0,0.0,False,
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,st-k2-i,0.010498080262726556,0.011299500847048415,0.011299500847048394,True,0.999999999999974
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,st-k2-p-core,0.010498080262726556,0.011299500847048415,0.011299500847048411,True,0.9999999999999957
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,largest_easy_p_grb_win,st-k2-p-extended,0.010498080262726556,0.011299500847048415,0.011299500847048484,True,1.0000000000000866
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-i,0.5007539094489198,0.5170475184740035,0.5170475184740035,True,1.0
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-core,0.5007539094489198,0.5170475184740035,0.5170475184740034,True,0.9999999999999932
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win,st-k2-p-extended,0.5007539094489198,0.5170475184740035,0.5170475184740037,True,1.0000000000000069
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-i,0.5026571225758326,0.5068130024457618,0.5068130024457618,True,1.0
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-p-core,0.5026571225758326,0.5068130024457618,0.5068130024457618,True,1.0
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,hard_p_grb_win,st-k2-p-extended,0.5026571225758326,0.5068130024457618,0.5068130024457618,True,1.0
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-i,0.1585879001582244,0.1585879001582244,0.15858790015822435,False,
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-p-core,0.1585879001582244,0.1585879001582244,0.15858790015822435,False,
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,additional_hard_c6_win,st-k2-p-extended,0.1585879001582244,0.1585879001582244,0.15858790015822435,False,
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-i,0.05182801020562818,0.05182801020562822,0.051828010205628154,False,
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-p-core,0.05182801020562818,0.05182801020562822,0.0518280102056287,False,
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,st-k2-p-extended,0.05182801020562818,0.05182801020562822,0.05182801020562813,False,
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-i,0.09394825539359326,0.09394825539359326,0.09394825539359317,False,
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-core,0.09394825539359326,0.09394825539359326,0.09399500766227341,False,
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-extended,0.09394825539359326,0.09394825539359326,0.09394825539359321,False,
round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-i,0.03534687444018795,0.037295222890392894,0.03729522289039283,True,0.9999999999999679
round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-p-core,0.03534687444018795,0.037295222890392894,0.03729522289039283,True,0.9999999999999679
round39_small_medium_V10_M2_Q20_slot05_seed968549317,additional_medium_c6_win,st-k2-p-extended,0.03534687444018795,0.037295222890392894,0.03729522289039283,True,0.9999999999999679
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-i,0.0209774956074392,0.024872307366954508,0.024872307366954467,True,0.9999999999999893
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-core,0.0209774956074392,0.024872307366954508,0.024872307366954463,True,0.9999999999999885
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-extended,0.0209774956074392,0.024872307366954508,0.024872307366954456,True,0.9999999999999867
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-i,0.007186509571167966,0.008227712564204468,0.008227712564204442,True,0.999999999999975
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-p-core,0.007186509571167966,0.008227712564204468,0.008227712564204445,True,0.9999999999999784
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,additional_medium_c6_win,st-k2-p-extended,0.007186509571167966,0.008227712564204468,0.00822771256420445,True,0.9999999999999833
