interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,json_path,lp_path,log_path
0,0,0.0122881381662,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,1.0629913,0,root,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_0.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_0.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_0_12288138_874085625\interval_cutoff.cplex.log
1,0.0122881381662,0.0245762763324,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.041747429873,0,2.086745,0,root,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_1.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_12288138_24576276_874086695\interval_cutoff.cplex.log
1_d1_0,0.0122881381662,0.0184322072493,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.0449434974,0,2.0877202,1,1,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_1_d1_0.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_1_d1_0.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_12288138_18432207_874088789\interval_cutoff.cplex.log
1_d1_1,0.0184322072493,0.0245762763324,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.045442003024,0,2.0877771,1,1,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_1_d1_1.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_1_d1_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_18432207_24576276_874090883\interval_cutoff.cplex.log
2,0.0245762763324,0.0368644144986,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.047600971597,0,2.0871653,0,root,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_2.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_36864414_874092977\interval_cutoff.cplex.log
2_d1_0,0.0245762763324,0.0307203454155,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.047688861036,0,2.0870686,1,2,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_2_d1_0.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_2_d1_0.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_30720345_874095071\interval_cutoff.cplex.log
2_d1_1,0.0307203454155,0.0368644144986,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.4246434,1,2,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_2_d1_1.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_2_d1_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_30720345_36864414_874097162\interval_cutoff.cplex.log
3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.6860026,0,root,2,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_3.json,results\oracle_closure_round\raw\moderate_seed3301_diagnostic_short_auto_oracle\interval_3.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_36864414_49152553_874097592\interval_cutoff.cplex.log
