interval_id,parent_id,depth,gamma_L,gamma_U,status,closed,split,children,time_limit_used,runtime_seconds,certificate_basis,solver_status
9_d1_0,9,1,0.187720136464,0.20649215011,interval_unresolved_timeout,false,false,0,120,120.1123623,interval_exact_cutoff_mip_timeout,time limit exceeded
9_d1_1,9,1,0.20649215011,0.225264163757,interval_unresolved_timeout,false,false,0,120,120.1141175,interval_exact_cutoff_mip_timeout,time limit exceeded
9,root,0,0.187720136464,0.225264163757,interval_unresolved_timeout,false,true,2,120,120.0952681,interval_exact_cutoff_mip_timeout,time limit exceeded
10_d1_0,10,1,0.150176109171,0.159562115994,interval_unresolved_timeout,false,false,0,120,120.0861213,interval_exact_cutoff_mip_timeout,time limit exceeded
10_d1_1,10,1,0.159562115994,0.168948122818,interval_unresolved_timeout,false,false,0,120,120.1085813,interval_exact_cutoff_mip_timeout,time limit exceeded
10,root,0,0.150176109171,0.168948122818,interval_unresolved_timeout,false,true,2,120,120.0871261,interval_exact_cutoff_mip_timeout,time limit exceeded
11_d1_0,11,1,0.168948122818,0.178334129641,interval_unresolved_timeout,false,false,0,120,120.1005496,interval_exact_cutoff_mip_timeout,time limit exceeded
11_d1_1,11,1,0.178334129641,0.187720136464,interval_unresolved_timeout,false,false,0,120,120.1018014,interval_exact_cutoff_mip_timeout,time limit exceeded
11,root,0,0.168948122818,0.187720136464,interval_unresolved_timeout,false,true,2,120,120.1002695,interval_exact_cutoff_mip_timeout,time limit exceeded
