row,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,json_path,lp_path,log_path
high_imbalance_seed3201,12,0.460156,0.467578,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,False,False,True,2.1580354816,0,60.0957644,results\sealed_pipeline_completion_round\raw\high_imbalance_seed3201_checkpoint_oracle\interval_12.json,results\sealed_pipeline_completion_round\raw\high_imbalance_seed3201_checkpoint_oracle\interval_12.lp,results\sealed_pipeline_completion_round\logs\oracle\high_imbalance_seed3201_interval_12.cplex.log
tight_T_seed3102,8,0.150176,0.18772,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,False,False,True,0.29956876648,0,60.0891251,results\sealed_pipeline_completion_round\raw\tight_T_seed3102_checkpoint_oracle\interval_8.json,results\sealed_pipeline_completion_round\raw\tight_T_seed3102_checkpoint_oracle\interval_8.lp,results\sealed_pipeline_completion_round\logs\oracle\tight_T_seed3102_interval_8.cplex.log
moderate_seed3301,16,0.0092161,0.0093121,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,True,False,False,0,0,0.6786467,results\sealed_pipeline_completion_round\raw\moderate_seed3301_checkpoint_oracle\interval_16.json,results\sealed_pipeline_completion_round\raw\moderate_seed3301_checkpoint_oracle\interval_16.lp,results\sealed_pipeline_completion_round\logs\oracle\moderate_seed3301_interval_16.cplex.log
moderate_seed3302,17,0.0252187,0.0259829,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,False,False,True,0.14605125452,0,60.093376,results\sealed_pipeline_completion_round\raw\moderate_seed3302_checkpoint_oracle\interval_17.json,results\sealed_pipeline_completion_round\raw\moderate_seed3302_checkpoint_oracle\interval_17.lp,results\sealed_pipeline_completion_round\logs\oracle\moderate_seed3302_interval_17.cplex.log
