leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,0.000284,0,false,0,0,0,gini_interval=0;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,0,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,30.0134579,0.0439692283065,true,0.00518331435817,513,777,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,379,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,60.019218,0.0449802385254,true,0.00417230413935,1635,2456,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1205,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,90.02093,0.04571093302,true,0.0034416096447,2529,3730,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1832,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,120.0240773,0.0462000997362,true,0.00295244292845,4010,5787,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,2850,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,150.025404,0.0464463003238,true,0.00270624234094,5218,7466,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,3681,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,180.0327494,0.0467659894155,true,0.00238655324919,6518,9321,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,4602,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,210.0439226,0.0469507413722,true,0.00220180129249,7767,10990,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5427,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,240.0552692,0.0471240474892,true,0.00202849517554,9057,12691,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6269,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,270.0625683,0.0472788003172,true,0.00187374234749,10169,14156,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6993,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_local_plus_subset,300,nearest_relaxation_callback,300.0769073,0.0474391084579,true,0.00171343420677,11066,15249,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,7528,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
