leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,final_json_no_progress_trace,300.139262,2.1614881406,True,0.28191505133999994,20477,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
