leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
moderate_seed3302_hard,plain_fixed_interval_mip,300,final_json_no_progress_trace,300.136336,0.14433286301,True,0.051303343538999985,7515,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
