leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,0.0003679,0,false,0,0,0,gini_interval=0;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,0,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,30.0131422,0.0440468079426,true,0.00510573472209,645,1013,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,494,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,60.0207233,0.0450743172241,true,0.00407822544057,1625,2487,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1218,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,90.0253315,0.045664423819,true,0.0034881188457,2584,3850,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1889,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,120.036835,0.0462386740572,true,0.00291386860749,3849,5685,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,2796,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,150.037255,0.0467485622611,true,0.00240398040363,5105,7400,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,3651,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,180.0492812,0.0470259978338,true,0.00212654483085,6379,9092,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,4490,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,210.0611548,0.0472097110871,true,0.0019428315776,7428,10456,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5164,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,240.0681824,0.0474315238824,true,0.00172101878233,8648,11942,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5899,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,callback_subset_cross_h_centering,1200,nearest_relaxation_callback,270.0759008,0.0476273755783,true,0.00152516708643,9879,13404,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6625,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
