leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,0.0003355,0,false,0,0,0,gini_interval=0;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,0,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,30.0140779,0.0455089184281,true,0.00364362423661,1940,2964,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1454,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,60.0239013,0.046077387715,true,0.00307515494975,3471,5121,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,2513,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,90.0372511,0.0465120020708,true,0.00264054059395,5224,7527,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,3698,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,120.0452651,0.0469376456491,true,0.00221489701558,6821,9647,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,4740,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,150.0505313,0.0472744611801,true,0.00187808148461,8358,11499,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5649,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,180.0603471,0.0475187387472,true,0.00163380391751,9813,13326,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6549,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,210.0632595,0.0477394207052,true,0.00141312195952,11354,15221,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,7482,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,240.0783234,0.047958983431,true,0.00119355923366,13067,17252,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,8484,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,static_tailored_compact_bc,300,nearest_relaxation_callback,270.0897482,0.0481471045489,true,0.00100543811583,14534,18804,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,9250,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
