leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,0.0003186,0,false,0,0,0,gini_interval=0;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,0,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,30.0030717,2.27417973448,true,0.169223447462,557,1038,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,513,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,60.0083881,2.2744657566,true,0.168937425336,1566,2944,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1460,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,90.0230435,2.27475254378,true,0.168650638158,2452,4616,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,2291,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,120.0312857,2.27496774834,true,0.168435433597,3261,6131,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,3044,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,150.0431104,2.27549840682,true,0.167904775124,4021,7585,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,3766,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,180.0566564,2.27583416511,true,0.167569016829,4711,8880,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,4411,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,210.0626963,2.2761173219,true,0.167285860042,5451,10295,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5115,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,240.0702738,2.27635943173,true,0.16704375021,6112,11560,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5744,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
high_imbalance_seed3201_hard,best_combined_paper_safe,300,nearest_relaxation_callback,270.0767262,2.27651718029,true,0.166886001653,6815,12867,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6395,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
