station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,6,14,6
2,4,15,4
3,4,12,10
4,4,13,11
5,4,13,11
6,49,31,49
7,22,14,22
8,40,26,40
9,4,11,4
10,20,13,20
11,19,11,19
12,65,42,45
