vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,14,18,4,0,0,4,346.80500844261087,240.0,12
0,2,14,18,16,0,4,4,0,223.98922333686005,240.0,10
0,3,18,16,12,3,0,0,3,162.64669593920698,180.0,13
0,4,16,12,0,0,3,3,0,101.6469069363056,180.0,9
1,1,0,5,4,1,0,0,1,218.72047482827222,60.0,14
1,2,5,4,2,5,0,1,6,140.7642904731038,300.0,14
1,3,4,2,3,0,2,6,4,184.97262138422664,120.0,7
1,4,2,3,0,0,4,4,0,119.28621178555596,240.0,11
2,1,0,10,19,1,0,0,1,167.85979781687018,60.0,16
2,2,10,19,23,5,0,1,6,243.04118642570697,300.0,14
2,3,19,23,13,0,4,6,2,209.40239087023852,240.0,11
2,4,23,13,0,0,2,2,0,247.3212023978056,120.0,8
