station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,7,12,7
2,5,10,7
3,7,11,11
4,19,14,14
5,15,12,14
6,6,10,6
7,14,10,14
8,15,11,15
9,13,10,13
10,17,13,16
11,12,10,12
12,6,9,9
13,6,10,8
14,16,11,12
15,6,10,6
16,16,12,13
17,7,11,7
18,6,10,10
19,19,14,14
20,16,12,16
21,6,10,6
22,9,13,9
23,7,11,11
24,13,9,13
25,7,10,7
26,13,9,13
27,7,10,7
28,7,11,7
29,14,10,14
30,15,11,15
