instance_name,time_budget_seconds,exact_status,exact_certified,exact_LB,exact_UB,exact_gap,exact_runtime,cplex_status,cplex_LB,cplex_UB,cplex_gap,cplex_runtime,thread_fairness_class,cplex_thread_fairness_class
high_imbalance_seed3201.txt,300,gcap_frontier_not_closed,False,2.315507,2.44340319194,0.052343466017,309.3079889,not_certified,1.9775993942,2.55478672027,0.225923879082,300.1054999,one_thread_fair,one_thread_fair
high_imbalance_seed3202.txt,1200,optimal,True,1.74931345205,1.74931345205,0,295.1043675,,,,,,one_thread_fair,
high_imbalance_seed3202.txt,300,gcap_frontier_not_closed,False,1.711009,1.74931345205,0.0218968487356,314.3783144,not_certified,1.0653727442,3.03088519537,0.648494523703,300.1035332,one_thread_fair,one_thread_fair
moderate_seed3301.txt,1200,interrupted_noncertified,False,0.0122881381662,0.0491525526647,0.75,1380.0149999998976,not_certified,0.040849762435,0.0496566123632,0.17735502905,1206.6191768,one_thread_fair,one_thread_fair
moderate_seed3301,1200,interrupted_noncertified,False,0.00787208851271,0.0491525526647,0.83984375,1804.0,,,,,,one_thread_fair,
moderate_seed3301.txt,300,interrupted_noncertified,False,0.0122881381662,0.0491525526647,0.75,480.0150000001304,not_certified,0.037866383531,0.0727327782328,0.479376638002,300.2176213,one_thread_fair,one_thread_fair
moderate_seed3301.txt,300,gcap_frontier_not_closed,False,0.044391,0.0491525526647,0.096872947723,305.4513707,not_certified,0.037866383531,0.0727327782328,0.479376638002,300.2176213,one_thread_fair,one_thread_fair
moderate_seed3302.txt,300,interrupted_noncertified,False,0.0305681572733,0.195636206549,0.84375,480.0319999998901,not_certified,0.1144912295,0.213397988698,0.463484964416,300.1051403,one_thread_fair,one_thread_fair
tight_T_seed3101.txt,300,optimal,True,0.107252734134,0.107252734134,0,76.5301873,not_certified,0.015915009814,0.134365820425,0.881554626291,300.1022631,one_thread_fair,one_thread_fair
tight_T_seed3102.txt,300,interrupted_noncertified,False,0.31574776659,0.600704436685,0.474370843117,480.0470000000205,not_certified,0.46597690239,0.615378628222,0.242780166519,300.1087393,one_thread_fair,one_thread_fair
V100_M5_high_imbalance_seed6201.txt,300,interrupted_noncertified,False,1.61194290217,6.07870799652,0.734821461552,20.405999999959022,not_certified,4.8324940135,10.2142649697,0.526887737115,300.9125498,one_thread_fair,one_thread_fair
V100_M5_moderate_seed6101.txt,300,interrupted_noncertified,False,0.0,0.619361441945,1.0,20.516000000061467,not_certified,0.26390305929,1.56618529324,0.831499465338,300.8498008,one_thread_fair,one_thread_fair
regen_candidate_V12_M1_average.txt,300,optimal,True,0.357200583208,0.357200583208,0,300.5376631,optimal,0.357200583208,0.357200583208,0,183.9158656,one_thread_fair,one_thread_fair
regen_candidate_V12_M2_average.txt,300,interrupted_noncertified,False,0.718504070755,0.718504070755,0.0,72.70299999997951,not_certified,0.6235216628,0.718504070755,0.132194669204,300.1066043,one_thread_fair,one_thread_fair
regen_candidate_V12_M2_average.txt,300,optimal,True,0.718504070755,0.718504070755,0,290.1962026,not_certified,0.6235216628,0.718504070755,0.132194669204,300.1066043,one_thread_fair,one_thread_fair
V50_M3_high_imbalance_seed5201.txt,300,model_size_limit,False,0,0,1,0,not_certified,2.1860327089,4.68211852373,0.533110343572,300.2055502,one_thread_fair,one_thread_fair
V50_M3_moderate_seed5101.txt,300,model_size_limit,False,0,0,1,0,not_certified,0.23958431171,1.37151140999,0.825313657644,300.2744371,one_thread_fair,one_thread_fair
