parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L3,true,1,1,1,0,,,0,"current_complete_child_infeasibility",0.010930683286484905,,,"proof",0.011571906354515056
L3.0,true,1,1,0,0,0.1083083379272274,,0,"current_normalized_child_gain_reaches_rho",0.011000133091223848,0.1083083379272274,0.1083083379272274,"proof",0.011571906354515056
L3.0.1,true,1,1,1,0,,,0,"current_complete_child_infeasibility",0.011426562322322472,,,"proof",0.011571906354515056
L3.0.1.0,true,1,1,0,0,0.14065570765811117,,0,"current_normalized_child_gain_reaches_rho",0.011447005790024403,0.14065570765811117,0.14065570765811117,"proof",0.011571906354515056
L3.0.1.0.1,true,1,1,1,0,,,0,"current_complete_child_infeasibility",0.011550567346806321,,,"proof",0.011571906354515056
L3.0.1.0.1.0,false,true,false,false,false,,,false,"structurally_terminal",,,,,
