interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,json_path,lp_path,log_path
9,0.187720136464,0.225264163757,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.33478106856,0,60.0945735,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_9.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_9.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_187720136_225264164_852366219\interval_cutoff.cplex.log
9_d1_0,0.187720136464,0.20649215011,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.33588756467,0,60.0914156,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_9_d1_0.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_9_d1_0.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_187720136_206492150_852426321\interval_cutoff.cplex.log
9_d1_1,0.20649215011,0.225264163757,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.35647611555,0,60.1006299,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_9_d1_1.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_9_d1_1.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_206492150_225264164_852486420\interval_cutoff.cplex.log
10,0.150176109171,0.168948122818,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.2985596491,0,60.0841098,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_10.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_10.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_150176109_168948123_852546528\interval_cutoff.cplex.log
10_d1_0,0.150176109171,0.159562115994,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.29631353694,0,60.088657,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_10_d1_0.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_10_d1_0.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_150176109_159562116_852606617\interval_cutoff.cplex.log
10_d1_1,0.159562115994,0.168948122818,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.31700008637,0,60.0877943,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_10_d1_1.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_10_d1_1.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_159562116_168948123_852666713\interval_cutoff.cplex.log
11,0.168948122818,0.187720136464,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.33054476954,0,60.088121,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_11.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_11.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_168948123_187720136_852726805\interval_cutoff.cplex.log
11_d1_0,0.168948122818,0.178334129641,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.31514224426,0,60.0863535,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_11_d1_0.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_11_d1_0.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_168948123_178334130_852786901\interval_cutoff.cplex.log
11_d1_1,0.178334129641,0.187720136464,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.32875140391,0,60.0854012,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_11_d1_1.json,results\sealed_closure_round\raw\tight_T_seed3102_auto_oracle\interval_11_d1_1.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_178334130_187720136_852846994\interval_cutoff.cplex.log
