interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,json_path,lp_path,log_path
8,0.475,0.534375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1391216114,0,30.0859248,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_8.json,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_8.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_534375000_853574354\interval_cutoff.cplex.log
8_d1_0,0.475,0.5046875,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1454949193,0,30.0872198,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_8_d1_0.json,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_8_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_504687500_853604445\interval_cutoff.cplex.log
8_d1_1,0.5046875,0.534375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1084730419,0,30.0891383,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_8_d1_1.json,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_8_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_504687500_534375000_853634538\interval_cutoff.cplex.log
9,0.534375,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1901482848,0,30.1003027,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_9.json,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_9.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_534375000_593750000_853664636\interval_cutoff.cplex.log
9_d1_0,0.534375,0.5640625,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1430817714,0,30.0893777,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_9_d1_0.json,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_9_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_534375000_564062500_853694741\interval_cutoff.cplex.log
9_d1_1,0.5640625,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.2161165408,0,30.0888095,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_9_d1_1.json,results\sealed_closure_round\raw\high_imbalance_seed3201_auto_oracle\interval_9_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_564062500_593750000_853724838\interval_cutoff.cplex.log
