instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round32_multi_m_high_imbalance_V50_M4_seed163456187.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,7.37558,0.627139,44.9896,4,12,98,82,16,"3598.78|3551.36|3581.89|3571.68",true,0.0024215,true,
round32_multi_m_high_imbalance_V50_M4_seed163456187.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,7.35953,0.622054,44.9165,4,11,98,89,9,"3598.78|3597.98|3592.1|3598.54",true,0.005757,true,
round32_multi_m_high_imbalance_V50_M4_seed163456187.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,7.28819,0.62008,44.4541,4,10,101,89,12,"3598.78|3594.71|3566.75|3508.01",true,0.0077793,true,
