instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
cb443_V50_regional_r1_shortage_M04_Q30.txt,20260626,1,hga-tgbc,decoded_descent_verified_seed,0.544511,0.227399,2.11408,4,39,166,157,9,"13956.3|17292.8|11583.8|17919.3",true,9.38094,true,
