instance_name,instance_scope,instance_hash,algorithm_preset,method,status,objective,lower_bound,upper_bound,gap,runtime_seconds,verifier_passed,certified_original_problem,incumbent_source,incumbent_source_category,incumbent_source_is_paper_reproducible,incumbent_source_contributes_lower_bound,incumbent_archive_auto,primal_heuristic,bound_time_seconds,pricing_time_seconds,master_time_seconds,route_mask_time_seconds,unresolved_intervals,invalid_bound_intervals,open_nodes,frontier_bound_fathomed_interval_count,frontier_lower_bound_source,result_file,progress_log,log_file,notes
regen_candidate_V12_M1_average_capinv_seed260626.txt,regenerated_engineering,fe02f4dfc416e755,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.686309127274,0,0.686309127274,1,1.176594,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_candidate_V12_M1_average_capinv_seed260626_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.766218, G=0.442044, P=2.16116; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.74769, G=0.436443, P=2.07498; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.732195, G=0.430299, P=2.01264; BPC-owned local search paper_primal_greedy_0 pass=2 no improving relocate/resize/swap move, objective=0.732195; paper primal heuristic candidate=deterministic_tgbc_local_mode_0, feasible=true, objective=0.732195, G=0.430299, P=2.01264"
regen_candidate_V12_M1_average_capinv_seed260626.txt,regenerated_engineering,fe02f4dfc416e755,paper-bpc-core,gcap-frontier,gcap_frontier_not_closed,0.686309127274,0.65815691275,0.686309127274,0.0410197291644,61.0115413,True,False,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,61.0100799,0,0,61.0100799,5,0,5,3,adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,results/generated_variant_round/raw/regen_candidate_V12_M1_average_capinv_seed260626_paper_core_60s.json,results\generated_variant_round\progress\regen_candidate_V12_M1_average_capinv_seed260626_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_candidate_V12_M1_average_capinv_seed260627.txt,regenerated_engineering,173bb28aaac7cdbc,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.436483545114,0,0.436483545114,1,1.186318,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_candidate_V12_M1_average_capinv_seed260627_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.511125, G=0.337695, P=1.1562; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.50621, G=0.330023, P=1.17459; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.493429, G=0.318318, P=1.1674; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.491841, G=0.315078, P=1.17842; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=0.467801, G=0.293192, P=1.16406"
regen_candidate_V12_M1_average_capinv_seed260627.txt,regenerated_engineering,173bb28aaac7cdbc,paper-bpc-core,gcap-frontier,gcap_frontier_not_closed,0.436483545114,0.37823520296,0.436483545114,0.133449113503,60.0535116,True,False,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,60.0521639,0,0,60.0521639,5,0,5,3,adaptive_split_inherited_inventory_route_gini_relaxation,results/generated_variant_round/raw/regen_candidate_V12_M1_average_capinv_seed260627_paper_core_60s.json,results\generated_variant_round\progress\regen_candidate_V12_M1_average_capinv_seed260627_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_candidate_V12_M1_average_capinv_seed260628.txt,regenerated_engineering,e0d5ca4f004ea80c,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.587662111194,0,0.587662111194,1,1.2492305,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_candidate_V12_M1_average_capinv_seed260628_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.677768, G=0.491617, P=1.24101; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.673757, G=0.461053, P=1.41803; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.653507, G=0.454111, P=1.32931; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.650773, G=0.455518, P=1.3017; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=0.645981, G=0.451829, P=1.29435"
regen_candidate_V12_M1_average_capinv_seed260628.txt,regenerated_engineering,e0d5ca4f004ea80c,paper-bpc-core,gcap-frontier,gcap_frontier_not_closed,0.587662111194,0.52624412354,0.587662111194,0.104512417057,60.9128444,True,False,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,60.9113355,0,0,60.9113355,6,0,6,3,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,results/generated_variant_round/raw/regen_candidate_V12_M1_average_capinv_seed260628_paper_core_60s.json,results\generated_variant_round\progress\regen_candidate_V12_M1_average_capinv_seed260628_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_candidate_V12_M2_average_capinv_seed261626.txt,regenerated_engineering,4ee616ee8f7509f3,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.414634095612,0,0.414634095612,1,0.3690679,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_candidate_V12_M2_average_capinv_seed261626_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.668243, G=0.332791, P=2.23634; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.617407, G=0.306086, P=2.07547; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.572404, G=0.2888, P=1.89069; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.535878, G=0.296719, P=1.5944; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=0.515772, G=0.285661, P=1.53407"
regen_candidate_V12_M2_average_capinv_seed261626.txt,regenerated_engineering,4ee616ee8f7509f3,paper-bpc-core,gcap-frontier,gcap_frontier_not_closed,0.414634095612,0.2766706142,0.414634095612,0.332735495879,60.8798751,True,False,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,60.8785764,0,0,60.8785764,6,0,6,2,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,results/generated_variant_round/raw/regen_candidate_V12_M2_average_capinv_seed261626_paper_core_60s.json,results\generated_variant_round\progress\regen_candidate_V12_M2_average_capinv_seed261626_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_candidate_V12_M2_average_capinv_seed261627.txt,regenerated_engineering,22571433df9a9e19,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.256955439889,0,0.256955439889,1,0.7207277,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_candidate_V12_M2_average_capinv_seed261627_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.395782, G=0.287434, P=0.722319; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.378465, G=0.278221, P=0.668299; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.362575, G=0.267917, P=0.631057; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.348733, G=0.261954, P=0.578528; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=0.340151, G=0.258543, P=0.544056"
regen_candidate_V12_M2_average_capinv_seed261627.txt,regenerated_engineering,22571433df9a9e19,paper-bpc-core,gcap-frontier,optimal,0.256955439889,0.256955439889,0.256955439889,0,25.5538818,True,True,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,25.5530843,0,0,25.5530843,0,0,0,3,incumbent_cutoff,results/generated_variant_round/raw/regen_candidate_V12_M2_average_capinv_seed261627_paper_core_60s.json,results\generated_variant_round\progress\regen_candidate_V12_M2_average_capinv_seed261627_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
