instance_name,instance_scope,instance_hash,algorithm_preset,method,status,objective,lower_bound,upper_bound,gap,runtime_seconds,verifier_passed,certified_original_problem,incumbent_source,incumbent_source_category,incumbent_source_is_paper_reproducible,incumbent_source_contributes_lower_bound,incumbent_archive_auto,primal_heuristic,bound_time_seconds,pricing_time_seconds,master_time_seconds,route_mask_time_seconds,unresolved_intervals,invalid_bound_intervals,open_nodes,frontier_bound_fathomed_interval_count,frontier_lower_bound_source,result_file,progress_log,log_file,notes
regen_candidate_V12_M2_average_capinv_seed261628.txt,regenerated_engineering,69b87cdab1d92bd4,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.174662877661,0,0.174662877661,1,0.1378287,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_candidate_V12_M2_average_capinv_seed261628_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.323206, G=0.156446, P=1.11174; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.316862, G=0.152112, P=1.09833; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.308342, G=0.150735, P=1.05071; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.285133, G=0.150099, P=0.900222; BPC-owned local search paper_primal_greedy_0 pass=3 no improving relocate/resize/swap move, objective=0.285133"
regen_candidate_V12_M2_average_capinv_seed261628.txt,regenerated_engineering,69b87cdab1d92bd4,paper-bpc-core,gcap-frontier,gcap_frontier_not_closed,0.174662877661,0.1226444885,0.174662877661,0.297821665701,60.861545,True,False,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,60.8603851,0,0,60.8603851,6,0,6,1,adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,results/generated_variant_round/raw/regen_candidate_V12_M2_average_capinv_seed261628_paper_core_60s.json,results\generated_variant_round\progress\regen_candidate_V12_M2_average_capinv_seed261628_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_V10_M2_average_capinv_seed262626.txt,regenerated_engineering,56c828a522f80ce8,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.806487625582,0,0.806487625582,1,0.0729505,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V10_M2_average_capinv_seed262626_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.806488, G=0.278119, P=3.52245; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=1.53821, G=0.406092, P=7.54748; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=1.20897, G=0.326853, P=5.88081; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=1.13888, G=0.294839, P=5.62695; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=1.07064, G=0.260805, P=5.39888"
regen_V10_M2_average_capinv_seed262626.txt,regenerated_engineering,56c828a522f80ce8,paper-bpc-core,gcap-frontier,optimal,0.806487625582,0.806487625582,0.806487625582,0,42.1168098,True,True,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,42.115732,0,0,42.115732,0,0,0,6,incumbent_cutoff,results/generated_variant_round/raw/regen_V10_M2_average_capinv_seed262626_paper_core_60s.json,results\generated_variant_round\progress\regen_V10_M2_average_capinv_seed262626_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_V10_M2_average_capinv_seed262627.txt,regenerated_engineering,f0b7c803d27d3e2a,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.645731953219,0,0.645731953219,1,0.0391545,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V10_M2_average_capinv_seed262627_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.787284, G=0.297112, P=3.26781; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=1.40564, G=0.499489, P=6.04101; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=1.02234, G=0.430924, P=3.9428; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.885446, G=0.357672, P=3.51849; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=0.792565, G=0.328476, P=3.09393"
regen_V10_M2_average_capinv_seed262627.txt,regenerated_engineering,f0b7c803d27d3e2a,paper-bpc-core,gcap-frontier,optimal,0.645731953219,0.645731953219,0.645731953219,0,11.3628404,True,True,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,11.3620438,0,0,11.3620438,0,0,0,3,incumbent_cutoff,results/generated_variant_round/raw/regen_V10_M2_average_capinv_seed262627_paper_core_60s.json,results\generated_variant_round\progress\regen_V10_M2_average_capinv_seed262627_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_V10_M2_average_capinv_seed262628.txt,regenerated_engineering,7528c37a650bcd5e,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.438287970567,0,0.438287970567,1,0.1374432,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V10_M2_average_capinv_seed262628_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.568218, G=0.231768, P=2.243; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.939384, G=0.3798, P=3.73056; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.741067, G=0.351639, P=2.59619; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.621238, G=0.277243, P=2.2933; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=0.519484, G=0.236134, P=1.889"
regen_V10_M2_average_capinv_seed262628.txt,regenerated_engineering,7528c37a650bcd5e,paper-bpc-core,gcap-frontier,optimal,0.438287970567,0.438287970567,0.438287970567,0,33.0044958,True,True,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,33.0031855,0,0,33.002682,0,0,0,8,incumbent_cutoff,results/generated_variant_round/raw/regen_V10_M2_average_capinv_seed262628_paper_core_60s.json,results\generated_variant_round\progress\regen_V10_M2_average_capinv_seed262628_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_V8_M2_average_capinv_seed263626.txt,regenerated_engineering,fa826e8e3745dbdc,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0,0,0,1,0.1232582,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V8_M2_average_capinv_seed263626_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.254261, G=0.122045, P=0.881436; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.124286, G=0.0619193, P=0.415777; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.0718247, G=0.0339184, P=0.252708; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.0353783, G=0.0153509, P=0.133516; BPC-owned local search paper_primal_greedy_0 pass=3 no improving relocate/resize/swap move, objective=0.0353783"
regen_V8_M2_average_capinv_seed263626.txt,regenerated_engineering,fa826e8e3745dbdc,paper-bpc-core,gcap-frontier,optimal,0,0,0,0,0.0007942,True,True,explicit_incumbent_json,explicit_incumbent_json,True,False,False,none,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V8_M2_average_capinv_seed263626_paper_core_60s.json,results\generated_variant_round\progress\regen_V8_M2_average_capinv_seed263626_paper_core_60s.csv,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5; Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the ; Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit; BPC thread policy: requested_threads=1, bpc_workers=1, pricing_threads=1, parallel_frontier=false, parallel_nodes=false, hardware_concurrency=20; restricted-master CPLEX and invent; route-pool collected routes from initial empty incumbent: kept_before=0, kept_after=0, raw=0, removed_by_projection_dominance=0, dropped_by_cap=0"
regen_V8_M2_average_capinv_seed263627.txt,regenerated_engineering,6a7d8195db752038,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,0.0539627746382,0,0.0539627746382,1,0.1495048,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V8_M2_average_capinv_seed263627_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=0.365481, G=0.184853, P=1.20419; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=0.319443, G=0.164777, P=1.03111; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=0.292509, G=0.147064, P=0.969631; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=0.283768, G=0.143515, P=0.935016; BPC-owned local search paper_primal_greedy_0 pass=3 no improving relocate/resize/swap move, objective=0.283768"
regen_V8_M2_average_capinv_seed263628.txt,regenerated_engineering,1285737da841fbe5,paper-bpc-core,primal-heuristic,heuristic_incumbent_verified,1.32063092475,0,1.32063092475,1,0.0221223,True,False,primal_heuristic,primal_heuristic,True,False,False,hga-tgbc,0,0,0,0,0,0,0,0,,results/generated_variant_round/raw/regen_V8_M2_average_capinv_seed263628_heuristic.json,,,"RunConfigSnapshot: algorithm_preset=paper-bpc-core, preset_certificate_scope=core_bpc_certificate_when_frontier_closes, pricing_engine=exact-label, final_pricing_engine=exact-label; paper primal heuristic candidate=deterministic_tgbc_greedy_mode_0, feasible=true, objective=1.97108, G=0.58476, P=9.24212; BPC-owned local search paper_primal_greedy_0 pass=0 improved objective=2.46159, G=0.66854, P=11.9537; BPC-owned local search paper_primal_greedy_0 pass=1 improved objective=1.53535, G=0.546849, P=6.59002; BPC-owned local search paper_primal_greedy_0 pass=2 improved objective=1.38063, G=0.472578, P=6.05366; BPC-owned local search paper_primal_greedy_0 pass=3 improved objective=1.32063, G=0.446827, P=5.82536"
