leaf,variant,budget_seconds,snapshot_path,snapshot_rows,best_snapshot_bound,final_lower_bound,snapshot_source
low_gini_1,plain_fixed_interval_mip,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_plain_fixed_interval_mip_60s.snapshots.csv,1,0.044318362677,0.044318362677,final_json
low_gini_1,plain_fixed_interval_mip,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_plain_fixed_interval_mip_300s.snapshots.csv,1,0.045486706017,0.045486706017,final_json
low_gini_1,static_tailored_compact_bc,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_static_tailored_compact_bc_60s.snapshots.csv,4,0.0460751920577,0.0460751920577,progress_trace
low_gini_1,static_tailored_compact_bc,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_static_tailored_compact_bc_300s.snapshots.csv,11,0.0483289243336,0.0483289243336,progress_trace
low_gini_1,callback_no_cuts,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_no_cuts_60s.snapshots.csv,4,0.0448100613716,0.0448100613716,progress_trace
low_gini_1,callback_no_cuts,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_no_cuts_300s.snapshots.csv,11,0.0457922778859,0.0457922778859,progress_trace
low_gini_1,callback_low_gini_cuts,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_low_gini_cuts_60s.snapshots.csv,4,0.0467573339767,0.0467573339767,progress_trace
low_gini_1,callback_low_gini_cuts,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_low_gini_cuts_300s.snapshots.csv,11,0.048388162834,0.048388162834,progress_trace
low_gini_1,callback_local_centering,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_local_centering_60s.snapshots.csv,4,0.0460810881734,0.0460810881734,progress_trace
low_gini_1,callback_local_centering,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_local_centering_300s.snapshots.csv,12,0.0483334276129,0.0483334276129,progress_trace
low_gini_1,callback_subset_cross_h_centering,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_subset_cross_h_centering_60s.snapshots.csv,4,0.0449714373503,0.0449714373503,progress_trace
low_gini_1,callback_subset_cross_h_centering,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_subset_cross_h_centering_300s.snapshots.csv,11,0.047481546439,0.047481546439,progress_trace
low_gini_1,callback_local_q_centering,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_local_q_centering_60s.snapshots.csv,4,0.0469842773561,0.0469842773561,progress_trace
low_gini_1,callback_local_q_centering,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_local_q_centering_300s.snapshots.csv,11,0.048388162834,0.048388162834,progress_trace
low_gini_1,callback_compatible_source_transfer,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_compatible_source_transfer_60s.snapshots.csv,4,0.0467627329577,0.0467627329577,progress_trace
