leaf,variant,budget_seconds,snapshot_path,snapshot_rows,best_snapshot_bound,final_lower_bound,snapshot_source
low_gini_1,callback_compatible_source_transfer,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_compatible_source_transfer_300s.snapshots.csv,12,0.048388162834,0.048388162834,progress_trace
low_gini_1,callback_required_external_source,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_required_external_source_60s.snapshots.csv,4,0.0466015325166,0.0466015325166,progress_trace
low_gini_1,callback_required_external_source,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_required_external_source_300s.snapshots.csv,12,0.048388162834,0.048388162834,progress_trace
low_gini_1,callback_full_gini_auto,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_full_gini_auto_60s.snapshots.csv,4,0.0467573339767,0.0467573339767,progress_trace
low_gini_1,callback_full_gini_auto,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_full_gini_auto_300s.snapshots.csv,12,0.048388162834,0.048388162834,progress_trace
low_gini_1,callback_full_paced,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_full_paced_60s.snapshots.csv,4,0.0460810881734,0.0460810881734,progress_trace
low_gini_1,callback_full_paced,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_full_paced_300s.snapshots.csv,11,0.0483363709352,0.0483363709352,progress_trace
low_gini_1,callback_s_bucket_diagnostic,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_s_bucket_diagnostic_60s.snapshots.csv,2,1e+75,0.0491525526647,progress_trace
low_gini_1,callback_s_bucket_diagnostic,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_s_bucket_diagnostic_300s.snapshots.csv,2,1e+75,0.0491525526647,progress_trace
low_gini_1,best_combined_paper_safe,60,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_best_combined_paper_safe_60s.snapshots.csv,4,0.0454217989606,0.0454217989606,progress_trace
low_gini_1,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_best_combined_paper_safe_300s.snapshots.csv,12,0.0476339655828,0.0476339655828,progress_trace
low_gini_1,plain_fixed_interval_mip,1200,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_plain_fixed_interval_mip_1200s.snapshots.csv,1,0.047523686728,0.047523686728,final_json
low_gini_1,callback_local_centering,1200,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_local_centering_1200s.snapshots.csv,41,0.0487233640003,0.0487233640003,progress_trace
low_gini_1,callback_subset_cross_h_centering,1200,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_subset_cross_h_centering_1200s.snapshots.csv,41,0.048388162834,0.048388162834,progress_trace
low_gini_1,callback_local_q_centering,1200,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_callback_local_q_centering_1200s.snapshots.csv,41,0.0487233640003,0.0487233640003,progress_trace
low_gini_1,best_combined_paper_safe,1200,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_best_combined_paper_safe_1200s.snapshots.csv,41,0.048388162834,0.048388162834,progress_trace
low_gini_1,best_combined_paper_safe,3600,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_best_combined_paper_safe_3600s.snapshots.csv,121,0.0487233640003,0.0487233640003,progress_trace
low_gini_1,plain_fixed_interval_mip,3600,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_1_plain_fixed_interval_mip_3600s.snapshots.csv,1,0.048296011756,0.048296011756,final_json
low_gini_2,plain_fixed_interval_mip,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_2_plain_fixed_interval_mip_300s.snapshots.csv,1,0.048894652654,0.048894652654,final_json
low_gini_2,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\low_gini_2_best_combined_paper_safe_300s.snapshots.csv,12,0.0489209015481,0.0489209015481,progress_trace
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.snapshots.csv,1,2.1614881406,2.1614881406,final_json
high_imbalance_seed3201_hard,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\high_imbalance_seed3201_hard_best_combined_paper_safe_300s.snapshots.csv,12,2.27667764295,2.27667764295,progress_trace
tight_T_seed3102_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.snapshots.csv,1,0.31236602942,0.31236602942,final_json
tight_T_seed3102_hard,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\tight_T_seed3102_hard_best_combined_paper_safe_300s.snapshots.csv,12,0.517898731718,0.517898731718,progress_trace
moderate_seed3302_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\moderate_seed3302_hard_plain_fixed_interval_mip_300s.snapshots.csv,1,0.14433212622,0.14433212622,final_json
moderate_seed3302_hard,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\plateau_snapshots\moderate_seed3302_hard_best_combined_paper_safe_300s.snapshots.csv,12,0.14256670012,0.14256670012,progress_trace
