file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_full_paced_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_full_paced_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_low_gini_cuts_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_low_gini_cuts_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_no_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_no_cuts_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_required_external_source_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_required_external_source_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_s_bucket_diagnostic_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_s_bucket_diagnostic_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_static_tailored_compact_bc_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_2_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_moderate_seed3302_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_tight_T_seed3102_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\option_consistency_test.json,option-consistency-test,custom,diagnostic_complete,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\tailored_bc_branch_callback_smoke.json,tailored-bc-branch-callback-smoke-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\tailored_bc_callback_smoke.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_gini-subset-envelope-test.json,gini-subset-envelope-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_low-gini-l1-centering-test.json,low-gini-l1-centering-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_s-bucket-coverage-test.json,s-bucket-coverage-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_tailored-bc-cut-validity-test.json,tailored-bc-cut-validity-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
results\gf_tailored_bc_low_gini_strengthening_round\raw\validity_transfer-cutset-validity-test.json,transfer-cutset-validity-test,custom,diagnostic_passed,0,0,0,,unknown_not_paper,True,
