leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_subset_cross_h_centering_candidates,tailored_bc_subset_cross_h_centering_violations,tailored_bc_subset_cross_h_centering_max_violation,tailored_bc_local_q_centering_rows_added,tailored_bc_local_q_centering_violations,tailored_bc_local_q_centering_max_violation,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_compatible_source_transfer_candidates,tailored_bc_required_external_source_cuts_added,parent_S_L,parent_S_U,S_domain_source,row_class
low_gini_1,0.0122881381662,0.0245762763324,callback_subset_cross_h_centering,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_subset_cross_h_centering_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_subset_cross_h_centering_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0449714373503,0.0491525526647,0.0850640523785,0.004181115314399998,90.969876,True,True,0.0449714373503,0.0850640523785,cplex_time_limit_with_valid_best_bound,True,3,2,0.0449714373503,60.0174855,1629,1630,subset-cross-h-only,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,927640cbe6ae999d,True,5b122724f90b6c3a,18698,1,1,133190,80,0,2700,1463934,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_subset_cross_h_centering,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_subset_cross_h_centering_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_subset_cross_h_centering_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.047481546439,0.0491525526647,0.0339963264396,0.001671006225699996,301.0411863,True,True,0.047481546439,0.0339963264396,cplex_time_limit_with_valid_best_bound,True,10,10,0.047481546439,300.0789246,11397,11397,subset-cross-h-only,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,74053ba8e4f4f3a9,True,5b122724f90b6c3a,18698,1,1,133190,80,0,2700,9344842,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_q_centering,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_local_q_centering_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_local_q_centering_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0469842773561,0.0491525526647,0.0441131780767,0.002168275308599997,90.6136822,True,True,0.0469842773561,0.0441131780767,cplex_time_limit_with_valid_best_bound,True,3,2,0.0469842773561,60.0084711,5932,5934,local-q-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,eb9941943593d523,True,17e9afb901e19fda,15978,1,1,2090,100,0,0,0,0,0,20,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_q_centering,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_local_q_centering_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_local_q_centering_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760579,0.0007643898306999991,300.7515732,True,True,0.048388162834,0.0155513760579,cplex_time_limit_with_valid_best_bound,True,10,6,0.048388162834,180.0528592,19348,25956,local-q-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,b2eb6cfa7f804282,True,17e9afb901e19fda,15978,1,1,2090,100,0,0,0,0,0,20,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_compatible_source_transfer,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_compatible_source_transfer_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_compatible_source_transfer_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_compatible_source_transfer_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0467627329577,0.0491525526647,0.0486204597207,0.0023898197070000016,60.5907562,True,True,0.0467627329577,0.0486204597207,cplex_time_limit_with_valid_best_bound,True,3,2,0.0467627329577,60.0305657,6786,6786,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,ec4f44daec7a5f45,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0,0,0,0,0,0,0,0,0,210,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_compatible_source_transfer,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_compatible_source_transfer_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_compatible_source_transfer_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_compatible_source_transfer_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760572,0.0007643898306999991,330.7046981,True,True,0.048388162834,0.0155513760572,cplex_time_limit_with_valid_best_bound,True,11,6,0.048388162834,180.038373,20623,27252,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,f1aa36b745c1b221,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0,0,0,0,0,0,0,0,0,210,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_required_external_source,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_required_external_source_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_required_external_source_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_required_external_source_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0466015325166,0.0491525526647,0.0519000542144,0.0025510201480999986,90.5714986,True,True,0.0466015325166,0.0519000542144,cplex_time_limit_with_valid_best_bound,True,3,2,0.0466015325166,60.0237073,5241,5241,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,80b6d37b6893d38f,True,1990a9e62e499ec3,15959,1,1,1710,80,0,0,0,0,0,0,0,0,0,0,1,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_required_external_source,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_required_external_source_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_required_external_source_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_required_external_source_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760572,0.0007643898306999991,330.6244804,True,True,0.048388162834,0.0155513760572,cplex_time_limit_with_valid_best_bound,True,11,8,0.048388162834,240.0644188,17591,19339,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,19980812378934df,True,1990a9e62e499ec3,15959,1,1,1710,80,0,0,0,0,0,0,0,0,0,0,1,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_full_gini_auto,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_full_gini_auto_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_full_gini_auto_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_full_gini_auto_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0467573339767,0.0491525526647,0.0487303010356,0.0023952186880000018,90.5907882,True,True,0.0467573339767,0.0487303010356,cplex_time_limit_with_valid_best_bound,True,3,3,0.0467573339767,90.0181362,6780,6780,full,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,4bf9e08539e2e41e,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0,0,0,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_full_gini_auto,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_full_gini_auto_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_full_gini_auto_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_full_gini_auto_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760572,0.0007643898306999991,330.7240334,True,True,0.048388162834,0.0155513760572,cplex_time_limit_with_valid_best_bound,True,11,6,0.048388162834,180.0388632,20632,27294,full,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,d455f949e68eeeab,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0,0,0,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_full_paced,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_full_paced_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_full_paced_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_full_paced_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0460810881734,0.0491525526647,0.0624884024291,0.0030714644912999967,90.5821728,True,True,0.0460810881734,0.0624884024291,cplex_time_limit_with_valid_best_bound,True,3,2,0.0460810881734,60.0282785,3481,3481,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,63273406425c292a,True,f17ee827e81d7ad7,15998,1,1,2470,80,0,0,0,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_full_paced,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_full_paced_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_full_paced_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_full_paced_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0483363709352,0.0491525526647,0.0166050730888,0.0008161817295000012,300.6284933,True,True,0.0483363709352,0.0166050730888,cplex_time_limit_with_valid_best_bound,True,10,10,0.0483363709352,300.0899425,16076,16076,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,2b0402a6d0433156,True,f17ee827e81d7ad7,15998,1,1,2470,80,0,0,0,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_s_bucket_diagnostic,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_s_bucket_diagnostic_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_s_bucket_diagnostic_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_s_bucket_diagnostic_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5424389,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0081874,0,0,low-gini,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,1995bc80aa071d85,True,ae77a361d620e511,18700,1,1,133190,80,0,2700,1350,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,diagnostic_s_bucket
low_gini_1,0.0122881381662,0.0245762763324,callback_s_bucket_diagnostic,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_s_bucket_diagnostic_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_s_bucket_diagnostic_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_s_bucket_diagnostic_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5537052,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0151948,0,0,low-gini,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,98c1303491c6ea1a,True,ae77a361d620e511,18700,1,1,133190,80,0,2700,1350,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,diagnostic_s_bucket
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,60,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_best_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454217989606,0.0491525526647,0.0759015249833,0.003730753704099997,90.8990394,True,True,0.0454217989606,0.0759015249833,cplex_time_limit_with_valid_best_bound,True,3,2,0.0454217989606,60.0117113,1936,1938,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,4ca4adce6e5c802f,True,b123a60387c38930,18719,1,1,133570,100,0,2700,1767894,0,0,20,0,0,0,210,1,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
