leaf,variant,budget_seconds,root_lp_objective,root_bound_after_static_cuts,root_bound_after_dynamic_cuts,S_L,S_U,objective_estimator_row_activity,direct_gini_cap_activity,mccormick_activity,low_gini_centering_activity,node_count
low_gini_1,best_combined_paper_safe,3600,not_exposed_by_cplex_callback_api,0.0487233640003,0.0487233640003,3.24074074074,29.9501813302,see exported LP and solver bound,see exported LP and solver bound,see exported LP and solver bound,see local/L1/variable-S row counts,86316
low_gini_1,plain_fixed_interval_mip,3600,not_exposed_by_cplex_callback_api,0.0,0.0,0,66.9085786677,see exported LP and solver bound,see exported LP and solver bound,see exported LP and solver bound,see local/L1/variable-S row counts,136723
