leaf,variant,budget_seconds,command_hash,lp_hash,model_lp_exists,thread_fairness_class,audit_passed,failures
low_gini_1,plain_fixed_interval_mip,60,1fb6f3339a195f74,3fa039d78c1b46af,True,one_thread_fair,True,
low_gini_1,plain_fixed_interval_mip,300,d99a217cb53b43b6,3fa039d78c1b46af,True,one_thread_fair,True,
low_gini_1,static_tailored_compact_bc,60,e9e6ff376ee9363b,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,static_tailored_compact_bc,300,057511d6b471377c,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,callback_no_cuts,60,e968cf13b8e5d37e,3fa039d78c1b46af,True,one_thread_fair,True,
low_gini_1,callback_no_cuts,300,275098e16aa1bd7b,3fa039d78c1b46af,True,one_thread_fair,True,
low_gini_1,callback_low_gini_cuts,60,3fca15fa6ea287a7,b2fd9d679b1f3a49,True,one_thread_fair,True,
low_gini_1,callback_low_gini_cuts,300,595ab8d877e4eb05,b2fd9d679b1f3a49,True,one_thread_fair,True,
low_gini_1,callback_local_centering,60,9f02bf902118e48f,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,callback_local_centering,300,a975a6efc7f05d83,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,callback_subset_cross_h_centering,60,927640cbe6ae999d,5b122724f90b6c3a,True,one_thread_fair,True,
low_gini_1,callback_subset_cross_h_centering,300,74053ba8e4f4f3a9,5b122724f90b6c3a,True,one_thread_fair,True,
low_gini_1,callback_local_q_centering,60,eb9941943593d523,17e9afb901e19fda,True,one_thread_fair,True,
low_gini_1,callback_local_q_centering,300,b2eb6cfa7f804282,17e9afb901e19fda,True,one_thread_fair,True,
low_gini_1,callback_compatible_source_transfer,60,ec4f44daec7a5f45,b2fd9d679b1f3a49,True,one_thread_fair,True,
low_gini_1,callback_compatible_source_transfer,300,f1aa36b745c1b221,b2fd9d679b1f3a49,True,one_thread_fair,True,
low_gini_1,callback_required_external_source,60,80b6d37b6893d38f,1990a9e62e499ec3,True,one_thread_fair,True,
low_gini_1,callback_required_external_source,300,19980812378934df,1990a9e62e499ec3,True,one_thread_fair,True,
low_gini_1,callback_full_gini_auto,60,4bf9e08539e2e41e,b2fd9d679b1f3a49,True,one_thread_fair,True,
low_gini_1,callback_full_gini_auto,300,d455f949e68eeeab,b2fd9d679b1f3a49,True,one_thread_fair,True,
low_gini_1,callback_full_paced,60,63273406425c292a,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,callback_full_paced,300,2b0402a6d0433156,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,callback_s_bucket_diagnostic,60,1995bc80aa071d85,ae77a361d620e511,True,one_thread_fair,True,
low_gini_1,callback_s_bucket_diagnostic,300,98c1303491c6ea1a,ae77a361d620e511,True,one_thread_fair,True,
low_gini_1,best_combined_paper_safe,60,4ca4adce6e5c802f,b123a60387c38930,True,one_thread_fair,True,
low_gini_1,best_combined_paper_safe,300,c36fc8161a2f1ab1,b123a60387c38930,True,one_thread_fair,True,
low_gini_1,plain_fixed_interval_mip,1200,9948072172d993ac,3fa039d78c1b46af,True,one_thread_fair,True,
low_gini_1,callback_local_centering,1200,ce2227de8b653c1d,f17ee827e81d7ad7,True,one_thread_fair,True,
low_gini_1,callback_subset_cross_h_centering,1200,8538b06cad78a51d,5b122724f90b6c3a,True,one_thread_fair,True,
low_gini_1,callback_local_q_centering,1200,0a303770a927cf77,17e9afb901e19fda,True,one_thread_fair,True,
low_gini_1,best_combined_paper_safe,1200,f3a975138b3694a3,b123a60387c38930,True,one_thread_fair,True,
low_gini_1,best_combined_paper_safe,3600,699ecad2159a53b4,b123a60387c38930,True,one_thread_fair,True,
low_gini_1,plain_fixed_interval_mip,3600,9c3b55ef8b5b871b,3fa039d78c1b46af,True,one_thread_fair,True,
low_gini_2,plain_fixed_interval_mip,300,0ec0c8139cb9cd3f,df7f1aa859c8801c,True,one_thread_fair,True,
low_gini_2,best_combined_paper_safe,300,ce23991dfaafad08,c170e370e54aef39,True,one_thread_fair,True,
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,49104459257242cd,3ce64ca6b5d3730d,True,one_thread_fair,True,
high_imbalance_seed3201_hard,best_combined_paper_safe,300,199e09f743eb1ea9,7f6156a157f94aa1,True,one_thread_fair,True,
tight_T_seed3102_hard,plain_fixed_interval_mip,300,6aceee0b82bfb351,acf35ccda4df7df5,True,one_thread_fair,True,
tight_T_seed3102_hard,best_combined_paper_safe,300,531e5f136b71305c,5be5f3c8320c592c,True,one_thread_fair,True,
moderate_seed3302_hard,plain_fixed_interval_mip,300,95f7985b0c89f483,814f939210f6d585,True,one_thread_fair,True,
moderate_seed3302_hard,best_combined_paper_safe,300,4fbec9e4fec7dd1e,9849e51c2581e47a,True,one_thread_fair,True,
