vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,7,2,7,0,0,7,399.78425085654226,420.0,9
0,2,7,2,8,5,0,7,12,401.2373896448209,300.0,9
0,3,2,8,4,7,0,12,19,946.521935620032,420.0,9
0,4,8,4,5,0,6,19,13,303.8765979261303,360.0,9
0,5,4,5,11,8,0,13,21,705.5503262639342,480.0,10
0,6,5,11,12,0,6,21,15,625.9961603240339,360.0,9
0,7,11,12,6,0,6,15,9,743.1623331302859,360.0,9
0,8,12,6,10,6,0,9,15,390.5674204629165,360.0,10
0,9,6,10,3,6,0,15,21,236.23466143611623,360.0,9
0,10,10,3,9,0,7,21,14,783.8930239446518,420.0,9
0,11,3,9,1,0,7,14,7,1000.3557039415746,420.0,10
0,12,9,1,0,0,7,7,0,773.9098965575508,420.0,10
