event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.07500004768371582,0.1437100041889344,false,1e+100,true,0,0,0,0,3,1,MIP
1,0.083999872207641602,0.15302661688133837,true,7.5178034850109405,true,0,0,0,4.9406564584124654e-324,3,1,MIP
2,0.16999983787536621,0.35154074216063225,true,7.5178034850109405,true,0.85169082791745399,0,0,4.9406564584124654e-324,3,1,MIP
3,0.1940000057220459,0.3936298894462894,true,7.5178034850109405,true,0.85328134014949852,0,0,4.9406564584124654e-324,3,1,MIP
4,0.26600003242492676,0.50502371963125925,true,7.3092171867348732,true,0.85328134014949852,0,0,9.8813129168249309e-324,3,1,MIP
5,0.34299993515014648,0.67635738938586687,true,7.3092171867348732,true,0.98212250901514409,0,0,9.8813129168249309e-324,3,1,MIP
6,0.37100005149841309,0.70247982021209132,true,5.3475127893854575,true,0.9821225090151442,0,0,2.4703282292062327e-323,3,1,MIP
7,0.39299988746643066,0.74123341618555394,true,5.3475127893854575,true,0.98427235946631098,0,0,2.4703282292062327e-323,3,1,MIP
8,0.53399991989135742,1.0222843065434286,true,5.3475127893854575,true,1.0177100381821622,0,0,2.4703282292062327e-323,3,1,MIP
9,0.54699993133544922,1.0371285060432318,true,5.3473026753860475,true,1.0177100381821622,0,0,2.9643938750474793e-323,3,1,MIP
10,0.56599998474121094,1.0776339789520031,true,5.3473026753860475,true,1.0183836708362968,0,0,2.9643938750474793e-323,3,1,MIP
11,0.67499995231628418,1.2266053261891356,true,5.3473026753860475,true,1.0183836708362968,0,0,2.9643938750474793e-323,3,1,MIP
12,0.74799990653991699,1.3982415309190821,true,5.3473026753860475,true,1.0227939623426765,0,0,2.9643938750474793e-323,3,1,MIP
13,0.77699995040893555,1.4495488196887161,true,5.3473026753860475,true,1.0230054601181076,0,0,2.9643938750474793e-323,3,1,MIP
14,0.87899994850158691,1.5798845532491401,true,5.3473026753860475,true,1.0230054601181076,0,0,2.9643938750474793e-323,3,1,MIP
15,0.95000004768371582,1.7579266549969919,true,5.3473026753860475,true,1.0255513965634437,0,0,2.9643938750474793e-323,3,1,MIP
16,1.0490000247955322,1.8415960039180179,true,3.5462295789437372,true,1.0255513965634437,0,0,8.3991159793011913e-323,3,1,MIP
17,1.1059999465942383,1.9854779879493527,true,3.5462295789437372,true,1.0265927393469054,0,0,8.3991159793011913e-323,3,1,MIP
18,1.2209999561309814,2.1888848666301146,true,3.5462295789437372,true,1.0273230232241757,0,0,8.3991159793011913e-323,3,1,MIP
19,1.247999906539917,2.2236595564335535,true,3.5462295789437372,true,1.0273298820352017,0,0,8.3991159793011913e-323,3,1,MIP
20,1.3289999961853027,2.3506599729060715,true,3.5462295789437372,true,1.027459661623862,0,0,8.3991159793011913e-323,3,1,MIP
21,1.3510000705718994,2.3828798402597622,true,3.5462295789437372,true,1.0275559381373998,0,0,8.3991159793011913e-323,3,1,MIP
22,1.4509999752044678,2.5615565441577881,true,3.5462295789437372,true,1.0276589870652473,0,0,8.3991159793011913e-323,3,1,MIP
23,1.5139999389648438,2.6961227516064175,true,3.5462295789437372,true,1.0277420108905015,0,0,8.3991159793011913e-323,3,1,MIP
24,1.6419999599456787,2.9486089903083803,true,3.5462295789437372,true,1.0277809415363626,0,0,8.3991159793011913e-323,3,1,MIP
25,1.9110000133514404,3.3848150162878041,true,3.364439561370844,true,1.0277810815788264,0,0,1.6798231958602383e-322,3,1,MIP
26,2.0249998569488525,3.6249835623141498,true,3.364439561370844,true,1.0297924802882348,2,4,1.6798231958602383e-322,3,1,MIP
27,2.1979999542236328,3.9797608828290585,true,3.3487767572087561,true,1.0297924802882348,5,7,1.9762625833649862e-322,3,1,MIP
28,2.3409998416900635,4.2850160352540918,true,3.3477903708451198,true,1.0297924802882348,10,12,2.0256691479491108e-322,3,1,MIP
29,2.5809998512268066,4.6021815432367852,true,3.0216737083446277,true,1.0297924802882348,16,18,2.2727019708697341e-322,3,1,MIP
30,2.812999963760376,4.8905988610903526,true,2.885048012234122,true,1.0297924802882348,21,21,2.4703282292062327e-322,3,1,MIP
31,2.874000072479248,5.0187251186427408,true,2.8835562041352651,true,1.0297924802882348,24,24,2.6185479229586067e-322,3,1,MIP
32,2.9960000514984131,5.3005492032198767,true,2.8835562041352651,true,1.0297924802882348,30,28,2.6185479229586067e-322,3,1,MIP
33,3.0659999847412109,5.4532683512328264,true,2.8823805739979727,true,1.0297924802882348,34,32,2.717361052126856e-322,3,1,MIP
34,3.1679999828338623,5.6613381007084103,true,2.8823805739979727,true,1.0297924802882348,48,46,2.717361052126856e-322,3,1,MIP
