hostname,cpu_model,physical_cores,logical_cores,ram_total_bytes,os_version,machine_id,cplex_path,cplex_version,compiler,build_path,build_sha256,git_commit,captured_at,result_package,fresh_run,source_round
WIN-3NO58RVQ4VC,12th Gen Intel(R) Core(TM) i7-12700KF,12,20,34163961856,Microsoft Windows 10 Pro 10.0.19045 build 19045,WIN-3NO58RVQ4VC,C:\Program Files\IBM\ILOG\CPLEX_Studio2211\cplex\bin\x64_win64\cplex.exe,22.1.1.0,"g++.exe (Rev2, Built by MSYS2 project) 14.2.0",build/ExactEBRP.exe,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,2026-07-12T06:40:07+08:00,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round
