result_package,fresh_run,source_round,git_commit,command_hash,run_id,instance,instance_path,instance_class,variant,budget,status,certified_original_problem,LB,UB,gap,runtime,actual_stop_reason,open_leaf_count,closed_leaf_count,certificate_source,frontier_lowest_open_leaf,frontier_worst_gap_leaf,frontier_worst_gap_gamma_L,frontier_worst_gap_gamma_U,frontier_worst_gap_LB,route_cutset_candidates,route_cutset_cuts_added,callback_count,cut_count,node_count,last_bound_improvement_time,time_to_first_valid_LB,time_to_best_LB,engineering_blocker,process_return_code,windows_return_code_hex,plain_comparison_result,incumbent_source_policy,same_run_verified_incumbent_used,diagnostic_evidence_used,paper_core_valid,diagnostic_row,benchmark_only,thread_count,cplex_threads,thread_fairness_class,peak_rss_bytes,raw_json_path,progress_path,log_path,model_export_path,stdout_log_path,ub_event_log_path
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,613a7d33b946769e,full__moderate_seed3302__plain_cplex__1800s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,plain_cplex,1800,not_certified,False,0.12093358804,0.208923500974,0.421158522254,1820.217,none,0,0,,,,,,,0,0,0,0,0,0.0,not_available,1818.1797297,False,0,0x00000000,pending_aggregation,benchmark_internal_incumbent_only,False,False,False,False,True,1,1,one_thread_fair,3783491584,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__plain_cplex__1800s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__1800s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__moderate_seed3302__plain_cplex__1800s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__1800s.stdout.log.txt,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,77c1a9e72c7de405,full__moderate_seed3302__plain_cplex__300s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,plain_cplex,300,not_certified,False,0.11450097091,0.213397988698,0.463439315391,301.612,none,0,0,,,,,,,0,0,0,0,0,0.0,not_available,300.1127629,False,0,0x00000000,pending_aggregation,benchmark_internal_incumbent_only,False,False,False,False,True,1,1,one_thread_fair,91426816,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__plain_cplex__300s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__moderate_seed3302__plain_cplex__300s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__300s.stdout.log.txt,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,48d1f43408d48952,full__moderate_seed3302__plain_cplex__900s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,plain_cplex,900,not_certified,False,0.11965099927,0.219879234597,0.455833109983,902.015,none,0,0,,,,,,,0,0,0,0,0,0.0,not_available,900.8932557,False,0,0x00000000,pending_aggregation,benchmark_internal_incumbent_only,False,False,False,False,True,1,1,one_thread_fair,1610473472,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__plain_cplex__900s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__moderate_seed3302__plain_cplex__900s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__900s.stdout.log.txt,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,8a14bbfd1ac6d96e,full__moderate_seed3302__tailored_callback_telemetry_only__1800s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_callback_telemetry_only,1800,wrapper_timeout_noncertified,False,0.0489090516373,0.195636206549,0.7499999999997444,2101.497,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,135.3180667,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,False,True,False,1,1,one_thread_fair,256507904,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_callback_telemetry_only__1800s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_callback_telemetry_only__1800s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__1800s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__1800s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__1800s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,6d4c3d861880867e,full__moderate_seed3302__tailored_callback_telemetry_only__300s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_callback_telemetry_only,300,gcap_frontier_not_closed,False,0.0244545258186,0.195636206549,0.875,297.681,none,4,2,not_certified,6,6,0.0244545258186,0.0366817887279,0.0244545258186,0,0,3267,0,1787,90.0373758,not_available,206.0080051,False,0,0x00000000,pending_aggregation,same_run_verifier_gated_only,False,False,False,True,False,1,1,one_thread_fair,244649984,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_callback_telemetry_only__300s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_callback_telemetry_only__300s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__moderate_seed3302__tailored_callback_telemetry_only__300s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__300s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__300s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,8ddbef93961e9238,full__moderate_seed3302__tailored_callback_telemetry_only__900s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_callback_telemetry_only,900,wrapper_timeout_noncertified,False,0.0489090516373,0.195636206549,0.7499999999997444,1200.715,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,135.3456434,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,False,True,False,1,1,one_thread_fair,255913984,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_callback_telemetry_only__900s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_callback_telemetry_only__900s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__900s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__900s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__900s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,83674ee809e62e2d,full__moderate_seed3302__tailored_cheap_cuts__1800s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_cheap_cuts,1800,wrapper_timeout_noncertified,False,0.0489090516373,0.195636206549,0.7499999999997444,2101.496,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,135.6063858,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,256622592,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_cheap_cuts__1800s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_cheap_cuts__1800s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__1800s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__1800s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__1800s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,6d26c405d2ea940a,full__moderate_seed3302__tailored_cheap_cuts__300s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_cheap_cuts,300,gcap_frontier_not_closed,False,0.0244545258186,0.195636206549,0.875,297.692,none,4,2,not_certified,6,6,0.0244545258186,0.0366817887279,0.0244545258186,0,0,3221,1,1736,90.0342518,not_available,205.6994366,False,0,0x00000000,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,255393792,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_cheap_cuts__300s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_cheap_cuts__300s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__moderate_seed3302__tailored_cheap_cuts__300s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__300s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__300s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,726c4adc158db5b0,full__moderate_seed3302__tailored_cheap_cuts__900s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_cheap_cuts,900,wrapper_timeout_noncertified,False,0.0489090516373,0.195636206549,0.7499999999997444,1200.731,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,135.282923,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,256569344,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_cheap_cuts__900s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_cheap_cuts__900s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__900s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__900s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__900s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,4fd2a10c3f28c06f,full__moderate_seed3302__tailored_full_static_baseline__1800s,moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard,tailored_full_static_baseline,1800,wrapper_timeout_noncertified,False,0.0489090516373,0.195636206549,0.7499999999997444,2101.611,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,135.4312595,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,257445888,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_full_static_baseline__1800s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_full_static_baseline__1800s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_full_static_baseline__1800s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_full_static_baseline__1800s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_full_static_baseline__1800s.ub_events.csv
