result_package,fresh_run,source_round,git_commit,command_hash,run_id,instance,instance_path,instance_class,variant,budget,status,certified_original_problem,LB,UB,gap,runtime,actual_stop_reason,open_leaf_count,closed_leaf_count,certificate_source,frontier_lowest_open_leaf,frontier_worst_gap_leaf,frontier_worst_gap_gamma_L,frontier_worst_gap_gamma_U,frontier_worst_gap_LB,route_cutset_candidates,route_cutset_cuts_added,callback_count,cut_count,node_count,last_bound_improvement_time,time_to_first_valid_LB,time_to_best_LB,engineering_blocker,process_return_code,windows_return_code_hex,plain_comparison_result,incumbent_source_policy,same_run_verified_incumbent_used,diagnostic_evidence_used,paper_core_valid,diagnostic_row,benchmark_only,thread_count,cplex_threads,thread_fairness_class,peak_rss_bytes,raw_json_path,progress_path,log_path,model_export_path,stdout_log_path,ub_event_log_path
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,1024e43612255395,full__tight_T_seed3102__plain_cplex__1800s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,plain_cplex,1800,not_certified,False,0.48492388962,0.612214622655,0.207918478789,1801.144,none,0,0,,,,,,,0,0,0,0,0,0.0,not_available,1800.169001,False,0,0x00000000,pending_aggregation,benchmark_internal_incumbent_only,False,False,False,False,True,1,1,one_thread_fair,499310592,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__plain_cplex__1800s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__1800s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__plain_cplex__1800s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__1800s.stdout.log.txt,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,59a90b56ec7998ac,full__tight_T_seed3102__plain_cplex__300s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,plain_cplex,300,not_certified,False,0.46597693577,0.615378628222,0.242780112276,301.617,none,0,0,,,,,,,0,0,0,0,0,0.0,not_available,300.1126841,False,0,0x00000000,pending_aggregation,benchmark_internal_incumbent_only,False,False,False,False,True,1,1,one_thread_fair,121434112,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__plain_cplex__300s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__plain_cplex__300s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__300s.stdout.log.txt,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,f30503d9e9143773,full__tight_T_seed3102__plain_cplex__900s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,plain_cplex,900,not_certified,False,0.47816961683,0.607723053154,0.213178413509,901.371,none,0,0,,,,,,,0,0,0,0,0,0.0,not_available,900.1361008,False,0,0x00000000,pending_aggregation,benchmark_internal_incumbent_only,False,False,False,False,True,1,1,one_thread_fair,284291072,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__plain_cplex__900s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__plain_cplex__900s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__900s.stdout.log.txt,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,861588da5fe6afff,full__tight_T_seed3102__tailored_callback_telemetry_only__1800s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_callback_telemetry_only,1800,wrapper_timeout_noncertified,False,0.450176109171,0.600704436685,0.25058634216969283,2101.193,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,147.1343534,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,False,True,False,1,1,one_thread_fair,612687872,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_callback_telemetry_only__1800s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_callback_telemetry_only__1800s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__1800s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__1800s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__1800s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,4bd986ed40fbfd55,full__tight_T_seed3102__tailored_callback_telemetry_only__300s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_callback_telemetry_only,300,gcap_frontier_not_closed,False,0.31574776659,0.600704436685,0.474370843117,303.679,none,3,3,not_certified,6,6,0.0750880545856,0.112632081878,0.31574776659,0,0,5421,0,3333,90.0146203,not_available,212.2299846,False,0,0x00000000,pending_aggregation,same_run_verifier_gated_only,False,False,False,True,False,1,1,one_thread_fair,574607360,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,0152d6a6d4b38d1b,full__tight_T_seed3102__tailored_callback_telemetry_only__900s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_callback_telemetry_only,900,gcap_frontier_not_closed,False,0.31574776659,0.600704436685,0.474370843117,898.339,none,4,7,not_certified,14,14,0.140790102348,0.14548310576,0.31574776659,0,0,8369,0,5170,270.0464954,not_available,625.7581103,False,0,0x00000000,pending_aggregation,same_run_verifier_gated_only,False,False,False,True,False,1,1,one_thread_fair,454246400,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,7edce3e78b6bcc55,full__tight_T_seed3102__tailored_cheap_cuts__1800s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_cheap_cuts,1800,wrapper_timeout_noncertified,False,0.450176109171,0.600704436685,0.25058634216969283,2101.336,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,147.1255819,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,571596800,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_cheap_cuts__1800s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_cheap_cuts__1800s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__1800s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__1800s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__1800s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,e92ad71c2c3fd771,full__tight_T_seed3102__tailored_cheap_cuts__300s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_cheap_cuts,300,gcap_frontier_not_closed,False,0.31574776659,0.600704436685,0.474370843117,303.629,none,3,3,not_certified,6,6,0.0750880545856,0.112632081878,0.31574776659,0,0,3352,1,1988,90.0277716,not_available,212.3249615,False,0,0x00000000,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,298975232,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_cheap_cuts__300s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_cheap_cuts__300s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__tailored_cheap_cuts__300s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__300s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__300s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,0c974af472184aa5,full__tight_T_seed3102__tailored_cheap_cuts__900s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_cheap_cuts,900,gcap_frontier_not_closed,False,0.31574776659,0.600704436685,0.474370843117,898.292,none,4,7,not_certified,14,14,0.140790102348,0.14548310576,0.31574776659,0,0,5749,1,3504,270.0767947,not_available,626.4629886,False,0,0x00000000,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,560701440,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_cheap_cuts__900s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_cheap_cuts__900s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/full__tight_T_seed3102__tailored_cheap_cuts__900s.lp,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__900s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__900s.ub_events.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,2dcfbb9959637d2c,full__tight_T_seed3102__tailored_full_static_baseline__1800s,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard,tailored_full_static_baseline,1800,wrapper_timeout_noncertified,False,0.450176109171,0.600704436685,0.25058634216969283,2101.182,wrapper_timeout_noncertified,0,0,No certificate: wrapper retained only an audited package-local checkpoint.,,,,,,0,0,0,0,0,0.0,not_available,147.3547437,True,1,0x00000001,pending_aggregation,same_run_verifier_gated_only,False,False,True,False,False,1,1,one_thread_fair,373379072,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_full_static_baseline__1800s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_full_static_baseline__1800s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_full_static_baseline__1800s.solver.log.txt,,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_full_static_baseline__1800s.stdout.log.txt,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_full_static_baseline__1800s.ub_events.csv
