snapshot_id,snapshot_source,V,variable_count,unknown_unparsed_count,unknown_unparsed_fraction,family_counts,S,P,H,G,W_SP,W_GS,sum_i_w_i_T_SP_i,reconstructed_S_times_P,reconstructed_H_over_VS,G_gap,SP_gap,root_LP_objective,top_fractional_z,top_fractional_x,top_fractional_p,top_fractional_d,top_r_i,top_Y_i,top_e_i,top_h_i_j,top_T_SP_i,top_q_i,top_route_support_station_sets_by_vehicle,route_fractionality_score,z_fractionality_score,x_fractionality_score,fractional_z_count,fractional_x_count,W_GS_gap,SP_gap_disaggregated,SP_gap_aggregate,GSH_gap,objective_estimator_slack,result_package,fresh_run,source_round,instance,variant,budget_seconds,child_json_path
engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s:first_relaxation_callback,first_relaxation_callback,20,2114,0,0.0,G=1;McCormick auxiliary variables=130;W_SP=1;Y_i=20;bit variables=110;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=2;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,30.937159307129107,2.700861746778188,60.981657647875785,0.09713772140812064,59.73316942925344,not_available,not_available,83.5569901266078,0.0985572997224462,0.0014195783143255564,23.823820697354364,,z_1_13:0.501294|z_2_20:0.548189|z_2_8:0.451811|z_1_16:0.44241|z_0_12:0.405941|z_0_3:0.405941|z_0_2:0.594059|z_0_17:0.594059,x_2_8_20:0.451811|x_2_20_8:0.451811|x_1_7_13:0.419867|x_1_13_7:0.419867|x_0_3_12:0.405941|x_0_12_3:0.405941|x_0_2_17:0.594059|x_0_17_2:0.594059,p_0_20:4.55198|p_1_12:3.36873|p_1_14:7.28708|p_2_8:11.7471|p_2_20:14.2529|p_0_14:11.2377|p_0_8:3.20053|p_1_20:7.1951,d_0_16:0.516362|d_2_7:0.548719|d_2_18:5.55379|d_0_17:15.4455|d_0_3:2.43564|d_2_17:10.4299|d_2_2:4.57155|d_1_15:3.62514,r_20:3|r_19:2.0747|r_11:1.66667|r_9:1.47059|r_12:1.27586|r_4:1.27586|r_10:1.27586|r_8:1.23216,Y_7:41.8935|Y_4:37|Y_11:35|Y_19:29.0457|Y_16:28.3397|Y_1:28|Y_17:25.8754|Y_9:25,e_20:2|e_19:1.0747|e_11:0.666667|e_9:0.470588|e_12:0.275862|e_4:0.275862|e_10:0.275862|e_8:0.232163,h_1_20:1.88|h_14_20:1.77617|h_13_20:1.76784|h_6_20:1.76784|h_5_20:1.76784|h_18_20:1.76784|h_8_20:1.76784|h_7_20:1.76784,,,"k0:z_0_5=0.62541,z_0_14=0.62541,z_0_2=0.59406,z_0_17=0.59406,z_0_12=0.40594,z_0_3=0.40594|k1:z_1_7=0.72428,z_1_13=0.50129,z_1_16=0.44241,z_1_5=0.347,z_1_14=0.347,z_1_8=0.27673|k2:z_2_20=0.54819,z_2_8=0.45181,z_2_17=0.40115,z_2_16=0.36149,z_2_10=0.32229,z_2_2=0.30477",18.926427469614353,9.189446936023945,9.736980533590401,34,43,not_available,not_available,23.823820697354364,0.0014195783143255564,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3102,tailored_route_leaf,300,results/gf_tailored_bc_fair_diagnosis_round/raw/engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s.json
engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s:first_relaxation_callback,first_relaxation_callback,20,2114,0,0.0,G=1;McCormick auxiliary variables=130;W_SP=1;Y_i=20;bit variables=110;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=2;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,30.937159307129107,2.700861746778188,60.981657647875785,0.09713772140812064,59.73316942925344,not_available,not_available,83.5569901266078,0.0985572997224462,0.0014195783143255564,23.823820697354364,,z_1_13:0.501294|z_2_20:0.548189|z_2_8:0.451811|z_1_16:0.44241|z_0_12:0.405941|z_0_3:0.405941|z_0_2:0.594059|z_0_17:0.594059,x_2_8_20:0.451811|x_2_20_8:0.451811|x_1_7_13:0.419867|x_1_13_7:0.419867|x_0_3_12:0.405941|x_0_12_3:0.405941|x_0_2_17:0.594059|x_0_17_2:0.594059,p_0_20:4.55198|p_1_12:3.36873|p_1_14:7.28708|p_2_8:11.7471|p_2_20:14.2529|p_0_14:11.2377|p_0_8:3.20053|p_1_20:7.1951,d_0_16:0.516362|d_2_7:0.548719|d_2_18:5.55379|d_0_17:15.4455|d_0_3:2.43564|d_2_17:10.4299|d_2_2:4.57155|d_1_15:3.62514,r_20:3|r_19:2.0747|r_11:1.66667|r_9:1.47059|r_12:1.27586|r_4:1.27586|r_10:1.27586|r_8:1.23216,Y_7:41.8935|Y_4:37|Y_11:35|Y_19:29.0457|Y_16:28.3397|Y_1:28|Y_17:25.8754|Y_9:25,e_20:2|e_19:1.0747|e_11:0.666667|e_9:0.470588|e_12:0.275862|e_4:0.275862|e_10:0.275862|e_8:0.232163,h_1_20:1.88|h_14_20:1.77617|h_13_20:1.76784|h_6_20:1.76784|h_5_20:1.76784|h_18_20:1.76784|h_8_20:1.76784|h_7_20:1.76784,,,"k0:z_0_5=0.62541,z_0_14=0.62541,z_0_2=0.59406,z_0_17=0.59406,z_0_12=0.40594,z_0_3=0.40594|k1:z_1_7=0.72428,z_1_13=0.50129,z_1_16=0.44241,z_1_5=0.347,z_1_14=0.347,z_1_8=0.27673|k2:z_2_20=0.54819,z_2_8=0.45181,z_2_17=0.40115,z_2_16=0.36149,z_2_10=0.32229,z_2_2=0.30477",18.926427469614353,9.189446936023945,9.736980533590401,34,43,not_available,not_available,23.823820697354364,0.0014195783143255564,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3102,tailored_route_leaf,900,results/gf_tailored_bc_fair_diagnosis_round/raw/engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s.json
interval_12:first_relaxation_callback,first_relaxation_callback,12,1476,0,0.0,G=3;McCormick auxiliary variables=255;W_SP=3;Y_i=36;bit variables=219;d_k_i=36;e_i=36;h_i_j=198;load variables=36;objective-estimator auxiliary variables=6;p_k_i=36;r_i=36;service/mode variables=72;x_k_i_j=468;z_k_i=36,16.790999217043964,2.014514092966481,39.920637997755065,0.223250364505,2.880016783046222,not_available,not_available,33.825704557724215,0.19812518541299298,-0.02512517909200701,30.945687774677992,,z_0_5:0.396778|z_0_5:0.396778|z_0_5:0.396778|z_0_1:0.368238|z_0_1:0.368238|z_0_1:0.368238|z_0_10:0.644937|z_0_10:0.644937,x_0_5_1:0.368238|x_0_5_1:0.368238|x_0_1_5:0.368238|x_0_1_5:0.368238|x_0_5_1:0.368238|x_0_1_5:0.368238|x_0_12_10:0.644937|x_0_10_12:0.644937,p_0_10:0.644937|p_0_10:0.644937|p_0_10:0.644937|p_0_7:6.32357|p_0_7:6.32357|p_0_7:6.32357|p_0_5:10.3162|p_0_5:10.3162,d_0_11:0.623689|d_0_11:0.623689|d_0_11:0.623689|d_0_12:16.7471|d_0_12:16.7471|d_0_12:16.7471|d_0_4:4.14843|d_0_4:4.14843,r_1:1.8897|r_5:1.8897|r_5:1.8897|r_1:1.8897|r_1:1.8897|r_7:1.8897|r_5:1.8897|r_7:1.8897,Y_2:59|Y_2:59|Y_2:59|Y_9:42|Y_9:42|Y_9:42|Y_5:39.6838|Y_5:39.6838,e_1:0.889703|e_5:0.889703|e_5:0.889703|e_1:0.889703|e_1:0.889703|e_7:0.889703|e_5:0.889703|e_7:0.889703,h_5_11:1.38146|h_5_11:1.38146|h_4_5:1.38146|h_4_5:1.38146|h_1_11:1.38146|h_1_11:1.38146|h_1_4:1.38146|h_1_4:1.38146,,,"k0:z_0_12=0.66988,z_0_12=0.66988,z_0_12=0.66988,z_0_10=0.64494,z_0_10=0.64494,z_0_10=0.64494",13.256259472943178,6.339832169237191,6.916427303705978,30,48,not_available,not_available,30.945687774677992,-0.02512517909200701,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1,tailored_route_cutset_callback,300,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__300s_auto_oracle/interval_12.json
interval_13:first_relaxation_callback,first_relaxation_callback,12,4428,0,0.0,G=9;McCormick auxiliary variables=765;W_SP=9;Y_i=108;bit variables=657;d_k_i=108;e_i=108;h_i_j=594;load variables=108;objective-estimator auxiliary variables=18;p_k_i=108;r_i=108;service/mode variables=216;x_k_i_j=1404;z_k_i=108,16.891311883704457,5.815292756794675,42.006856471297525,0.234412882731,2.784600560406963,not_available,not_available,98.22792365006636,0.2072409411838065,-0.02717194154719349,95.4433230896594,,z_0_10:0.58899|z_0_10:0.58899|z_0_10:0.58899|z_0_10:0.58899|z_0_10:0.58899|z_0_10:0.58899|z_0_10:0.58899|z_0_10:0.58899,x_0_12_10:0.58899|x_0_12_10:0.58899|x_0_12_10:0.58899|x_0_12_10:0.58899|x_0_12_10:0.58899|x_0_12_10:0.58899|x_0_10_12:0.58899|x_0_10_12:0.58899,p_0_7:5.50455|p_0_7:5.50455|p_0_7:5.50455|p_0_7:5.50455|p_0_7:5.50455|p_0_7:5.50455|p_0_7:5.50455|p_0_7:5.50455,d_0_4:3.4|d_0_4:3.4|d_0_4:3.4|d_0_4:3.4|d_0_4:3.4|d_0_4:3.4|d_0_4:3.4|d_0_4:3.4,r_1:1.95795|r_1:1.95795|r_1:1.95795|r_7:1.95795|r_7:1.95795|r_7:1.95795|r_7:1.95795|r_7:1.95795,Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59,e_1:0.957954|e_1:0.957954|e_1:0.957954|e_7:0.957954|e_7:0.957954|e_7:0.957954|e_7:0.957954|e_7:0.957954,h_1_4:1.49129|h_1_4:1.49129|h_1_4:1.49129|h_1_11:1.49129|h_1_11:1.49129|h_1_11:1.49129|h_7_11:1.49129|h_7_11:1.49129,,,"k0:z_0_12=0.72866,z_0_12=0.72866,z_0_12=0.72866,z_0_12=0.72866,z_0_12=0.72866,z_0_12=0.72866",40.85124095409086,18.530610073881803,22.320630880209087,90,144,not_available,not_available,95.4433230896594,-0.02717194154719349,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1,tailored_route_cutset_callback,900,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__900s_auto_oracle/interval_13.json
interval_14:first_relaxation_callback,first_relaxation_callback,20,6354,0,0.0,G=3;McCormick auxiliary variables=396;W_SP=3;Y_i=60;bit variables=336;d_k_i=180;e_i=60;h_i_j=570;load variables=180;objective-estimator auxiliary variables=6;p_k_i=180;r_i=60;service/mode variables=360;x_k_i_j=3780;z_k_i=180,53.164190234500644,35.79356238005745,431.66072132792175,0.48560267857142864,423.8193625409025,not_available,not_available,1902.93575954384,0.40596943113768863,-0.07963324743374,1479.1163970029374,,z_0_7:0.495409|z_0_16:0.495409|z_0_13:0.490685|z_0_13:0.490685|z_0_10:0.490685|z_0_10:0.490685|z_2_2:0.516129|z_2_5:0.516129,x_0_7_16:0.495409|x_0_16_7:0.495409|x_0_13_10:0.490685|x_0_13_10:0.490685|x_0_10_13:0.490685|x_0_10_13:0.490685|x_2_5_2:0.516129|x_2_2_5:0.516129,p_2_20:0.479489|p_2_20:0.479489|p_1_20:0.520511|p_1_20:0.520511|p_2_14:12.4667|p_2_14:12.4667|p_1_14:13.5333|p_1_14:13.5333,d_2_7:6.49023|d_2_7:6.49023|d_0_1:0.545455|d_0_1:0.545455|d_0_7:4.44051|d_0_7:4.44051|d_1_19:3.41831|d_1_19:3.41831,r_14:9|r_14:9|r_14:9|r_4:4.88889|r_4:4.88889|r_4:4.88889|r_20:4|r_20:4,Y_6:45|Y_6:45|Y_6:45|Y_4:44|Y_4:44|Y_4:44|Y_20:40|Y_20:40,e_14:8|e_14:8|e_14:8|e_4:3.88889|e_4:3.88889|e_4:3.88889|e_20:3|e_20:3,h_14_18:8.78201|h_14_18:8.78201|h_14_18:8.78201|h_9_14:8.76923|h_9_14:8.76923|h_9_14:8.76923|h_14_15:8.74286|h_14_15:8.74286,,,"k0:z_0_19=0.54545,z_0_19=0.54545,z_0_1=0.54545,z_0_1=0.54545,z_0_7=0.49541,z_0_16=0.49541|k1:z_1_20=0.53571,z_1_14=0.53571,z_1_20=0.52051,z_1_20=0.52051,z_1_14=0.52051,z_1_14=0.52051|k2:z_2_5=0.51613,z_2_2=0.51613,z_2_20=0.47949,z_2_20=0.47949,z_2_14=0.47949,z_2_14=0.47949",56.69268488725386,28.346342443626916,28.346342443626916,82,82,not_available,not_available,1479.1163970029374,-0.07963324743374,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,high_imbalance_seed3201,tailored_route_cutset_callback,1800,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3201__tailored_route_cutset_callback__1800s_auto_oracle/interval_14.json
interval_15:first_relaxation_callback,first_relaxation_callback,12,2952,0,0.0,G=6;McCormick auxiliary variables=510;W_SP=6;Y_i=72;bit variables=438;d_k_i=72;e_i=72;h_i_j=396;load variables=72;objective-estimator auxiliary variables=12;p_k_i=72;r_i=72;service/mode variables=144;x_k_i_j=936;z_k_i=72,16.853138409273942,4.1072571011811325,39.09224471383567,0.217669105393,2.9314795963117914,not_available,not_available,69.22017240867889,0.19329854062633617,-0.024370564766663827,66.2886928123671,,z_0_10:0.546772|z_0_10:0.546772|z_0_10:0.546772|z_0_10:0.546772|z_0_10:0.546772|z_0_10:0.546772|z_0_5:0.39904|z_0_5:0.39904,x_0_12_10:0.546772|x_0_12_10:0.546772|x_0_12_10:0.546772|x_0_12_10:0.546772|x_0_10_12:0.546772|x_0_10_12:0.546772|x_0_10_12:0.546772|x_0_10_12:0.546772,p_0_10:0.546772|p_0_10:0.546772|p_0_10:0.546772|p_0_10:0.546772|p_0_10:0.546772|p_0_10:0.546772|p_0_5:10.375|p_0_5:10.375,d_0_11:1.4063|d_0_11:1.4063|d_0_11:1.4063|d_0_11:1.4063|d_0_11:1.4063|d_0_11:1.4063|d_0_4:5.08756|d_0_4:5.08756,r_5:1.8869|r_5:1.8869|r_7:1.8869|r_7:1.8869|r_7:1.8869|r_7:1.8869|r_5:1.8869|r_5:1.8869,Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_9:42|Y_9:42,e_5:0.886903|e_5:0.886903|e_7:0.886903|e_7:0.886903|e_7:0.886903|e_7:0.886903|e_5:0.886903|e_5:0.886903,h_5_11:1.32648|h_5_11:1.32648|h_4_5:1.32648|h_4_5:1.32648|h_7_11:1.32648|h_7_11:1.32648|h_7_11:1.32648|h_7_11:1.32648,,,"k0:z_0_12=0.60302,z_0_12=0.60302,z_0_12=0.60302,z_0_12=0.60302,z_0_12=0.60302,z_0_12=0.60302",29.52794729801604,14.10042409502475,15.427523202991294,60,96,not_available,not_available,66.2886928123671,-0.024370564766663827,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1,tailored_route_cutset_callback,900,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__900s_auto_oracle/interval_15.json
interval_18:first_relaxation_callback,first_relaxation_callback,12,2952,0,0.0,G=6;McCormick auxiliary variables=510;W_SP=6;Y_i=72;bit variables=438;d_k_i=72;e_i=72;h_i_j=396;load variables=72;objective-estimator auxiliary variables=12;p_k_i=72;r_i=72;service/mode variables=144;x_k_i_j=936;z_k_i=72,16.790999217043964,4.029028185932963,39.9206379977551,0.223250364505,2.8800167830462216,not_available,not_available,67.65140911544844,0.19812518541299315,-0.025125179092006844,64.77139233240223,,z_0_5:0.396778|z_0_5:0.396778|z_0_5:0.396778|z_0_5:0.396778|z_0_5:0.396778|z_0_5:0.396778|z_0_1:0.368238|z_0_1:0.368238,x_0_5_1:0.368238|x_0_5_1:0.368238|x_0_1_5:0.368238|x_0_1_5:0.368238|x_0_5_1:0.368238|x_0_5_1:0.368238|x_0_5_1:0.368238|x_0_5_1:0.368238,p_0_10:0.644937|p_0_10:0.644937|p_0_10:0.644937|p_0_10:0.644937|p_0_10:0.644937|p_0_10:0.644937|p_0_7:6.32357|p_0_7:6.32357,d_0_11:0.623689|d_0_11:0.623689|d_0_11:0.623689|d_0_11:0.623689|d_0_11:0.623689|d_0_11:0.623689|d_0_12:16.7471|d_0_12:16.7471,r_7:1.8897|r_7:1.8897|r_5:1.8897|r_5:1.8897|r_1:1.8897|r_1:1.8897|r_1:1.8897|r_1:1.8897,Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_9:42|Y_9:42,e_7:0.889703|e_7:0.889703|e_5:0.889703|e_5:0.889703|e_1:0.889703|e_1:0.889703|e_1:0.889703|e_1:0.889703,h_7_11:1.38146|h_7_11:1.38146|h_4_7:1.38146|h_4_7:1.38146|h_5_11:1.38146|h_5_11:1.38146|h_4_5:1.38146|h_4_5:1.38146,,,"k0:z_0_12=0.66988,z_0_12=0.66988,z_0_12=0.66988,z_0_12=0.66988,z_0_12=0.66988,z_0_12=0.66988",26.51251894588631,12.679664338474385,13.832854607411965,60,96,not_available,not_available,64.77139233240223,-0.025125179092006844,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1,tailored_route_cutset_callback,900,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__900s_auto_oracle/interval_18.json
interval_1:first_relaxation_callback,first_relaxation_callback,20,19026,0,0.0,G=9;McCormick auxiliary variables=1170;W_SP=9;Y_i=180;bit variables=990;d_k_i=540;e_i=180;h_i_j=1710;load variables=540;objective-estimator auxiliary variables=18;p_k_i=540;r_i=180;service/mode variables=1080;x_k_i_j=11340;z_k_i=540,28.435328276436493,15.68972785612148,83.08409010835213,0.15541775062427246,52.853414477062856,not_available,not_available,446.1425621567645,0.1460930735538605,-0.009324677070411957,393.2891476797016,,z_0_8:0.5|z_0_8:0.5|z_0_20:0.5|z_0_20:0.5|z_0_19:0.47865|z_0_10:0.477345|z_2_12:0.524694|z_2_12:0.524694,x_0_8_20:0.5|x_0_8_20:0.5|x_0_20_8:0.5|x_0_20_8:0.5|x_0_17_14:0.481789|x_0_17_14:0.481789|x_0_17_14:0.481789|x_0_17_14:0.481789,p_2_12:2.50711|p_2_12:2.50711|p_0_14:15.5463|p_0_14:15.5463|p_0_14:15.5463|p_0_14:15.5463|p_2_8:10.4512|p_2_8:10.4512,d_0_16:3.50034|d_1_16:19.4997|d_0_16:18.496|d_0_16:18.496|d_0_12:10.4939|d_2_12:10.4939|d_2_12:10.4939|d_0_7:2.52363,r_20:3|r_20:3|r_20:3|r_20:3|r_20:3|r_20:3|r_19:2.21429|r_19:2.21429,Y_4:37|Y_4:37|Y_4:37|Y_4:37|Y_4:37|Y_4:37|Y_11:35|Y_11:35,e_20:2|e_20:2|e_20:2|e_20:2|e_20:2|e_20:2|e_19:1.21429|e_19:1.21429,h_8_20:2|h_8_20:2|h_8_20:2|h_8_20:2|h_8_20:2|h_8_20:2|h_7_20:2|h_7_20:2,,,"k0:z_0_14=0.7403,z_0_14=0.7403,z_0_14=0.7403,z_0_14=0.7403,z_0_4=0.73984,z_0_4=0.73984|k1:z_1_4=0.77999,z_1_16=0.77999,z_1_19=0.60146,z_1_19=0.60146,z_1_12=0.54677,z_1_12=0.54677|k2:z_2_14=0.85185,z_2_14=0.85185,z_2_14=0.58824,z_2_14=0.58824,z_2_11=0.58824,z_2_11=0.58824",137.33833900731946,66.41347024409323,70.92486876322587,246,287,not_available,not_available,393.2891476797016,-0.009324677070411957,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3102,tailored_route_cutset_callback,900,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_route_cutset_callback__900s_auto_oracle/interval_1.json
interval_21:first_candidate_callback,first_candidate_callback,12,2952,0,0.0,G=6;McCormick auxiliary variables=510;W_SP=6;Y_i=72;bit variables=438;d_k_i=72;e_i=72;h_i_j=396;load variables=72;objective-estimator auxiliary variables=12;p_k_i=72;r_i=72;service/mode variables=144;x_k_i_j=936;z_k_i=72,17.6361021071376,5.582881729541162,39.83947154308121,0.21762853996915613,3.874521477302902,not_available,not_available,98.4602722342609,0.18824771719708958,-0.02938082277206655,94.58575075695799,,,,,,r_5:2.38095|r_5:2.38095|r_5:2.38095|r_5:2.38095|r_5:2.38095|r_5:2.38095|r_1:2.35|r_1:2.35,Y_2:56|Y_2:56|Y_2:56|Y_2:56|Y_2:56|Y_2:56|Y_5:50|Y_5:50,e_5:1.38095|e_5:1.38095|e_5:1.38095|e_5:1.38095|e_5:1.38095|e_5:1.38095|e_1:1.35|e_1:1.35,h_5_12:1.93651|h_5_12:1.93651|h_5_12:1.93651|h_5_12:1.93651|h_5_12:1.93651|h_5_12:1.93651|h_1_12:1.90556|h_1_12:1.90556,,,"k0:z_0_7=1,z_0_7=1,z_0_7=1,z_0_7=1,z_0_7=1,z_0_7=1",0.0,0.0,0.0,0,0,not_available,not_available,94.58575075695799,-0.02938082277206655,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1,tailored_route_cutset_callback,900,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__900s_auto_oracle/interval_21.json
interval_21:first_relaxation_callback,first_relaxation_callback,12,2952,0,0.0,G=6;McCormick auxiliary variables=510;W_SP=6;Y_i=72;bit variables=438;d_k_i=72;e_i=72;h_i_j=396;load variables=72;objective-estimator auxiliary variables=12;p_k_i=72;r_i=72;service/mode variables=144;x_k_i_j=936;z_k_i=72,16.8844115483249,4.14662780518556,38.675334589529605,0.214878475836,2.9573795743683315,not_available,not_available,70.01337040048018,0.19088284716959622,-0.023995628666403784,67.05599082611185,,z_0_10:0.497368|z_0_10:0.497368|z_0_10:0.497368|z_0_10:0.497368|z_0_10:0.497368|z_0_10:0.497368|z_0_12:0.569375|z_0_12:0.569375,x_0_12_10:0.497368|x_0_12_10:0.497368|x_0_12_10:0.497368|x_0_12_10:0.497368|x_0_10_12:0.497368|x_0_10_12:0.497368|x_0_10_12:0.497368|x_0_10_12:0.497368,p_0_10:0.497368|p_0_10:0.497368|p_0_10:0.497368|p_0_10:0.497368|p_0_10:0.497368|p_0_10:0.497368|p_0_5:10.4046|p_0_5:10.4046,d_0_4:5.56021|d_0_4:5.56021|d_0_4:5.56021|d_0_4:5.56021|d_0_4:5.56021|d_0_4:5.56021|d_0_12:14.2344|d_0_12:14.2344,r_5:1.88549|r_5:1.88549|r_7:1.88549|r_7:1.88549|r_1:1.88549|r_1:1.88549|r_5:1.88549|r_5:1.88549,Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_2:59|Y_9:42|Y_9:42,e_5:0.885494|e_5:0.885494|e_7:0.885494|e_7:0.885494|e_1:0.885494|e_1:0.885494|e_5:0.885494|e_5:0.885494,h_5_11:1.29882|h_5_11:1.29882|h_4_5:1.29882|h_4_5:1.29882|h_5_11:1.29882|h_5_11:1.29882|h_5_11:1.29882|h_5_11:1.29882,,,"k0:z_0_12=0.56938,z_0_12=0.56938,z_0_12=0.56938,z_0_12=0.56938,z_0_12=0.56938,z_0_12=0.56938",30.950801991270506,14.783878872633128,16.166923118637406,60,96,not_available,not_available,67.05599082611185,-0.023995628666403784,not_available,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1,tailored_route_cutset_callback,900,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__900s_auto_oracle/interval_21.json
