result_package,fresh_run,source_round,check,passed,reason
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,package_rows_use_only_allowed_roles,True,diagnostic and benchmark rows are never merged into paper ledgers
