result_package,fresh_run,source_round,run_id,instance,variant,budget,leaf_id,parent_interval_id,G_L,G_U,S_L,S_U,leaf_type,leaf_selected_order,leaf_start_time,leaf_end_time,leaf_runtime,leaf_status,leaf_LB,leaf_UB_or_cutoff,leaf_gap,leaf_gap_contribution_to_parent,subsolver_variant,callback_profile,S_bucket_mode,route_cutset_enabled,route_cutset_candidates,route_cutset_cuts_added,callback_count,cut_count,node_count,last_bound_improvement_time,finalization_source,reason_closed_or_open,closure_source,interval_bound_valid,error_code,child_json_path,source_csv_path
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,0,,0,0.0122881381662,,,replaced_parent,not_called,not_logged,not_logged,0,replaced_by_children,0.0,0.0491525526647,0.0491525526647,0.0,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,split_parent_replaced,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,1,,0.0122881381662,0.0245762763324,,,replaced_parent,not_called,not_logged,not_logged,0,replaced_by_children,0.0122881381662,0.0491525526647,0.036864414498499996,0.0,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,split_parent_replaced,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,2,,0.0245762763324,0.0368644144986,4.6455026455,28.7993876794,open,1,not_logged,not_logged,90.1095361,unresolved,0.04885,0.049153,0.00030300000000000465,0.00030300000000000465,tailored_callback_telemetry_only,off,off,False,0,0,3050,0,2054,90.0206596,solver_final_json,tree_not_started_before_time_limit_or_reserve,unresolved,true,0x00000000,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s_auto_oracle/interval_2.json,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,3,,0.0368644144986,0.0491525526647,,,open,not_called,not_logged,not_logged,0,unresolved,0.0368644144986,0.0491525526647,0.012288138166099999,0.012288138166099999,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,tree_not_started_before_time_limit_or_reserve,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,4,,0,0.00614406908309,,,closed,not_called,not_logged,not_logged,0,bound_fathomed,0.0491525526647,0.0491525526647,0.0,0.0,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,inventory_route_gini_relaxation,relaxation_bound,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,5,,0.00614406908309,0.0122881381662,,,closed,not_called,not_logged,not_logged,0,bound_fathomed,0.0491525526647,0.0491525526647,0.0,0.0,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,inventory_route_gini_relaxation,relaxation_bound,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,6,,0.0122881381662,0.0184322072493,,,replaced_parent,not_called,not_logged,not_logged,0,replaced_by_children,0.0122881381662,0.0491525526647,0.036864414498499996,0.0,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,split_parent_replaced,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,7,,0.0184322072493,0.0245762763324,,,open,not_called,not_logged,not_logged,0,unresolved,0.0184322072493,0.0491525526647,0.0307203454154,0.0307203454154,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,tree_not_started_before_time_limit_or_reserve,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,8,,0.0122881381662,0.0153601727077,,,open,not_called,not_logged,not_logged,0,unresolved,0.0122881381662,0.0491525526647,0.036864414498499996,0.036864414498499996,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,tree_not_started_before_time_limit_or_reserve,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,300,9,,0.0153601727077,0.0184322072493,,,open,not_called,not_logged,not_logged,0,unresolved,0.0153601727077,0.0491525526647,0.033792379957,0.033792379957,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,tree_not_started_before_time_limit_or_reserve,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.merged.intervals.csv
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__300s,moderate_seed3301,tailored_cheap_cuts,300,0,,0,0.0122881381662,,,replaced_parent,not_called,not_logged,not_logged,0,replaced_by_children,0.0,0.0491525526647,0.0491525526647,0.0,relaxation_only,not_called,off,False,0,0,0,0,0,,not_called,split_parent_replaced,unresolved,true,,,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_cheap_cuts__300s.merged.intervals.csv
