result_package,fresh_run,source_round,comparison_id,instance,variant,budget_seconds,plain_budget_seconds,tailored_budget_seconds,plain_cplex_threads,tailored_cplex_threads,same_hardware,plain_status,plain_certified,plain_LB,plain_UB,plain_gap,plain_runtime,plain_raw_json_path,plain_engineering_blocker,tailored_status,tailored_certified,tailored_LB,tailored_UB,tailored_gap,tailored_runtime,tailored_raw_json_path,tailored_engineering_blocker,comparison_result,reason,bound_used,diagnostic_variant
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_static_no_callback:300,V12_M1,tailored_static_no_callback,300,300,300,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,182.763,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__300s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,218.237,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_static_no_callback__300s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_callback_telemetry_only:300,V12_M1,tailored_callback_telemetry_only,300,300,300,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,182.763,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__300s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,301.694,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_callback_telemetry_only__300s.json,False,plain_better,both_certified_runtime,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_cheap_cuts:300,V12_M1,tailored_cheap_cuts,300,300,300,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,182.763,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__300s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,299.603,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_cheap_cuts__300s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_full_static_baseline:300,V12_M1,tailored_full_static_baseline,300,300,300,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,182.763,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__300s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,218.218,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_full_static_baseline__300s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_route_cutset_callback:300,V12_M1,tailored_route_cutset_callback,300,300,300,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,182.763,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__300s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,301.607,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__300s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_static_no_callback:900,V12_M1,tailored_static_no_callback,900,900,900,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,184.749,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__900s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,676.295,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_static_no_callback__900s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_callback_telemetry_only:900,V12_M1,tailored_callback_telemetry_only,900,900,900,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,184.749,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__900s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,733.732,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_callback_telemetry_only__900s.json,False,plain_better,both_certified_runtime,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_cheap_cuts:900,V12_M1,tailored_cheap_cuts,900,900,900,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,184.749,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__900s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,764.488,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_cheap_cuts__900s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_full_static_baseline:900,V12_M1,tailored_full_static_baseline,900,900,900,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,184.749,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__900s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,679.392,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_full_static_baseline__900s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_route_cutset_callback:900,V12_M1,tailored_route_cutset_callback,900,900,900,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,184.749,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__900s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,734.015,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__900s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_static_no_callback:1800,V12_M1,tailored_static_no_callback,1800,1800,1800,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,202.832,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__1800s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,1296.317,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_static_no_callback__1800s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_callback_telemetry_only:1800,V12_M1,tailored_callback_telemetry_only,1800,1800,1800,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,202.832,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__1800s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,1376.786,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_callback_telemetry_only__1800s.json,False,plain_better,both_certified_runtime,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_cheap_cuts:1800,V12_M1,tailored_cheap_cuts,1800,1800,1800,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,202.832,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__1800s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,1377.215,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_cheap_cuts__1800s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_full_static_baseline:1800,V12_M1,tailored_full_static_baseline,1800,1800,1800,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,202.832,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__1800s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,1301.277,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_full_static_baseline__1800s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M1:tailored_route_cutset_callback:1800,V12_M1,tailored_route_cutset_callback,1800,1800,1800,1,1,True,optimal,True,0.357200583208,0.357200583208,0.0,202.832,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__plain_cplex__1800s.json,False,optimal,True,0.357200583208,0.357200583208,0.0,1346.266,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M1__tailored_route_cutset_callback__1800s.json,False,plain_better,both_certified_runtime,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_static_no_callback:300,V12_M2,tailored_static_no_callback,300,300,300,1,1,True,not_certified,False,0.62363611398,0.72439493548,0.139093768558,301.563,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__300s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,201.528,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_static_no_callback__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_callback_telemetry_only:300,V12_M2,tailored_callback_telemetry_only,300,300,300,1,1,True,not_certified,False,0.62363611398,0.72439493548,0.139093768558,301.563,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__300s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,201.489,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_callback_telemetry_only__300s.json,False,tailored_better,tailored_certified_plain_open,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_cheap_cuts:300,V12_M2,tailored_cheap_cuts,300,300,300,1,1,True,not_certified,False,0.62363611398,0.72439493548,0.139093768558,301.563,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__300s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,203.408,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_cheap_cuts__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_full_static_baseline:300,V12_M2,tailored_full_static_baseline,300,300,300,1,1,True,not_certified,False,0.62363611398,0.72439493548,0.139093768558,301.563,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__300s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,201.54,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_full_static_baseline__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_route_cutset_callback:300,V12_M2,tailored_route_cutset_callback,300,300,300,1,1,True,not_certified,False,0.62363611398,0.72439493548,0.139093768558,301.563,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__300s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,201.569,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_route_cutset_callback__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_static_no_callback:900,V12_M2,tailored_static_no_callback,900,900,900,1,1,True,not_certified,False,0.64539290434,0.718504070755,0.101754700343,901.875,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__900s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.673,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_static_no_callback__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_callback_telemetry_only:900,V12_M2,tailored_callback_telemetry_only,900,900,900,1,1,True,not_certified,False,0.64539290434,0.718504070755,0.101754700343,901.875,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__900s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.738,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_callback_telemetry_only__900s.json,False,tailored_better,tailored_certified_plain_open,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_cheap_cuts:900,V12_M2,tailored_cheap_cuts,900,900,900,1,1,True,not_certified,False,0.64539290434,0.718504070755,0.101754700343,901.875,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__900s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.714,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_cheap_cuts__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_full_static_baseline:900,V12_M2,tailored_full_static_baseline,900,900,900,1,1,True,not_certified,False,0.64539290434,0.718504070755,0.101754700343,901.875,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__900s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.608,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_full_static_baseline__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_route_cutset_callback:900,V12_M2,tailored_route_cutset_callback,900,900,900,1,1,True,not_certified,False,0.64539290434,0.718504070755,0.101754700343,901.875,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__900s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.745,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_route_cutset_callback__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_static_no_callback:1800,V12_M2,tailored_static_no_callback,1800,1800,1800,1,1,True,not_certified,False,0.65674704668,0.718504070755,0.0859522257265,1802.279,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__1800s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.797,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_static_no_callback__1800s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_callback_telemetry_only:1800,V12_M2,tailored_callback_telemetry_only,1800,1800,1800,1,1,True,not_certified,False,0.65674704668,0.718504070755,0.0859522257265,1802.279,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__1800s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.743,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_callback_telemetry_only__1800s.json,False,tailored_better,tailored_certified_plain_open,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_cheap_cuts:1800,V12_M2,tailored_cheap_cuts,1800,1800,1800,1,1,True,not_certified,False,0.65674704668,0.718504070755,0.0859522257265,1802.279,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__1800s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,312.614,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_cheap_cuts__1800s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_full_static_baseline:1800,V12_M2,tailored_full_static_baseline,1800,1800,1800,1,1,True,not_certified,False,0.65674704668,0.718504070755,0.0859522257265,1802.279,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__1800s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,291.64,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_full_static_baseline__1800s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,V12_M2:tailored_route_cutset_callback:1800,V12_M2,tailored_route_cutset_callback,1800,1800,1800,1,1,True,not_certified,False,0.65674704668,0.718504070755,0.0859522257265,1802.279,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__plain_cplex__1800s.json,False,optimal,True,0.718504070755,0.718504070755,0.0,289.653,results/gf_tailored_bc_fair_diagnosis_round/raw/full__V12_M2__tailored_route_cutset_callback__1800s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_static_no_callback:300,tight_T_seed3101,tailored_static_no_callback,300,300,300,1,1,True,not_certified,False,0.015884858356,0.134692123785,0.882065425137,301.669,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__300s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.578,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_static_no_callback__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_callback_telemetry_only:300,tight_T_seed3101,tailored_callback_telemetry_only,300,300,300,1,1,True,not_certified,False,0.015884858356,0.134692123785,0.882065425137,301.669,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__300s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,76.649,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_callback_telemetry_only__300s.json,False,tailored_better,tailored_certified_plain_open,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_cheap_cuts:300,tight_T_seed3101,tailored_cheap_cuts,300,300,300,1,1,True,not_certified,False,0.015884858356,0.134692123785,0.882065425137,301.669,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__300s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.593,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_cheap_cuts__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_full_static_baseline:300,tight_T_seed3101,tailored_full_static_baseline,300,300,300,1,1,True,not_certified,False,0.015884858356,0.134692123785,0.882065425137,301.669,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__300s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.617,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_full_static_baseline__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_route_cutset_callback:300,tight_T_seed3101,tailored_route_cutset_callback,300,300,300,1,1,True,not_certified,False,0.015884858356,0.134692123785,0.882065425137,301.669,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__300s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.61,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_route_cutset_callback__300s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_static_no_callback:900,tight_T_seed3101,tailored_static_no_callback,900,900,900,1,1,True,not_certified,False,0.018603591571,0.137359039428,0.864562305848,901.82,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__900s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.618,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_static_no_callback__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_callback_telemetry_only:900,tight_T_seed3101,tailored_callback_telemetry_only,900,900,900,1,1,True,not_certified,False,0.018603591571,0.137359039428,0.864562305848,901.82,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__900s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.594,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_callback_telemetry_only__900s.json,False,tailored_better,tailored_certified_plain_open,True,True
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_cheap_cuts:900,tight_T_seed3101,tailored_cheap_cuts,900,900,900,1,1,True,not_certified,False,0.018603591571,0.137359039428,0.864562305848,901.82,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__900s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.697,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_cheap_cuts__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_full_static_baseline:900,tight_T_seed3101,tailored_full_static_baseline,900,900,900,1,1,True,not_certified,False,0.018603591571,0.137359039428,0.864562305848,901.82,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__900s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.67,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_full_static_baseline__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_route_cutset_callback:900,tight_T_seed3101,tailored_route_cutset_callback,900,900,900,1,1,True,not_certified,False,0.018603591571,0.137359039428,0.864562305848,901.82,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__900s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.672,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_route_cutset_callback__900s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_static_no_callback:1800,tight_T_seed3101,tailored_static_no_callback,1800,1800,1800,1,1,True,not_certified,False,0.02012050649,0.134541531987,0.850451335042,1801.272,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__1800s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.685,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_static_no_callback__1800s.json,False,tailored_better,tailored_certified_plain_open,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,tight_T_seed3101:tailored_callback_telemetry_only:1800,tight_T_seed3101,tailored_callback_telemetry_only,1800,1800,1800,1,1,True,not_certified,False,0.02012050649,0.134541531987,0.850451335042,1801.272,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__plain_cplex__1800s.json,False,optimal,True,0.107252734134,0.107252734134,0.0,78.721,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_callback_telemetry_only__1800s.json,False,tailored_better,tailored_certified_plain_open,True,True
