result_package,fresh_run,source_round,event_time,instance,run_id,source_type,verifier_called,verifier_passed,objective_value,G_value,P_value,route_feasible,inventory_feasible,used_in_same_run,used_in_later_run,source_file_path,paper_core_allowed,incumbent_hash,diagnostic_only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0082235,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_callback_telemetry_only__1800s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_callback_telemetry_only__1800s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0086095,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_callback_telemetry_only__300s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_callback_telemetry_only__300s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0094986,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_callback_telemetry_only__900s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_callback_telemetry_only__900s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0084552,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_cheap_cuts__1800s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0101547,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_cheap_cuts__300s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_cheap_cuts__300s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.007338,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_cheap_cuts__900s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_cheap_cuts__900s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0088053,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_full_static_baseline__1800s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_full_static_baseline__1800s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0134603,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_full_static_baseline__300s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_full_static_baseline__300s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0105493,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_full_static_baseline__900s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_full_static_baseline__900s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.00783,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_route_cutset_callback__1800s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_route_cutset_callback__1800s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0083205,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_route_cutset_callback__300s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_route_cutset_callback__300s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0089016,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_route_cutset_callback__900s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_route_cutset_callback__900s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0102377,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_static_no_callback__1800s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_static_no_callback__1800s.ub_events.csv,True,befeddb7fadb0d64,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,10.0076127,high_imbalance_seed3201,full__high_imbalance_seed3201__tailored_static_no_callback__300s,same_run_heuristic,True,True,2.44340319194,0.526657794384,12.7783026504,True,True,True,False,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_static_no_callback__300s.ub_events.csv,True,befeddb7fadb0d64,
