run_id,instance,variant,solver_role,budget_seconds,process_start_time,process_end_time,actual_runtime_seconds,process_return_code,windows_return_code_hex,wrapper_timeout,resource_stopped,free_ram_start_bytes,free_ram_end_bytes,minimum_free_ram_bytes,peak_process_tree_rss_bytes,cplex_threads,mip_threads,compact_bc_threads,concurrent_solver_processes,max_cplex_process_count,background_solver_detected,fresh_process,memory_guard_policy,incumbent_source_policy,monitor_path,stdout_log_path,hostname,git_commit,build_sha256,result_package,fresh_run,source_round,certified_original_problem,bound_used_in_comparison
full__V12_M2__tailored_static_no_callback__900s,V12_M2,tailored_static_no_callback,tailored_full_frontier,900,2026-07-12T11:36:19+08:00,2026-07-12T11:41:09+08:00,289.673,0,0x00000000,False,False,17547960320,17558192128,16975056896,477376512,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M2__tailored_static_no_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M2__tailored_static_no_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M2__tailored_callback_telemetry_only__900s,V12_M2,tailored_callback_telemetry_only,tailored_full_frontier,900,2026-07-12T11:41:09+08:00,2026-07-12T11:45:59+08:00,289.738,0,0x00000000,False,False,17566633984,17511882752,16985464832,462639104,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M2__tailored_callback_telemetry_only__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M2__tailored_callback_telemetry_only__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M2__tailored_cheap_cuts__900s,V12_M2,tailored_cheap_cuts,tailored_full_frontier,900,2026-07-12T11:45:59+08:00,2026-07-12T11:50:49+08:00,289.714,0,0x00000000,False,False,17510629376,17535717376,16993349632,439713792,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M2__tailored_cheap_cuts__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M2__tailored_cheap_cuts__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M2__tailored_full_static_baseline__900s,V12_M2,tailored_full_static_baseline,tailored_full_frontier,900,2026-07-12T11:50:49+08:00,2026-07-12T11:55:39+08:00,289.608,0,0x00000000,False,False,17537867776,17519165440,16875577344,544288768,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M2__tailored_full_static_baseline__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M2__tailored_full_static_baseline__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M2__tailored_route_cutset_callback__900s,V12_M2,tailored_route_cutset_callback,tailored_full_frontier,900,2026-07-12T11:55:39+08:00,2026-07-12T12:00:29+08:00,289.745,0,0x00000000,False,False,17520320512,17489526784,16958390272,451661824,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M2__tailored_route_cutset_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M2__tailored_route_cutset_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M2__plain_cplex__900s,V12_M2,plain_cplex,plain_cplex,900,2026-07-12T12:00:29+08:00,2026-07-12T12:15:31+08:00,901.875,0,0x00000000,False,False,17496727552,17506893824,17150418944,367218688,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M2__plain_cplex__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M2__plain_cplex__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__tight_T_seed3101__tailored_static_no_callback__900s,tight_T_seed3101,tailored_static_no_callback,tailored_full_frontier,900,2026-07-12T12:15:32+08:00,2026-07-12T12:16:51+08:00,78.618,0,0x00000000,False,False,17520807936,17555914752,17495154688,219295744,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3101__tailored_static_no_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3101__tailored_static_no_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__tight_T_seed3101__tailored_callback_telemetry_only__900s,tight_T_seed3101,tailored_callback_telemetry_only,tailored_full_frontier,900,2026-07-12T12:16:51+08:00,2026-07-12T12:18:09+08:00,78.594,0,0x00000000,False,False,17556324352,17562968064,17502855168,218918912,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3101__tailored_callback_telemetry_only__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3101__tailored_callback_telemetry_only__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__tight_T_seed3101__tailored_cheap_cuts__900s,tight_T_seed3101,tailored_cheap_cuts,tailored_full_frontier,900,2026-07-12T12:18:10+08:00,2026-07-12T12:19:28+08:00,78.697,0,0x00000000,False,False,17560350720,17557659648,17486315520,219074560,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3101__tailored_cheap_cuts__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3101__tailored_cheap_cuts__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__tight_T_seed3101__tailored_full_static_baseline__900s,tight_T_seed3101,tailored_full_static_baseline,tailored_full_frontier,900,2026-07-12T12:19:29+08:00,2026-07-12T12:20:47+08:00,78.67,0,0x00000000,False,False,17552084992,17551593472,17495867392,219127808,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3101__tailored_full_static_baseline__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3101__tailored_full_static_baseline__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__tight_T_seed3101__tailored_route_cutset_callback__900s,tight_T_seed3101,tailored_route_cutset_callback,tailored_full_frontier,900,2026-07-12T12:20:48+08:00,2026-07-12T12:22:06+08:00,78.672,0,0x00000000,False,False,17546895360,17566838784,17494974464,218898432,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3101__tailored_route_cutset_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3101__tailored_route_cutset_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__tight_T_seed3101__plain_cplex__900s,tight_T_seed3101,plain_cplex,plain_cplex,900,2026-07-12T12:22:07+08:00,2026-07-12T12:37:09+08:00,901.82,0,0x00000000,False,False,17558040576,17568796672,16930361344,637132800,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3101__plain_cplex__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3101__plain_cplex__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3202__tailored_static_no_callback__900s,high_imbalance_seed3202,tailored_static_no_callback,tailored_full_frontier,900,2026-07-12T12:37:09+08:00,2026-07-12T12:42:05+08:00,295.652,0,0x00000000,False,False,17574912000,17681358848,17332969472,246972416,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__tailored_static_no_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__tailored_static_no_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__high_imbalance_seed3202__tailored_callback_telemetry_only__900s,high_imbalance_seed3202,tailored_callback_telemetry_only,tailored_full_frontier,900,2026-07-12T12:42:05+08:00,2026-07-12T12:47:01+08:00,295.641,0,0x00000000,False,False,17667899392,17584680960,17191510016,244600832,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__tailored_callback_telemetry_only__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__tailored_callback_telemetry_only__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__high_imbalance_seed3202__tailored_cheap_cuts__900s,high_imbalance_seed3202,tailored_cheap_cuts,tailored_full_frontier,900,2026-07-12T12:47:01+08:00,2026-07-12T12:51:57+08:00,295.768,0,0x00000000,False,False,17587519488,17483055104,17162006528,309022720,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__tailored_cheap_cuts__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__tailored_cheap_cuts__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__high_imbalance_seed3202__tailored_full_static_baseline__900s,high_imbalance_seed3202,tailored_full_static_baseline,tailored_full_frontier,900,2026-07-12T12:51:57+08:00,2026-07-12T12:56:53+08:00,295.804,0,0x00000000,False,False,17476177920,17454579712,17240543232,286318592,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__tailored_full_static_baseline__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__tailored_full_static_baseline__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__high_imbalance_seed3202__tailored_route_cutset_callback__900s,high_imbalance_seed3202,tailored_route_cutset_callback,tailored_full_frontier,900,2026-07-12T12:56:54+08:00,2026-07-12T13:01:49+08:00,295.694,0,0x00000000,False,False,17456128000,17433202688,17060184064,311259136,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__tailored_route_cutset_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__tailored_route_cutset_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__high_imbalance_seed3202__plain_cplex__900s,high_imbalance_seed3202,plain_cplex,plain_cplex,900,2026-07-12T13:01:50+08:00,2026-07-12T13:16:52+08:00,902.298,0,0x00000000,False,False,17430839296,17467629568,17326116864,155426816,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__plain_cplex__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__plain_cplex__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_static_no_callback__900s,moderate_seed3301,tailored_static_no_callback,tailored_full_frontier,900,2026-07-12T13:16:53+08:00,2026-07-12T13:36:53+08:00,1200.801,1,0x00000001,True,False,17468329984,17538301952,17279205376,249597952,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_static_no_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_static_no_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_callback_telemetry_only__900s,moderate_seed3301,tailored_callback_telemetry_only,tailored_full_frontier,900,2026-07-12T13:36:54+08:00,2026-07-12T13:56:55+08:00,1200.816,1,0x00000001,True,False,17538342912,17473470464,17231081472,249978880,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_callback_telemetry_only__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_callback_telemetry_only__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_cheap_cuts__900s,moderate_seed3301,tailored_cheap_cuts,tailored_full_frontier,900,2026-07-12T13:56:56+08:00,2026-07-12T14:16:57+08:00,1201.03,1,0x00000001,True,False,17475211264,17516236800,17221701632,249126912,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_cheap_cuts__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_cheap_cuts__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_full_static_baseline__900s,moderate_seed3301,tailored_full_static_baseline,tailored_full_frontier,900,2026-07-12T14:16:58+08:00,2026-07-12T14:36:58+08:00,1200.575,1,0x00000001,True,False,17520291840,17680076800,17288527872,249847808,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_full_static_baseline__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_full_static_baseline__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_route_cutset_callback__900s,moderate_seed3301,tailored_route_cutset_callback,tailored_full_frontier,900,2026-07-12T14:36:59+08:00,2026-07-12T14:57:00+08:00,1200.908,1,0x00000001,True,False,17682178048,17626148864,17427038208,249516032,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_route_cutset_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_route_cutset_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__plain_cplex__900s,moderate_seed3301,plain_cplex,plain_cplex,900,2026-07-12T14:57:01+08:00,2026-07-12T15:12:03+08:00,902.634,0,0x00000000,False,False,17625382912,17578688512,16022482944,1560326144,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__plain_cplex__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__plain_cplex__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_static_no_callback__900s,moderate_seed3302,tailored_static_no_callback,tailored_full_frontier,900,2026-07-12T15:12:04+08:00,2026-07-12T15:32:05+08:00,1200.957,1,0x00000001,True,False,17561960448,17717866496,17281200128,257720320,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_static_no_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_static_no_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_callback_telemetry_only__900s,moderate_seed3302,tailored_callback_telemetry_only,tailored_full_frontier,900,2026-07-12T15:32:06+08:00,2026-07-12T15:52:07+08:00,1200.715,1,0x00000001,True,False,17722851328,17658712064,17453998080,255913984,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_callback_telemetry_only__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_cheap_cuts__900s,moderate_seed3302,tailored_cheap_cuts,tailored_full_frontier,900,2026-07-12T15:52:07+08:00,2026-07-12T16:12:08+08:00,1200.731,1,0x00000001,True,False,17666404352,17532350464,17381928960,256569344,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_cheap_cuts__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_full_static_baseline__900s,moderate_seed3302,tailored_full_static_baseline,tailored_full_frontier,900,2026-07-12T16:12:09+08:00,2026-07-12T16:32:10+08:00,1200.902,1,0x00000001,True,False,17538740224,17523277824,17219772416,256000000,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_full_static_baseline__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_full_static_baseline__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_route_cutset_callback__900s,moderate_seed3302,tailored_route_cutset_callback,tailored_full_frontier,900,2026-07-12T16:32:11+08:00,2026-07-12T16:52:11+08:00,1200.723,1,0x00000001,True,False,17523691520,17411006464,17222258688,258293760,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_route_cutset_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_route_cutset_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__plain_cplex__900s,moderate_seed3302,plain_cplex,plain_cplex,900,2026-07-12T16:52:12+08:00,2026-07-12T17:07:14+08:00,902.015,0,0x00000000,False,False,17412067328,17402699776,15797194752,1610473472,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__plain_cplex__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
