result_package,fresh_run,source_round,run_id,purpose,instance,variant,budget,gamma_L,gamma_U,cutoff_UB,status,bound_valid,best_bound,incumbent,gap_to_cutoff,runtime,nodes,callback_calls,route_cutset_candidates,route_cutset_cuts_added,finalization_source,process_return_code,windows_return_code_hex,engineering_blocker,parent_run_id,raw_json_path,progress_path,log_path,model_export_path,diagnostic_only,paper_core_valid
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__300s,worst_leaf,high_imbalance_seed3201,plain_fixed_interval_mip,300,0.48984375,0.5046875,2.44340319194,interval_unresolved_timeout,True,2.1656847692,0,0.27771842274,300.1386007,14122,0,0,0,solver_final_json,0,0x00000000,False,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__300s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__300s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__900s,worst_leaf,high_imbalance_seed3201,plain_fixed_interval_mip,900,0.48984375,0.5046875,2.44340319194,interval_unresolved_timeout,True,2.1975143526,0,0.24588883934000005,900.1401466,47128,0,0,0,solver_final_json,0,0x00000000,False,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__900s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__plain_fixed_interval_mip__g15cc4f00effb8770__900s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__300s,worst_leaf,high_imbalance_seed3201,tailored_cheap_leaf,300,0.48984375,0.5046875,2.44340319194,wrapper_timeout_noncertified,False,2.33794253813,1e+75,0.1054606538099998,451.411,0,0,0,0,wrapper_best_checkpoint,1,0x00000001,True,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__300s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__300s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__300s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__900s,worst_leaf,high_imbalance_seed3201,tailored_cheap_leaf,900,0.48984375,0.5046875,2.44340319194,interval_unresolved_timeout,True,2.37379277855,0,0.06961041338999996,600.3416898,8486,12795,0,0,cplex_time_limit_with_valid_best_bound,0,0x00000000,False,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__900s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__900s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__tailored_cheap_leaf__g15cc4f00effb8770__900s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__300s,worst_leaf,high_imbalance_seed3201,tailored_route_leaf,300,0.48984375,0.5046875,2.44340319194,wrapper_timeout_noncertified,False,2.38222958258,1e+75,0.061173609359999936,451.503,0,0,0,0,wrapper_best_checkpoint,1,0x00000001,True,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__300s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__300s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__300s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__900s,worst_leaf,high_imbalance_seed3201,tailored_route_leaf,900,0.48984375,0.5046875,2.44340319194,interval_unresolved_timeout,True,2.38861621775,0,0.05478697418999978,600.4962463,22948,37210,372,50,cplex_time_limit_with_valid_best_bound,0,0x00000000,False,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__900s.json,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__900s.progress.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__tailored_route_leaf__g15cc4f00effb8770__900s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__300s,worst_leaf,high_imbalance_seed3201,tailored_static_leaf_no_callback,300,0.48984375,0.5046875,2.44340319194,wrapper_timeout_noncertified,False,0.0,0.0,2.44340319194,451.55,0,0,0,0,wrapper_error_json,1,0x00000001,True,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__300s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__300s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__900s,worst_leaf,high_imbalance_seed3201,tailored_static_leaf_no_callback,900,0.48984375,0.5046875,2.44340319194,interval_unresolved_timeout,True,2.3787544238,0,0.06464876814000009,600.1635209,15127,0,0,0,solver_final_json,0,0x00000000,False,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__900s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__high_imbalance_seed3201__tailored_static_leaf_no_callback__g15cc4f00effb8770__900s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__300s,worst_leaf,moderate_seed3301,plain_fixed_interval_mip,300,0.0122881381662,0.0153601727077,0.0491525526647,interval_closed,True,0.0491525526647,0,0.0,2.1924036,65,0,0,0,solver_final_json,0,0x00000000,False,full__moderate_seed3301__tailored_cheap_cuts__300s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__300s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__300s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__300s.lp,True,False
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__900s,worst_leaf,moderate_seed3301,plain_fixed_interval_mip,900,0.0122881381662,0.0153601727077,0.0491525526647,interval_closed,True,0.0491525526647,0,0.0,2.17644,65,0,0,0,solver_final_json,0,0x00000000,False,full__moderate_seed3301__tailored_cheap_cuts__300s,results/gf_tailored_bc_fair_diagnosis_round/raw/worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__900s.json,,results/gf_tailored_bc_fair_diagnosis_round/logs/worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__900s.solver.log.txt,results/gf_tailored_bc_fair_diagnosis_round/model_exports/worst_leaf__moderate_seed3301__plain_fixed_interval_mip__g71241711861bede0__900s.lp,True,False
