result_package,fresh_run,source_round,run_id,status,wrapper_artifact,certified_original_problem,finalization_source,zero_gap_without_certificate,passed,raw_json_path
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_route_cutset_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3201__tailored_route_cutset_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_route_cutset_callback__900s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3201__tailored_route_cutset_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_static_no_callback__1800s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3201__tailored_static_no_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_static_no_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3201__tailored_static_no_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_static_no_callback__900s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3201__tailored_static_no_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_callback_telemetry_only__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_callback_telemetry_only__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_callback_telemetry_only__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_callback_telemetry_only__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_cheap_cuts__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_cheap_cuts__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_cheap_cuts__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_cheap_cuts__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_cheap_cuts__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_full_static_baseline__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_full_static_baseline__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_full_static_baseline__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_full_static_baseline__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_full_static_baseline__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_route_cutset_callback__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_route_cutset_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_route_cutset_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_route_cutset_callback__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_route_cutset_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_static_no_callback__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_static_no_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_static_no_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_static_no_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_static_no_callback__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__high_imbalance_seed3202__tailored_static_no_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_callback_telemetry_only__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_cheap_cuts__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_cheap_cuts__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_cheap_cuts__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_full_static_baseline__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_full_static_baseline__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_full_static_baseline__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_full_static_baseline__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_full_static_baseline__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_full_static_baseline__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_route_cutset_callback__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_route_cutset_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_route_cutset_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_route_cutset_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_route_cutset_callback__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_route_cutset_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_static_no_callback__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_static_no_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_static_no_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_static_no_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_static_no_callback__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3301__tailored_static_no_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_callback_telemetry_only__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_callback_telemetry_only__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_callback_telemetry_only__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_callback_telemetry_only__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_callback_telemetry_only__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_callback_telemetry_only__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_cheap_cuts__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_cheap_cuts__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_cheap_cuts__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_cheap_cuts__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_cheap_cuts__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_cheap_cuts__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_full_static_baseline__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_full_static_baseline__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_full_static_baseline__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_full_static_baseline__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_full_static_baseline__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_full_static_baseline__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_route_cutset_callback__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_route_cutset_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_route_cutset_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_route_cutset_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_route_cutset_callback__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_route_cutset_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_static_no_callback__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_static_no_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_static_no_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_static_no_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_static_no_callback__900s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__moderate_seed3302__tailored_static_no_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_callback_telemetry_only__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_callback_telemetry_only__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_callback_telemetry_only__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_callback_telemetry_only__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_callback_telemetry_only__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_cheap_cuts__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_cheap_cuts__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_cheap_cuts__300s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_cheap_cuts__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_cheap_cuts__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_cheap_cuts__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_full_static_baseline__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_full_static_baseline__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_full_static_baseline__300s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_full_static_baseline__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_full_static_baseline__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_full_static_baseline__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_route_cutset_callback__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_route_cutset_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_route_cutset_callback__300s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_route_cutset_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_route_cutset_callback__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_route_cutset_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_static_no_callback__1800s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_static_no_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_static_no_callback__300s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_static_no_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_static_no_callback__900s,optimal,False,True,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3101__tailored_static_no_callback__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_callback_telemetry_only__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_callback_telemetry_only__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_callback_telemetry_only__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_callback_telemetry_only__900s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_callback_telemetry_only__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_cheap_cuts__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_cheap_cuts__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_cheap_cuts__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_cheap_cuts__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_cheap_cuts__900s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_cheap_cuts__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_full_static_baseline__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_full_static_baseline__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_full_static_baseline__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_full_static_baseline__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_full_static_baseline__900s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_full_static_baseline__900s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_route_cutset_callback__1800s,wrapper_timeout_noncertified,True,False,wrapper_best_checkpoint,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_route_cutset_callback__1800s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_route_cutset_callback__300s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_route_cutset_callback__300s.json
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_route_cutset_callback__900s,gcap_frontier_not_closed,False,False,solver_final_json,False,True,results/gf_tailored_bc_fair_diagnosis_round/raw/full__tight_T_seed3102__tailored_route_cutset_callback__900s.json
