check,run_id,passed,reason
resource_stop_not_used,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__300s,True,resource_stopped=False;bound_used=False;certified=False
unique_run_id,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s,True,unique
one_thread_cplex,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s,True,cplex_threads=1
single_solver_process,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s,True,diagnostic_parent_cutoff_no_paper_evidence
run_timestamps_valid,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s,True,start=2026-07-12T06:50:22+08:00;end=2026-07-12T06:50:53+08:00
resource_stop_not_used,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__300s,True,resource_stopped=False;bound_used=False;certified=False
unique_run_id,engineering__tight_T_seed3102__plain_fixed_interval_mip__ga074ec730af64a8c__900s,True,unique
one_thread_cplex,engineering__tight_T_seed3102__plain_fixed_interval_mip__ga074ec730af64a8c__900s,True,cplex_threads=1
single_solver_process,engineering__tight_T_seed3102__plain_fixed_interval_mip__ga074ec730af64a8c__900s,True,max_concurrent=1;background=False
incumbent_source_policy_present,engineering__tight_T_seed3102__plain_fixed_interval_mip__ga074ec730af64a8c__900s,True,diagnostic_parent_cutoff_no_paper_evidence
run_timestamps_valid,engineering__tight_T_seed3102__plain_fixed_interval_mip__ga074ec730af64a8c__900s,True,start=2026-07-12T06:50:53+08:00;end=2026-07-12T07:05:55+08:00
resource_stop_not_used,engineering__tight_T_seed3102__plain_fixed_interval_mip__ga074ec730af64a8c__900s,True,resource_stopped=False;bound_used=False;certified=False
unique_run_id,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__900s,True,unique
one_thread_cplex,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__900s,True,cplex_threads=1
single_solver_process,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__900s,True,max_concurrent=1;background=False
incumbent_source_policy_present,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__900s,True,diagnostic_parent_cutoff_no_paper_evidence
run_timestamps_valid,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__900s,True,start=2026-07-12T07:05:56+08:00;end=2026-07-12T07:06:03+08:00
resource_stop_not_used,engineering__tight_T_seed3102__tailored_static_leaf_no_callback__ga074ec730af64a8c__900s,True,resource_stopped=False;bound_used=False;certified=False
unique_run_id,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s,True,unique
one_thread_cplex,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s,True,cplex_threads=1
single_solver_process,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s,True,max_concurrent=1;background=False
incumbent_source_policy_present,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s,True,diagnostic_parent_cutoff_no_paper_evidence
run_timestamps_valid,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s,True,start=2026-07-12T07:06:03+08:00;end=2026-07-12T07:06:34+08:00
resource_stop_not_used,engineering__tight_T_seed3102__tailored_route_leaf__ga074ec730af64a8c__900s,True,resource_stopped=False;bound_used=False;certified=False
unique_run_id,full__V12_M1__tailored_static_no_callback__300s,True,unique
one_thread_cplex,full__V12_M1__tailored_static_no_callback__300s,True,cplex_threads=1
single_solver_process,full__V12_M1__tailored_static_no_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M1__tailored_static_no_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M1__tailored_static_no_callback__300s,True,start=2026-07-12T07:06:43+08:00;end=2026-07-12T07:10:21+08:00
resource_stop_not_used,full__V12_M1__tailored_static_no_callback__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M1__tailored_callback_telemetry_only__300s,True,unique
one_thread_cplex,full__V12_M1__tailored_callback_telemetry_only__300s,True,cplex_threads=1
single_solver_process,full__V12_M1__tailored_callback_telemetry_only__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M1__tailored_callback_telemetry_only__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M1__tailored_callback_telemetry_only__300s,True,start=2026-07-12T07:10:22+08:00;end=2026-07-12T07:15:23+08:00
resource_stop_not_used,full__V12_M1__tailored_callback_telemetry_only__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M1__tailored_cheap_cuts__300s,True,unique
one_thread_cplex,full__V12_M1__tailored_cheap_cuts__300s,True,cplex_threads=1
single_solver_process,full__V12_M1__tailored_cheap_cuts__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M1__tailored_cheap_cuts__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M1__tailored_cheap_cuts__300s,True,start=2026-07-12T07:15:24+08:00;end=2026-07-12T07:20:23+08:00
resource_stop_not_used,full__V12_M1__tailored_cheap_cuts__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M1__tailored_full_static_baseline__300s,True,unique
one_thread_cplex,full__V12_M1__tailored_full_static_baseline__300s,True,cplex_threads=1
single_solver_process,full__V12_M1__tailored_full_static_baseline__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M1__tailored_full_static_baseline__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M1__tailored_full_static_baseline__300s,True,start=2026-07-12T07:20:23+08:00;end=2026-07-12T07:24:02+08:00
resource_stop_not_used,full__V12_M1__tailored_full_static_baseline__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M1__tailored_route_cutset_callback__300s,True,unique
one_thread_cplex,full__V12_M1__tailored_route_cutset_callback__300s,True,cplex_threads=1
single_solver_process,full__V12_M1__tailored_route_cutset_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M1__tailored_route_cutset_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M1__tailored_route_cutset_callback__300s,True,start=2026-07-12T07:24:02+08:00;end=2026-07-12T07:29:04+08:00
resource_stop_not_used,full__V12_M1__tailored_route_cutset_callback__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M1__plain_cplex__300s,True,unique
one_thread_cplex,full__V12_M1__plain_cplex__300s,True,cplex_threads=1
single_solver_process,full__V12_M1__plain_cplex__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M1__plain_cplex__300s,True,benchmark_internal_incumbent_only
run_timestamps_valid,full__V12_M1__plain_cplex__300s,True,start=2026-07-12T07:29:04+08:00;end=2026-07-12T07:32:07+08:00
resource_stop_not_used,full__V12_M1__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M2__tailored_static_no_callback__300s,True,unique
one_thread_cplex,full__V12_M2__tailored_static_no_callback__300s,True,cplex_threads=1
single_solver_process,full__V12_M2__tailored_static_no_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M2__tailored_static_no_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M2__tailored_static_no_callback__300s,True,start=2026-07-12T07:32:07+08:00;end=2026-07-12T07:35:29+08:00
resource_stop_not_used,full__V12_M2__tailored_static_no_callback__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M2__tailored_callback_telemetry_only__300s,True,unique
one_thread_cplex,full__V12_M2__tailored_callback_telemetry_only__300s,True,cplex_threads=1
single_solver_process,full__V12_M2__tailored_callback_telemetry_only__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M2__tailored_callback_telemetry_only__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M2__tailored_callback_telemetry_only__300s,True,start=2026-07-12T07:35:29+08:00;end=2026-07-12T07:38:50+08:00
resource_stop_not_used,full__V12_M2__tailored_callback_telemetry_only__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M2__tailored_cheap_cuts__300s,True,unique
one_thread_cplex,full__V12_M2__tailored_cheap_cuts__300s,True,cplex_threads=1
single_solver_process,full__V12_M2__tailored_cheap_cuts__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M2__tailored_cheap_cuts__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M2__tailored_cheap_cuts__300s,True,start=2026-07-12T07:38:51+08:00;end=2026-07-12T07:42:14+08:00
resource_stop_not_used,full__V12_M2__tailored_cheap_cuts__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M2__tailored_full_static_baseline__300s,True,unique
one_thread_cplex,full__V12_M2__tailored_full_static_baseline__300s,True,cplex_threads=1
single_solver_process,full__V12_M2__tailored_full_static_baseline__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M2__tailored_full_static_baseline__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M2__tailored_full_static_baseline__300s,True,start=2026-07-12T07:42:14+08:00;end=2026-07-12T07:45:36+08:00
resource_stop_not_used,full__V12_M2__tailored_full_static_baseline__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M2__tailored_route_cutset_callback__300s,True,unique
one_thread_cplex,full__V12_M2__tailored_route_cutset_callback__300s,True,cplex_threads=1
single_solver_process,full__V12_M2__tailored_route_cutset_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M2__tailored_route_cutset_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__V12_M2__tailored_route_cutset_callback__300s,True,start=2026-07-12T07:45:36+08:00;end=2026-07-12T07:48:58+08:00
resource_stop_not_used,full__V12_M2__tailored_route_cutset_callback__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__V12_M2__plain_cplex__300s,True,unique
one_thread_cplex,full__V12_M2__plain_cplex__300s,True,cplex_threads=1
single_solver_process,full__V12_M2__plain_cplex__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__V12_M2__plain_cplex__300s,True,benchmark_internal_incumbent_only
run_timestamps_valid,full__V12_M2__plain_cplex__300s,True,start=2026-07-12T07:48:58+08:00;end=2026-07-12T07:54:00+08:00
resource_stop_not_used,full__V12_M2__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__tight_T_seed3101__tailored_static_no_callback__300s,True,unique
one_thread_cplex,full__tight_T_seed3101__tailored_static_no_callback__300s,True,cplex_threads=1
single_solver_process,full__tight_T_seed3101__tailored_static_no_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__tight_T_seed3101__tailored_static_no_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__tight_T_seed3101__tailored_static_no_callback__300s,True,start=2026-07-12T07:54:00+08:00;end=2026-07-12T07:55:18+08:00
resource_stop_not_used,full__tight_T_seed3101__tailored_static_no_callback__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,True,unique
one_thread_cplex,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,True,cplex_threads=1
single_solver_process,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,True,start=2026-07-12T07:55:19+08:00;end=2026-07-12T07:56:35+08:00
resource_stop_not_used,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__tight_T_seed3101__tailored_cheap_cuts__300s,True,unique
one_thread_cplex,full__tight_T_seed3101__tailored_cheap_cuts__300s,True,cplex_threads=1
single_solver_process,full__tight_T_seed3101__tailored_cheap_cuts__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__tight_T_seed3101__tailored_cheap_cuts__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__tight_T_seed3101__tailored_cheap_cuts__300s,True,start=2026-07-12T07:56:36+08:00;end=2026-07-12T07:57:54+08:00
resource_stop_not_used,full__tight_T_seed3101__tailored_cheap_cuts__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__tight_T_seed3101__tailored_full_static_baseline__300s,True,unique
one_thread_cplex,full__tight_T_seed3101__tailored_full_static_baseline__300s,True,cplex_threads=1
single_solver_process,full__tight_T_seed3101__tailored_full_static_baseline__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__tight_T_seed3101__tailored_full_static_baseline__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__tight_T_seed3101__tailored_full_static_baseline__300s,True,start=2026-07-12T07:57:55+08:00;end=2026-07-12T07:59:13+08:00
resource_stop_not_used,full__tight_T_seed3101__tailored_full_static_baseline__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__tight_T_seed3101__tailored_route_cutset_callback__300s,True,unique
one_thread_cplex,full__tight_T_seed3101__tailored_route_cutset_callback__300s,True,cplex_threads=1
single_solver_process,full__tight_T_seed3101__tailored_route_cutset_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__tight_T_seed3101__tailored_route_cutset_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__tight_T_seed3101__tailored_route_cutset_callback__300s,True,start=2026-07-12T07:59:14+08:00;end=2026-07-12T08:00:32+08:00
resource_stop_not_used,full__tight_T_seed3101__tailored_route_cutset_callback__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,full__tight_T_seed3101__plain_cplex__300s,True,unique
one_thread_cplex,full__tight_T_seed3101__plain_cplex__300s,True,cplex_threads=1
single_solver_process,full__tight_T_seed3101__plain_cplex__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__tight_T_seed3101__plain_cplex__300s,True,benchmark_internal_incumbent_only
run_timestamps_valid,full__tight_T_seed3101__plain_cplex__300s,True,start=2026-07-12T08:00:32+08:00;end=2026-07-12T08:05:34+08:00
resource_stop_not_used,full__tight_T_seed3101__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__high_imbalance_seed3202__tailored_static_no_callback__300s,True,unique
one_thread_cplex,full__high_imbalance_seed3202__tailored_static_no_callback__300s,True,cplex_threads=1
single_solver_process,full__high_imbalance_seed3202__tailored_static_no_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__high_imbalance_seed3202__tailored_static_no_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__high_imbalance_seed3202__tailored_static_no_callback__300s,True,start=2026-07-12T08:05:34+08:00;end=2026-07-12T08:10:40+08:00
resource_stop_not_used,full__high_imbalance_seed3202__tailored_static_no_callback__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,True,unique
one_thread_cplex,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,True,cplex_threads=1
single_solver_process,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,True,start=2026-07-12T08:10:41+08:00;end=2026-07-12T08:15:53+08:00
resource_stop_not_used,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,True,unique
one_thread_cplex,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,True,cplex_threads=1
single_solver_process,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,True,start=2026-07-12T08:15:53+08:00;end=2026-07-12T08:21:06+08:00
resource_stop_not_used,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,True,unique
one_thread_cplex,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,True,cplex_threads=1
single_solver_process,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,True,start=2026-07-12T08:21:06+08:00;end=2026-07-12T08:26:12+08:00
resource_stop_not_used,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,True,unique
one_thread_cplex,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,True,cplex_threads=1
single_solver_process,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,True,start=2026-07-12T08:26:12+08:00;end=2026-07-12T08:31:24+08:00
resource_stop_not_used,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__high_imbalance_seed3202__plain_cplex__300s,True,unique
one_thread_cplex,full__high_imbalance_seed3202__plain_cplex__300s,True,cplex_threads=1
single_solver_process,full__high_imbalance_seed3202__plain_cplex__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__high_imbalance_seed3202__plain_cplex__300s,True,benchmark_internal_incumbent_only
run_timestamps_valid,full__high_imbalance_seed3202__plain_cplex__300s,True,start=2026-07-12T08:31:25+08:00;end=2026-07-12T08:36:26+08:00
resource_stop_not_used,full__high_imbalance_seed3202__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3301__tailored_static_no_callback__300s,True,unique
one_thread_cplex,full__moderate_seed3301__tailored_static_no_callback__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3301__tailored_static_no_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3301__tailored_static_no_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3301__tailored_static_no_callback__300s,True,start=2026-07-12T08:36:26+08:00;end=2026-07-12T08:41:22+08:00
resource_stop_not_used,full__moderate_seed3301__tailored_static_no_callback__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3301__tailored_callback_telemetry_only__300s,True,unique
one_thread_cplex,full__moderate_seed3301__tailored_callback_telemetry_only__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3301__tailored_callback_telemetry_only__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3301__tailored_callback_telemetry_only__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3301__tailored_callback_telemetry_only__300s,True,start=2026-07-12T08:41:22+08:00;end=2026-07-12T08:46:24+08:00
resource_stop_not_used,full__moderate_seed3301__tailored_callback_telemetry_only__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3301__tailored_cheap_cuts__300s,True,unique
one_thread_cplex,full__moderate_seed3301__tailored_cheap_cuts__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3301__tailored_cheap_cuts__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3301__tailored_cheap_cuts__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3301__tailored_cheap_cuts__300s,True,start=2026-07-12T08:46:24+08:00;end=2026-07-12T08:51:26+08:00
resource_stop_not_used,full__moderate_seed3301__tailored_cheap_cuts__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3301__tailored_full_static_baseline__300s,True,unique
one_thread_cplex,full__moderate_seed3301__tailored_full_static_baseline__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3301__tailored_full_static_baseline__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3301__tailored_full_static_baseline__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3301__tailored_full_static_baseline__300s,True,start=2026-07-12T08:51:26+08:00;end=2026-07-12T08:56:22+08:00
resource_stop_not_used,full__moderate_seed3301__tailored_full_static_baseline__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3301__tailored_route_cutset_callback__300s,True,unique
one_thread_cplex,full__moderate_seed3301__tailored_route_cutset_callback__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3301__tailored_route_cutset_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3301__tailored_route_cutset_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3301__tailored_route_cutset_callback__300s,True,start=2026-07-12T08:56:22+08:00;end=2026-07-12T09:01:24+08:00
resource_stop_not_used,full__moderate_seed3301__tailored_route_cutset_callback__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3301__plain_cplex__300s,True,unique
one_thread_cplex,full__moderate_seed3301__plain_cplex__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3301__plain_cplex__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3301__plain_cplex__300s,True,benchmark_internal_incumbent_only
run_timestamps_valid,full__moderate_seed3301__plain_cplex__300s,True,start=2026-07-12T09:01:25+08:00;end=2026-07-12T09:06:26+08:00
resource_stop_not_used,full__moderate_seed3301__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3302__tailored_static_no_callback__300s,True,unique
one_thread_cplex,full__moderate_seed3302__tailored_static_no_callback__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3302__tailored_static_no_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3302__tailored_static_no_callback__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3302__tailored_static_no_callback__300s,True,start=2026-07-12T09:06:26+08:00;end=2026-07-12T09:11:18+08:00
resource_stop_not_used,full__moderate_seed3302__tailored_static_no_callback__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3302__tailored_callback_telemetry_only__300s,True,unique
one_thread_cplex,full__moderate_seed3302__tailored_callback_telemetry_only__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3302__tailored_callback_telemetry_only__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3302__tailored_callback_telemetry_only__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3302__tailored_callback_telemetry_only__300s,True,start=2026-07-12T09:11:19+08:00;end=2026-07-12T09:16:16+08:00
resource_stop_not_used,full__moderate_seed3302__tailored_callback_telemetry_only__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3302__tailored_cheap_cuts__300s,True,unique
one_thread_cplex,full__moderate_seed3302__tailored_cheap_cuts__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3302__tailored_cheap_cuts__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3302__tailored_cheap_cuts__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3302__tailored_cheap_cuts__300s,True,start=2026-07-12T09:16:17+08:00;end=2026-07-12T09:21:14+08:00
resource_stop_not_used,full__moderate_seed3302__tailored_cheap_cuts__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3302__tailored_full_static_baseline__300s,True,unique
one_thread_cplex,full__moderate_seed3302__tailored_full_static_baseline__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3302__tailored_full_static_baseline__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3302__tailored_full_static_baseline__300s,True,same_run_verifier_gated_only
run_timestamps_valid,full__moderate_seed3302__tailored_full_static_baseline__300s,True,start=2026-07-12T09:21:15+08:00;end=2026-07-12T09:26:06+08:00
resource_stop_not_used,full__moderate_seed3302__tailored_full_static_baseline__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,full__moderate_seed3302__tailored_route_cutset_callback__300s,True,unique
one_thread_cplex,full__moderate_seed3302__tailored_route_cutset_callback__300s,True,cplex_threads=1
single_solver_process,full__moderate_seed3302__tailored_route_cutset_callback__300s,True,max_concurrent=1;background=False
incumbent_source_policy_present,full__moderate_seed3302__tailored_route_cutset_callback__300s,True,same_run_verifier_gated_only
