run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,1,True,fresh,0.26994109999999999,0.7300589,0,0,1,1186,0,0,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,2,True,fresh,1.1747780999999999,0.8252219000000001,1.1926223897340549e-18,0,1,3646,0,0,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,5,True,fresh,4.9880782000000004,0.01192179999999965,1.1926223897340549e-18,0,1,4378,0,0,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,10,True,fresh,9.0846017999999997,0.9153982000000003,1.1926223897340549e-18,20,20,12986,17,3,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,15,True,fresh,14.779334499999999,0.22066550000000085,1.1926223897340549e-18,30,25,23199,17,11,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,20,True,fresh,19.849969399999999,0.1500306000000009,9.4810271232943246e-05,53,26,38920,17,24,0.04854285887126694,0.9980468749999999
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,30,True,fresh,29.922500200000002,0.07749979999999823,0.00066367189863060267,108,23,69005,19,48,0.04854285887126694,0.986328125
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,45,True,fresh,44.4378186,0.5621814,0.0010429129835623756,182,33,111157,25,85,0.04854285887126694,0.978515625
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,60,True,fresh,59.630082399999999,0.36991760000000085,0.0014221540684941486,253,26,162550,25,117,0.04854285887126694,0.970703125
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,90,True,fresh,89.788016299999995,0.21198370000000466,0.0017065848821929785,419,54,248831,35,204,0.04854285887126694,0.9648437500000001
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,120,True,fresh,119.12122650000001,0.8787734999999941,0.0018013951534259216,532,57,344930,35,262,0.04854285887126694,0.962890625
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,180,True,fresh,176.63974250000001,3.360257499999989,0.0019910156958918082,725,62,536896,36,360,0.04854285887126694,0.958984375
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,240,True,fresh,239.85779769999999,0.1422023000000081,0.0025598773232894676,965,54,759389,36,476,0.04854285887126694,0.947265625
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,300,True,fresh,299.54468379999997,0.45531620000002704,0.0030339286794541839,1249,64,954907,43,616,0.04854285887126694,0.9375
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,450,True,fresh,449.96467419999999,0.03532580000000962,0.0036439786794541791,1718,67,1480263,48,848,0.04854285887126694,0.9249327550089743
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,600,True,fresh,599.09326599999997,0.9067340000000286,0.0038872211205506733,2251,149,1988797,53,1151,0.04854285887126694,0.9199218749999999
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,750,True,fresh,749.25694180000005,0.7430581999999504,0.0041716519342495026,2791,193,2483098,54,1442,0.04854285887126694,0.9140625
round23_stage2__moderate_seed4302__s0c__900s,checkpoint,900,True,stale,862.02143020000005,37.978569799999946,0.0042664622054824457,3182,278,2912986,54,1680,0.04854285887126694,0.9121093749999999
round23_stage2__moderate_seed4302__s0c__900s,solver_final,solver_final,True,solver_final,862.02171999999996,0,0.0042664622054824457,3182,278,2912986,54,1680,0.04854285887126694,0.9121093749999999
