logical_path,stored_path,original_bytes,original_sha256,stored_bytes,stored_sha256,compression
global_node_trace.csv,global_node_trace.csv.gz,6020606,0feec656435231b10fbad004593486639e8a68cb8b20204cf7b8ad6ae26bb97a,2782937,ffe875985be23dd600d2807ef8fe6b62257410c6dbaaa33165c5dba8c19562ce,gzip_mtime_0
global_root.lp,global_root.lp.gz,1479475,a559250293b661a4fcbc7c4021d6531380da793474eb94ec626f988e3e6ff2e4,241001,eff526e5d2c1aafcce512ab8293709f0258b2999fb7020c638d0600ffba1fda7,gzip_mtime_0
