vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,18,30,24,13,19,3,28,17,22,5,20,4,6,16,26,0]",30,8301.840385223442,7920.0,16221.840385223442,18000.0,0.9012133547346357,0
1,True,"[0,27,10,12,1,15,2,21,11,0]",30,4491.636426285064,3240.0,7731.636426285064,18000.0,0.4295353570158369,0
2,True,"[0,29,9,7,25,8,14,23,0]",30,3625.014978435744,3720.0,7345.014978435744,18000.0,0.40805638769087466,0
